TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,WR,YEAR
Colgate,Pat,32,15,3.37058E-01,6.21431E-01,-1.47518E-01,1.98544E+00,2.11708E-01,4.91851E-02,-9.48250E-01,-1.33089E+00,-3.45228E-01,-1.29284E+00,4.64994E-02,1.37854E+00,-4.48988E-01,1.94725E+00,1.40859E+00,-2.11383E+00,-5.60504E-01,4.68750E-01,2015
Holy Cross,Pat,29,13,-4.88835E-01,4.06443E-01,-6.35891E-01,-8.73094E-01,1.07528E+00,-8.06280E-01,1.32745E+00,6.91616E-02,5.66503E-02,6.72681E-02,1.01574E+00,-1.09177E+00,7.26769E-01,-1.77921E-01,1.28541E+00,-1.20818E+00,-5.45832E-01,4.48276E-01,2015
Lehigh,Pat,29,15,-7.09074E-01,-5.61004E-01,-1.53393E-01,-2.88394E-01,-1.13546E+00,5.71969E-01,-5.46656E-01,-2.57571E-02,2.73046E-01,3.03020E-01,-5.63185E-01,-3.85965E-01,-1.59460E+00,2.25129E-01,-1.92694E-01,-2.70187E-01,-2.52404E-01,5.17241E-01,2015
Loyola MD,Pat,30,11,-1.61756E+00,5.32479E-02,-1.17361E+00,-2.30236E+00,-1.33719E-01,7.62073E-01,-4.57413E-01,6.14944E-01,-2.83401E-01,5.56907E-01,1.57853E+00,-2.56219E+00,1.84112E-01,-6.17613E-01,-6.03280E-01,-1.43459E+00,-9.12618E-01,3.66667E-01,2015
Navy,Pat,31,12,-7.50368E-01,2.83592E-01,-7.45549E-01,-2.55911E-01,1.04073E+00,3.34340E-01,6.58128E-01,4.54319E-02,1.49391E-01,-7.12528E-01,2.80993E-01,-9.18814E-02,1.23817E-01,-3.97767E-01,1.94235E+00,-1.95211E+00,-9.12618E-01,3.87097E-01,2015
American,Pat,31,12,-1.61756E+00,5.60006E-01,-1.37374E+00,-2.88394E-01,5.22592E-01,1.61754E+00,2.56533E-01,-1.37835E+00,2.11219E-01,-5.13045E-01,8.28146E-01,-4.15374E-01,1.32972E+00,-3.13575E-02,-1.34233E+00,-1.79039E+00,-9.56632E-01,3.87097E-01,2016
Army,Pat,32,18,-6.26484E-01,3.14305E-01,-6.73096E-01,-6.10111E-02,-2.37348E-01,-9.33924E-02,-9.92872E-01,4.01377E-01,-8.39848E-01,-5.13045E-01,-4.38121E-01,5.51606E-02,-3.28398E-01,-2.87844E-01,2.17891E-01,1.79987E+00,-2.52404E-01,5.62500E-01,2016
Boston University,Pat,33,18,-1.99773E-01,6.52143E-01,-5.69704E-01,7.51071E-01,-3.00913E-02,4.29392E-01,-6.80521E-01,-6.66459E-01,-4.37969E-01,4.48099E-01,-1.41096E-01,5.55103E-01,2.14259E-01,7.01462E-01,-4.39046E-01,9.26564E-01,-3.55104E-01,5.45455E-01,2016
Bucknell,Pat,30,16,1.30585E-01,3.29661E-01,-9.62137E-02,7.18588E-01,-2.02805E-01,1.65929E-03,-3.23548E-01,9.28913E-02,-3.45228E-01,1.69940E+00,1.01574E+00,6.13920E-01,-5.09283E-01,5.91539E-01,3.41067E-01,1.44408E+00,-2.23061E-01,5.33333E-01,2016
Colgate,Pat,29,12,-8.96535E-02,1.34318E+00,-8.83406E-01,8.48521E-01,1.07528E+00,-1.40918E-01,3.45776E-01,-6.42729E-01,3.34874E-01,-8.39471E-01,1.09391E+00,3.49245E-01,6.36326E-01,1.03123E+00,1.28541E+00,-6.58323E-01,-6.92547E-01,4.13793E-01,2016
Lafayette,Pat,30,6,-5.71425E-01,1.72708E+00,-1.30598E+00,1.98855E-01,9.71647E-01,-2.35970E-01,-8.59007E-01,-1.66311E+00,1.04589E+00,-5.31180E-01,4.64994E-02,-3.56557E-01,9.67950E-01,8.48026E-01,5.46360E-01,8.94219E-01,-1.73422E+00,2.00000E-01,2016
Lehigh,Pat,31,16,1.30585E-01,2.83592E-01,-7.58486E-02,7.18588E-01,3.49879E-01,2.86814E-01,-1.11966E-02,-4.94868E-02,-6.70046E-02,-5.13045E-01,-9.38375E-01,-1.80107E-01,-1.47512E-01,1.87397E+00,8.33770E-01,3.44361E-01,-2.96418E-01,5.16129E-01,2016
Loyola MD,Pat,30,9,-3.37422E-01,1.22033E+00,-9.82098E-01,-7.10677E-01,6.60763E-01,9.67110E-02,-7.25142E-01,4.96296E-01,3.34874E-01,7.01986E-01,9.53209E-01,-1.21290E-01,2.74555E-01,-1.38707E+00,1.16224E+00,8.56036E-02,-1.26473E+00,3.00000E-01,2016
Navy,Pat,32,18,-5.98955E-01,-1.46384E-01,-3.51170E-01,-1.25978E-01,-4.10061E-01,5.71969E-01,7.47371E-01,7.81052E-01,-7.16193E-01,1.49992E+00,7.18715E-01,4.96287E-01,-1.02179E+00,-1.35043E+00,4.23184E-01,-6.58323E-01,-3.55104E-01,5.62500E-01,2016
American,Pat,30,8,-1.16332E+00,6.82856E-01,-1.20102E+00,1.33889E-01,8.33476E-01,7.14547E-01,7.02749E-01,-1.80548E+00,-4.68883E-01,-6.94393E-01,1.03137E+00,7.60962E-01,6.36326E-01,-8.74100E-01,9.15887E-01,-5.61289E-01,-1.29407E+00,2.66667E-01,2017
Army,Pat,31,13,-8.32958E-01,1.76098E-01,-7.34583E-01,5.23688E-01,7.35368E-02,9.04650E-01,-5.91277E-01,-6.90188E-01,-1.70543E+00,-1.18403E+00,-1.72362E-01,4.66878E-01,2.44407E-01,3.35052E-01,-2.33753E-01,1.60580E+00,-8.83275E-01,4.19355E-01,2017
Boston University,Pat,31,18,-3.09892E-01,-3.88898E-02,-2.01173E-01,4.26238E-01,1.42622E-01,7.14547E-01,9.25857E-01,-2.86784E-01,-3.14314E-01,-2.04754E-01,3.74791E-01,2.61019E-01,-5.39431E-01,4.08334E-01,8.74828E-01,1.08829E+00,-1.93718E-01,5.80645E-01,2017
Colgate,Pat,31,10,-8.19193E-01,6.67500E-01,-9.94631E-01,4.91205E-01,8.33476E-01,1.57001E+00,-5.91277E-01,-1.06986E+00,-1.30355E+00,-2.04754E-01,5.93652E-01,8.45690E-02,2.14259E-01,7.01462E-01,1.32647E+00,-3.99566E-01,-1.27940E+00,3.22581E-01,2017
Holy Cross,Pat,32,15,-7.91663E-01,-1.31028E-01,-5.08217E-01,1.66372E-01,1.10982E+00,-4.26073E-01,3.15694E+00,-2.35127E+00,8.91321E-01,-2.34059E-02,-6.88248E-01,5.51606E-02,1.69149E+00,1.15206E-01,-2.84601E-02,-1.98445E+00,-4.72475E-01,4.68750E-01,2017
Lafayette,Pat,29,9,-1.09449E+00,1.34318E+00,-1.41016E+00,-2.55911E-01,1.52433E+00,9.52176E-01,-1.89683E-01,-2.20889E+00,-1.28832E-01,-9.30145E-01,-6.88248E-01,2.57522E-02,8.77507E-01,-5.80972E-01,1.65494E+00,1.05594E+00,-1.22072E+00,3.10345E-01,2017
Lehigh,Pat,31,20,3.78353E-01,-1.00315E-01,3.92159E-01,1.79054E+00,3.89941E-02,5.24443E-01,-1.11966E-02,-1.44954E+00,-1.67452E+00,-4.58641E-01,-1.04781E+00,1.26090E+00,-8.72167E-02,1.83733E+00,1.76833E-01,1.05594E+00,2.02410E-01,6.45161E-01,2017
Loyola MD,Pat,32,16,-8.32958E-01,8.39605E-02,-6.78187E-01,-1.03551E+00,7.29848E-01,1.57001E+00,1.19359E+00,8.75971E-01,-4.68883E-01,8.47064E-01,1.71563E-01,-1.12118E+00,1.17898E+00,-3.61126E-01,-3.97987E-01,-1.73153E-01,-4.43132E-01,5.00000E-01,2017
Navy,Pat,31,16,-6.40249E-01,-1.77096E-01,-3.59394E-01,-6.78194E-01,1.00619E+00,1.52249E+00,2.30913E+00,1.80143E+00,-1.02533E+00,2.48616E-01,6.40550E-01,-3.30646E-02,9.67950E-01,-1.31379E+00,5.87418E-01,-7.23012E-01,-5.31161E-01,5.16129E-01,2017
American,Pat,30,6,-9.15547E-01,1.22033E+00,-1.28914E+00,2.63822E-01,1.62796E+00,8.09598E-01,7.91992E-01,-1.30716E+00,5.82183E-01,-7.48797E-01,9.21943E-01,4.66878E-01,1.29957E+00,-1.41280E-01,1.61388E+00,-4.37750E-02,-1.67553E+00,2.00000E-01,2018
Army,Pat,29,13,-5.71425E-01,7.74994E-01,-9.01813E-01,7.83555E-01,7.98934E-01,4.91851E-02,4.79641E-01,-5.24080E-01,-5.92538E-01,-1.81875E+00,5.15487E-01,-9.18814E-02,5.45883E-01,1.43428E+00,7.51652E-01,1.21767E+00,-8.68603E-01,4.48276E-01,2018
Boston University,Pat,30,15,-5.30130E-01,6.06074E-01,-7.78447E-01,9.45971E-01,9.37105E-01,6.67021E-01,6.58128E-01,-2.39324E-01,2.57366E-02,-3.13562E-01,-7.50780E-01,5.84512E-01,8.77507E-01,1.14115E+00,5.87418E-01,3.12016E-01,-5.89847E-01,5.00000E-01,2018
Colgate,Pat,32,19,1.85644E-01,7.28925E-01,-3.35504E-01,5.23688E-01,1.07528E+00,-1.09143E+00,3.45776E-01,-8.80026E-01,-5.92538E-01,-1.00268E+00,-8.44577E-01,-3.30646E-02,7.56916E-01,7.74744E-01,9.56945E-01,-4.37750E-02,-1.49704E-01,5.93750E-01,2018
Holy Cross,Pat,31,12,-7.50368E-01,6.21431E-01,-9.28836E-01,8.81005E-01,3.15336E-01,1.91763E-01,6.13506E-01,-2.37500E+00,7.36752E-01,-8.75741E-01,-1.25463E-01,1.76085E+00,3.33737E-02,-5.80972E-01,4.23184E-01,-1.20818E+00,-1.08867E+00,3.87097E-01,2018
Lafayette,Pat,30,10,-2.41067E-01,1.38925E+00,-1.00755E+00,1.10839E+00,6.60763E-01,2.86814E-01,-1.75144E+00,-1.97159E+00,-7.16193E-01,-1.03895E+00,-1.37610E+00,6.72737E-01,8.77507E-01,1.17779E+00,1.25984E-02,5.38428E-01,-1.35276E+00,3.33333E-01,2018
Lehigh,Pat,29,16,2.81999E-01,1.20497E+00,-5.59913E-01,9.78455E-01,7.98934E-01,-6.16177E-01,-1.17136E+00,-9.51215E-01,-8.39848E-01,-1.58300E+00,-6.41349E-01,-4.15374E-01,1.14884E+00,2.35030E+00,-2.84601E-02,1.34704E+00,-3.11090E-01,5.51724E-01,2018
Loyola MD,Pat,30,9,-1.02567E+00,1.05141E+00,-1.28092E+00,-6.78194E-01,1.48979E+00,9.67110E-02,3.34250E-02,-4.94868E-02,-9.63502E-01,-2.22889E-01,8.75044E-01,-2.97740E-01,1.42016E+00,-1.05730E+00,9.98004E-01,6.35462E-01,-1.44079E+00,3.00000E-01,2018
Navy,Pat,31,20,-7.64133E-01,-5.42461E-02,-5.44247E-01,-9.34944E-02,1.07528E+00,1.23733E+00,1.19359E+00,5.67485E-01,-2.26188E+00,3.03020E-01,-1.25463E-01,3.19836E-01,7.56916E-01,-6.90895E-01,9.98004E-01,-3.02532E-01,-7.63472E-02,6.45161E-01,2018
American,Pat,30,15,-1.99773E-01,5.32479E-02,-1.73758E-01,1.07590E+00,-6.51860E-01,1.65929E-03,-4.12791E-01,-7.61377E-01,-6.54365E-01,2.30481E-01,-3.99365E-04,1.90789E+00,2.14259E-01,-6.17613E-01,-2.12245E+00,5.32589E-02,-5.45832E-01,5.00000E-01,2019
Army,Pat,31,13,-1.01190E+00,-1.61740E-01,-6.60564E-01,-9.34944E-02,1.10982E+00,-1.04391E+00,3.34250E-02,-1.82921E+00,-2.04548E+00,-1.85502E+00,-1.00091E+00,5.55103E-01,1.23928E+00,-8.74100E-01,4.23184E-01,1.12063E+00,-9.41961E-01,4.19355E-01,2019
Boston University,Pat,32,15,3.42305E-02,9.74625E-01,-5.97510E-01,1.14087E+00,1.55887E+00,4.91851E-02,-1.89683E-01,-1.68135E-01,-1.36538E+00,-1.76435E+00,-3.59957E-01,1.58440E+00,2.14371E+00,5.28345E-03,1.35774E-01,2.09143E-02,-8.09918E-01,4.68750E-01,2019
Bucknell,Pat,33,21,1.16820E-01,5.32479E-02,7.64985E-02,1.01094E+00,-3.06433E-01,-6.63702E-01,-9.03629E-01,-8.32566E-01,-5.92538E-01,-1.14080E-01,-3.75590E-01,1.23150E+00,-1.47512E-01,3.35052E-01,-4.39046E-01,1.34704E+00,3.05110E-01,6.36364E-01,2019
Holy Cross,Pat,33,16,-4.88835E-01,5.13937E-01,-6.97378E-01,9.13488E-01,1.28253E+00,-1.23401E+00,1.55056E+00,-2.06651E+00,1.04589E+00,-2.07264E+00,-1.25103E+00,9.96229E-01,8.77507E-01,4.44975E-01,1.20330E+00,-8.84735E-01,-5.45832E-01,4.84848E-01,2019
Lafayette,Pat,29,10,-3.64951E-01,1.48138E+00,-1.11643E+00,8.81005E-01,1.59342E+00,1.65929E-03,-1.48371E+00,-1.68683E+00,-8.70761E-01,-1.81875E+00,-5.63185E-01,2.57522E-02,1.08854E+00,1.50756E+00,1.73706E+00,7.97185E-01,-1.19137E+00,3.44828E-01,2019
Lehigh,Pat,31,20,5.71061E-01,7.74994E-01,-6.99740E-02,2.11537E+00,3.89941E-02,-9.33924E-02,-1.34984E+00,-1.37835E+00,-6.23451E-01,6.72681E-02,-6.72615E-01,8.19779E-01,1.84112E-01,3.00984E+00,-2.33753E-01,1.67049E+00,3.05110E-01,6.45161E-01,2019
Loyola MD,Pat,32,11,-3.64951E-01,9.59269E-01,-8.55208E-01,5.56172E-01,1.90430E+00,3.81866E-01,8.81236E-01,-3.34243E-01,2.57366E-02,-1.68484E-01,-3.91222E-01,7.90371E-01,1.32972E+00,5.28345E-03,1.98341E+00,7.64841E-01,-1.10335E+00,3.43750E-01,2019
Navy,Pat,31,12,-8.32958E-01,3.60374E-01,-8.51291E-01,-1.00303E+00,6.95306E-01,9.52176E-01,-9.03629E-01,5.91215E-01,-1.24173E+00,-7.30663E-01,-7.97678E-01,-7.97683E-01,1.17898E+00,-9.10741E-01,-2.33753E-01,1.50293E-01,-8.68603E-01,3.87097E-01,2019
Appalachian St.,SB,29,12,-1.01190E+00,4.67868E-01,-1.02322E+00,-1.39283E+00,1.77165E-01,9.04650E-01,-6.35899E-01,4.96296E-01,8.75640E-02,-1.68484E-01,4.37322E-01,-1.35644E+00,6.66474E-01,-9.47381E-01,-8.49631E-01,-6.25978E-01,-6.04518E-01,4.13793E-01,2015
Arkansas Little Rock,SB,30,12,-3.45939E-02,7.44281E-01,-5.07433E-01,-7.43160E-01,3.15336E-01,-1.47164E+00,5.68884E-01,-2.15595E-01,5.20356E-01,2.66751E-01,9.37576E-01,-9.74133E-01,-5.70691E-02,-6.79985E-02,7.92711E-01,-9.81769E-01,-8.09918E-01,4.00000E-01,2015
Arkansas St.,SB,28,10,-1.32849E+00,4.67868E-01,-1.19867E+00,-1.49028E+00,-6.17317E-01,6.19495E-01,-4.57413E-01,9.28913E-02,9.84062E-01,-2.77293E-01,-1.60323E-02,-1.47408E+00,-5.09283E-01,-8.00818E-01,-5.21163E-01,-5.61289E-01,-7.95246E-01,3.57143E-01,2015
Georgia Southern,SB,28,19,-6.81544E-01,-8.68130E-01,1.02738E-01,-8.40610E-01,-1.34271E+00,-1.88444E-01,1.50594E+00,7.81052E-01,8.29493E-01,3.03020E-01,-3.28691E-01,-4.74191E-01,-1.02179E+00,-1.02066E+00,-1.30128E+00,-1.27287E+00,4.37152E-01,6.78571E-01,2015
Louisiana Lafayette,SB,33,19,1.30585E-01,-3.92085E-01,3.98033E-01,6.89221E-02,-7.20945E-01,8.57124E-01,-1.00440E-01,1.25565E+00,-5.92538E-01,9.19603E-01,4.06057E-01,2.57522E-02,-4.48988E-01,1.88488E-01,-8.49631E-01,8.61875E-01,-9.10186E-02,5.75758E-01,2015
Louisiana Monroe,SB,34,20,-7.09074E-01,-7.91348E-01,1.42281E-02,-1.39283E+00,-1.86085E+00,-3.31022E-01,-6.35899E-01,7.81052E-01,-3.60909E-02,-1.52859E+00,-7.97678E-01,-9.15317E-01,-1.50415E+00,-1.57028E+00,-1.71186E+00,-1.85507E+00,8.50384E-02,5.88235E-01,2015
South Alabama,SB,31,10,-5.02600E-01,9.74625E-01,-9.62125E-01,-6.78194E-01,-3.75518E-01,1.04723E+00,-1.52833E+00,1.64080E-01,1.10772E+00,1.33670E+00,-1.09830E-01,-6.21233E-01,-3.58545E-01,-4.71049E-01,-6.95187E-02,3.44361E-01,-1.14736E+00,3.22581E-01,2015
Texas St.,SB,28,11,-1.56250E+00,-9.90980E-01,-5.50514E-01,-1.91256E+00,-8.59116E-01,5.71969E-01,1.99678E+00,-7.32165E-02,7.05838E-01,3.57425E-01,2.80993E-01,-1.85639E+00,-2.07807E-01,-1.13059E+00,-1.58869E+00,-1.95211E+00,-6.19189E-01,3.92857E-01,2015
Troy,SB,27,8,-7.22839E-01,7.28925E-01,-9.68783E-01,-3.20877E-01,2.46250E-01,1.18981E+00,3.90398E-01,4.72566E-01,1.29320E+00,6.29446E-01,-1.01654E+00,-2.97740E-01,5.76031E-01,-2.51203E-01,-4.39046E-01,-8.84735E-01,-1.04466E+00,2.96296E-01,2015
UT Arlington,SB,30,15,-2.54832E-01,8.39605E-02,-2.45036E-01,-1.58461E-01,-7.90031E-01,9.99702E-01,4.35020E-01,5.91215E-01,1.01498E+00,6.47581E-01,1.15644E+00,4.96287E-01,-4.48988E-01,-1.05730E+00,-1.05492E+00,7.64841E-01,-2.08390E-01,5.00000E-01,2015
Appalachian St.,SB,31,9,-3.23657E-01,1.14354E+00,-9.34710E-01,-8.73094E-01,3.84421E-01,1.09475E+00,-1.21598E+00,8.75971E-01,8.60407E-01,8.28929E-01,7.81247E-01,-1.76816E+00,-1.47512E-01,5.18257E-01,1.73706E+00,1.15298E+00,-1.11802E+00,2.90323E-01,2016
Arkansas St.,SB,29,9,-5.57660E-01,6.52143E-01,-8.28185E-01,-1.32786E+00,-1.03183E+00,-3.31022E-01,-1.66220E+00,-3.10513E-01,5.20356E-01,1.01028E+00,4.99854E-01,-1.17999E+00,-1.74534E+00,-9.84022E-01,5.05301E-01,1.79987E+00,-9.27289E-01,3.10345E-01,2016
Georgia Southern,SB,29,12,1.03055E-01,7.44281E-01,-4.02474E-01,-7.75644E-01,5.91677E-01,-1.18649E+00,6.13506E-01,9.28913E-02,1.54051E+00,5.75042E-01,1.51599E+00,-1.03295E+00,9.67950E-01,-3.24485E-01,-2.33753E-01,5.70773E-01,-5.60504E-01,4.13793E-01,2016
Georgia St.,SB,28,14,-4.75070E-01,-5.14935E-01,2.47900E-03,-4.50811E-01,-7.55488E-01,-3.31022E-01,1.14897E+00,-1.14105E+00,4.58529E-01,5.38773E-01,1.01574E+00,-5.91824E-01,-6.90169E-01,2.25129E-01,-6.44338E-01,-7.55357E-01,-1.49704E-01,5.00000E-01,2016
Louisiana Lafayette,SB,32,17,7.91300E-01,3.14305E-01,4.16049E-01,-3.53361E-01,-6.46340E-02,-5.68651E-01,-9.48250E-01,1.99127E+00,-9.63502E-01,1.39111E+00,1.09031E-01,2.31611E-01,-6.90169E-01,-1.13059E+00,1.40859E+00,1.15298E+00,1.16813E-02,5.31250E-01,2016
Louisiana Monroe,SB,32,18,5.16002E-01,-1.46384E-01,5.19049E-01,2.31339E-01,-8.93659E-01,-2.35970E-01,-7.25142E-01,5.20026E-01,6.44011E-01,-4.22371E-01,-2.81792E-01,2.61019E-01,-8.10759E-01,1.15206E-01,-6.85397E-01,-3.67221E-01,1.87738E-01,5.62500E-01,2016
South Alabama,SB,31,12,-1.10826E+00,-8.17724E-03,-8.32884E-01,-1.23041E+00,-5.82775E-01,9.04650E-01,-2.78926E-01,2.82729E-01,9.22234E-01,6.83851E-01,6.09285E-01,-1.17999E+00,-2.68102E-01,-8.37459E-01,-8.90690E-01,9.26564E-01,-7.36561E-01,3.87097E-01,2016
Texas St.,SB,29,13,-6.40249E-01,-3.88898E-02,-4.58870E-01,-1.06799E+00,-1.68262E-01,-4.26073E-01,9.70479E-01,1.16621E-01,3.34874E-01,5.75042E-01,1.24664E-01,-9.15317E-01,-4.18840E-01,-7.64177E-01,3.00008E-01,-1.14349E+00,-5.16490E-01,4.48276E-01,2016
Troy,SB,29,8,-7.36603E-01,5.29293E-01,-8.75573E-01,-1.36034E+00,3.49879E-01,-9.48857E-01,-3.68169E-01,2.17023E-02,6.13097E-01,4.84368E-01,1.55930E-01,-1.26822E+00,6.35214E-02,-9.84022E-01,6.69535E-01,5.38428E-01,-1.13269E+00,2.75862E-01,2016
UT Arlington,SB,34,23,4.05883E-01,-6.83854E-01,7.91629E-01,-2.23428E-01,-1.06637E+00,1.65929E-03,6.58128E-01,1.65905E+00,-1.02533E+00,-2.34059E-02,1.32840E+00,1.13977E-01,-1.47401E+00,-6.17613E-01,-2.74811E-01,1.76752E+00,5.39852E-01,6.76471E-01,2016
Appalachian St.,SB,28,9,-5.30130E-01,6.67500E-01,-8.15261E-01,-8.08127E-01,9.37105E-01,3.34340E-01,-7.69764E-01,-9.69462E-02,-7.16193E-01,4.66233E-01,1.56289E+00,-8.27091E-01,3.64998E-01,-5.44331E-01,1.90129E+00,1.28235E+00,-1.05933E+00,3.21429E-01,2017
Arkansas St.,SB,31,20,2.40704E-01,-1.15671E-01,2.86808E-01,6.53622E-01,-3.06433E-01,-4.58665E-02,7.80467E-02,4.01377E-01,-6.23451E-01,1.26416E+00,1.09391E+00,1.72794E-01,1.53964E-01,1.28772E+00,-9.72807E-01,3.12016E-01,2.75767E-01,6.45161E-01,2017
Coastal Carolina,SB,37,20,-3.78716E-01,2.68236E-01,-4.66703E-01,-4.50811E-01,7.35368E-02,-2.83496E-01,-9.03629E-01,2.82729E-01,-8.08934E-01,-9.66415E-01,-3.44324E-01,-3.27149E-01,1.23817E-01,-5.44331E-01,-1.92694E-01,7.00152E-01,-3.99118E-01,5.40541E-01,2017
Georgia Southern,SB,31,18,1.71879E-01,5.13937E-01,-2.02348E-01,5.23688E-01,4.18964E-01,-8.06280E-01,3.34250E-02,-9.74944E-01,1.07680E+00,9.74007E-01,-1.60323E-02,2.57522E-02,6.36326E-01,7.74744E-01,-1.10577E-01,6.35462E-01,-6.16757E-02,5.80645E-01,2017
Georgia St.,SB,31,20,-2.08290E-02,-5.14935E-01,3.69052E-01,1.01094E+00,-3.75518E-01,6.19495E-01,5.24263E-01,1.40351E-01,-1.28832E-01,-1.14080E-01,8.12513E-01,1.23150E+00,3.33737E-02,2.98411E-01,-8.08573E-01,6.03118E-01,2.46424E-01,6.45161E-01,2017
Little Rock,SB,30,15,-8.32958E-01,1.30029E-01,-7.09910E-01,-2.55911E-01,5.91677E-01,3.81866E-01,5.68884E-01,-2.15595E-01,-5.92538E-01,-4.04236E-01,8.59411E-01,-2.68332E-01,2.74555E-01,-1.41280E-01,7.51652E-01,-9.81769E-01,-6.48532E-01,5.00000E-01,2017
Louisiana Lafayette,SB,31,21,9.15184E-01,8.82488E-01,1.11354E-01,5.23688E-01,1.48979E+00,-3.78547E-01,6.58128E-01,1.65905E+00,-5.30710E-01,1.39111E+00,3.90424E-01,7.02145E-01,1.35987E+00,5.28345E-03,1.12118E+00,1.89690E+00,1.73067E-01,6.77419E-01,2017
Louisiana Monroe,SB,31,9,-7.22839E-01,3.91086E-01,-7.85888E-01,-7.10677E-01,1.42622E-01,3.34340E-01,-9.48250E-01,4.54319E-02,-3.60909E-02,-1.54673E+00,-1.25463E-01,-6.21233E-01,-8.72167E-02,-6.17613E-01,4.64243E-01,-4.31911E-01,-1.51415E+00,2.90323E-01,2017
South Alabama,SB,30,14,-7.09074E-01,3.29661E-01,-7.37716E-01,-4.83294E-01,7.29848E-01,-1.40918E-01,1.68442E+00,-5.00351E-01,6.74925E-01,6.83851E-01,8.75044E-01,-3.30646E-02,5.15736E-01,-9.10741E-01,7.51652E-01,1.05594E+00,-7.80575E-01,4.66667E-01,2017
Texas St.,SB,34,22,-2.54832E-01,-4.53510E-01,1.45427E-01,1.98855E-01,-8.24574E-01,-2.35970E-01,5.68884E-01,-2.63054E-01,2.57366E-02,4.11829E-01,2.02829E-01,2.90428E-01,-5.69579E-01,-3.13575E-02,-9.31748E-01,-1.36990E+00,-1.05690E-01,6.47059E-01,2017
UT Arlington,SB,34,27,7.91300E-01,-4.22797E-01,8.81314E-01,8.48521E-01,-4.10061E-01,1.65929E-03,6.58128E-01,7.81052E-01,8.75640E-02,1.28637E-02,2.80993E-01,1.64321E+00,3.33737E-02,-4.34408E-01,-8.90690E-01,1.31470E+00,9.50652E-01,7.94118E-01,2017
Appalachian St.,SB,31,15,-8.96535E-02,4.83224E-01,-3.74277E-01,3.95553E-03,4.18964E-01,9.67110E-02,-6.35899E-01,4.54319E-02,-1.21081E+00,4.11829E-01,2.80993E-01,2.31611E-01,-1.77660E-01,-3.24485E-01,1.44965E+00,1.12063E+00,-7.07218E-01,4.83871E-01,2018
Arkansas St.,SB,30,11,1.30585E-01,1.61959E+00,-8.98680E-01,-1.58461E-01,2.04247E+00,-4.58665E-02,7.80467E-02,2.11540E-01,5.51270E-01,-2.59158E-01,7.77652E-02,2.57522E-02,1.81208E+00,-3.61126E-01,1.57282E+00,9.91253E-01,-1.11802E+00,3.66667E-01,2018
Coastal Carolina,SB,29,14,-2.96127E-01,3.14305E-01,-4.27539E-01,-2.88394E-01,-1.68262E-01,1.57001E+00,-2.78926E-01,1.16073E+00,-3.45228E-01,7.74525E-01,8.43778E-01,-2.09515E-01,-5.69579E-01,-3.24485E-01,2.17891E-01,3.76705E-01,-8.09918E-01,4.82759E-01,2018
Georgia Southern,SB,31,21,2.26939E-01,1.30029E-01,1.11354E-01,-2.23428E-01,-1.33719E-01,-1.23401E+00,7.47371E-01,2.35269E-01,7.36752E-01,6.65716E-01,6.21323E-02,-2.09515E-01,3.34850E-01,-2.14562E-01,-8.08573E-01,7.00152E-01,1.58395E-01,6.77419E-01,2018
Little Rock,SB,30,7,-1.34226E+00,2.83592E-01,-1.12700E+00,-8.08127E-01,2.46250E-01,1.42743E+00,5.68884E-01,-2.39324E-01,5.20356E-01,-4.40506E-01,8.90677E-01,-5.33007E-01,3.33737E-02,-8.74100E-01,3.00008E-01,-4.96600E-01,-1.52882E+00,2.33333E-01,2018
Louisiana Lafayette,SB,32,27,1.24554E+00,-3.92085E-01,1.10964E+00,9.13488E-01,-3.40976E-01,-1.88444E-01,4.35020E-01,1.56413E+00,-4.99797E-01,6.29446E-01,2.02829E-01,9.66821E-01,-2.37955E-01,4.44975E-01,-3.15870E-01,1.25001E+00,1.03868E+00,8.43750E-01,2018
Louisiana Monroe,SB,29,16,-4.20011E-01,2.22167E-01,-4.66311E-01,3.95553E-03,4.53507E-01,-4.26073E-01,-1.11966E-02,-9.74944E-01,-2.52487E-01,-1.85502E+00,-6.41349E-01,-6.21233E-01,2.74555E-01,5.18257E-01,3.82125E-01,-2.05498E-01,-2.81747E-01,5.51724E-01,2018
South Alabama,SB,30,14,-8.74252E-01,-2.99947E-01,-4.67095E-01,-4.83294E-01,-9.62744E-01,1.04723E+00,-1.00440E-01,-8.56296E-01,2.57366E-02,5.75042E-01,4.99854E-01,-2.38923E-01,-4.18840E-01,-6.90895E-01,-1.42445E+00,1.18532E+00,-7.07218E-01,4.66667E-01,2018
Texas St.,SB,31,15,-4.75070E-01,1.60742E-01,-4.60437E-01,-3.53361E-01,5.57135E-01,1.04723E+00,3.45776E-01,6.14944E-01,-5.61624E-01,3.21155E-01,-7.50780E-01,-2.09515E-01,1.14884E+00,-3.97767E-01,-5.62221E-01,-1.20818E+00,-7.80575E-01,4.83871E-01,2018
