"","TEAM","CONF","G","W","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","WR","YEAR"
"2915","UNLV","MWC",31,18,-0.255911,-0.582775,-0.80628,-0.635899,-0.52408,-1.11807,-0.694393,-0.625716,0.580645,2022
"2916","Northwestern","B10",30,15,-0.288394,0.24625,-2.18453,0.301155,-0.880026,-1.36538,-1.70994,-0.000399365,0.5,2022
"2917","St. Bonaventure","A10",33,23,0.198855,0.0735368,-1.51917,0.211911,-0.57154,-0.623451,-1.56486,-1.97015,0.69697,2022
"2918","Wichita St.","Amer",28,15,-1.03551,-0.962744,0.00165929,0.658128,0.709863,-0.376142,-0.513045,-0.688248,0.535714,2022
"2919","Iona","MAAC",33,25,0.263822,-1.20454,-0.378547,0.16729,0.591215,0.087564,0.502503,-0.156729,0.757576,2022
"2920","Belmont","OVC",32,25,1.88799,-0.237348,-0.901332,1.0151,-1.16478,-0.53071,-1.56486,-1.76692,0.78125,2022
"2921","Grand Canyon","WAC",29,23,0.00395553,-2.27537,0.239288,-0.0111966,1.30311,-0.345228,-0.639989,-0.281792,0.793103,2022
"2922","Penn St.","B10",31,14,0.198855,-0.617317,-0.0458665,-2.15303,-0.168135,-1.67452,-2.30839,-1.34483,0.451613,2022
"2923","Cincinnati","Amer",32,18,-0.970544,-1.75723,-1.66174,-0.323548,0.18781,0.0257366,-0.893876,-0.0472981,0.5625,2022
"2924","Middle Tennessee","CUSA",35,26,0.491205,-0.997287,0.096711,0.747371,0.16408,-0.0979183,-0.0596754,0.26536,0.742857,2022
"2925","UCF","Amer",30,18,0.00395553,-0.479147,0.191763,0.925857,0.353918,0.396701,-1.09336,-0.782045,0.6,2022
"2926","Toledo","MAC",33,26,1.01094,-0.997287,-1.89937,-1.48371,0.258999,-0.654365,-1.18403,-1.86072,0.787879,2022
"2927","Mississippi","SEC",32,13,-0.0934944,0.453507,-0.331022,0.345776,-0.618999,-0.901675,-1.05709,-1.06344,0.40625,2022
"2928","Louisiana Tech","CUSA",31,24,0.653622,-0.65186,-0.853806,0.301155,-0.761377,-0.437969,-0.621854,-1.04781,0.774194,2022
"2929","Bradley","MVC",30,17,0.393755,-1.10092,0.571969,-0.189683,0.614944,-1.86,-1.31098,-0.719514,0.566667,2022
"2930","Florida St.","ACC",31,17,-0.288394,0.729848,-0.283496,1.05972,0.567485,0.489442,-0.766932,-0.688248,0.548387,2022
"2931","South Carolina","SEC",30,18,-0.84061,-0.962744,1.28486,1.28283,1.01835,0.798579,-0.966415,1.06264,0.6,2022
"2932","Washington","P12",32,17,-1.13296,-0.064634,-0.948857,1.55056,-0.00202743,1.88056,0.0309985,-0.735147,0.53125,2022
"2933","Temple","Amer",29,17,-1.45779,-1.58451,-0.0933924,-0.635899,0.804782,-0.0670046,0.937738,-0.48502,0.586207,2022
"2934","Princeton","Ivy",28,23,2.21282,0.418964,-1.99443,-1.39447,-1.06986,-1.86,-2.39906,-2.04831,0.821429,2022
"2935","Minnesota","B10",30,13,0.263822,0.384421,-2.23205,-1.2606,-2.75467,-0.623451,-1.98196,-1.79819,0.433333,2022
"2936","Boston College","ACC",33,13,-0.678194,0.488049,-0.378547,0.033425,0.140351,-1.1799,-0.893876,-0.516286,0.393939,2022
"2937","Hofstra","CAA",30,21,1.14087,1.48979,-1.89937,0.791992,-1.42581,-0.808934,-2.32652,-1.3292,0.7,2022
"2938","Nebraska","B10",32,10,0.133889,0.488049,-0.758754,-0.145061,-2.06651,0.582183,-0.222889,-0.844577,0.3125,2022
"2939","Abilene Christian","WAC",32,25,-0.483294,0.660763,-0.521125,4.13861,-0.357973,0.427615,0.865199,2.23511,0.78125,2022
"2940","Stanford","P12",32,16,-0.0285278,0.453507,1.71259,-0.992872,1.06581,-2.04548,-0.839471,-0.907109,0.5,2022
"2941","Utah Valley","WAC",30,20,0.231339,-1.61906,1.61754,-1.34984,0.638674,-1.55086,0.647581,-1.01654,0.666667,2022
"2942","Butler","BE",31,14,-0.905577,-0.064634,-0.23597,-0.680521,-0.52408,-0.654365,-0.785067,-0.719514,0.451613,2022
"2943","Louisville","ACC",32,13,-0.353361,0.0735368,-0.331022,-1.03749,-0.476621,-1.42721,-1.70994,-0.75078,0.40625,2022
"2944","Morehead St.","OVC",31,23,0.816038,-1.23909,0.809598,-0.591277,0.330188,-0.00517715,-1.00268,-1.73565,0.741935,2022
"2945","North Carolina St.","ACC",32,11,-0.645711,1.14436,-1.99443,-0.145061,0.235269,0.458529,-0.98455,-0.844577,0.34375,2022
"2946","George Mason","A10",30,14,1.01094,-0.168262,-0.331022,-0.635899,-1.04613,-1.76726,-1.00268,-0.813311,0.466667,2022
"2947","Liberty","ASun",30,22,1.82302,-0.617317,-0.331022,-0.680521,-1.68683,-2.0764,-1.11149,-0.531919,0.733333,2022
"2948","Utah","P12",31,11,-0.483294,-0.237348,-0.283496,-1.52833,-0.00202743,-0.0979183,-0.821337,-0.969641,0.354839,2022
"2949","Nevada","MWC",30,13,0.231339,0.798934,-0.140918,-0.145061,-1.14105,-1.05624,-0.458641,-0.797678,0.433333,2022
"2950","Western Kentucky","CUSA",30,19,0.945971,0.211708,-0.521125,0.568884,-0.998674,0.273046,-0.585584,-2.86122,0.633333,2022
"2951","Southern Illinois","MVC",30,16,0.523688,-0.133719,-0.283496,0.033425,-1.44954,-1.92183,-0.98455,-1.12597,0.533333,2022
"2952","Wofford","SC",30,19,1.30329,1.28253,-0.473599,0.479641,-0.57154,-2.26188,-1.14776,-0.969641,0.633333,2022
"2953","College of Charleston","CAA",32,17,0.133889,0.384421,1.04723,0.211911,1.51667,-1.39629,-0.748797,0.437322,0.53125,2022
"2954","Texas St.","SB",26,21,0.361272,0.211708,0.0491851,1.41669,0.353918,-0.0670046,-0.295428,-0.0629311,0.807692,2022
"2955","Kent St.","MAC",32,23,-0.0285278,-0.375518,-0.0933924,0.390398,0.353918,-0.963502,-0.349832,0.249727,0.71875,2022
"2956","Florida Atlantic","CUSA",31,19,1.10839,0.24625,0.429392,0.390398,0.425107,-1.08716,-1.03895,-0.422488,0.612903,2022
"2957","California","P12",32,12,-0.970544,-0.893659,-0.758754,-1.75144,-0.903755,-1.89091,-1.67367,-0.516286,0.375,2022
"2958","Georgia Tech","ACC",31,12,-0.0934944,0.00445143,0.096711,0.0780467,-1.0224,-0.437969,-1.72808,-0.516286,0.387097,2022
"2959","Rhode Island","A10",30,15,0.231339,-1.30817,0.999702,0.301155,-0.168135,-0.592538,0.284886,-0.328691,0.5,2022
"2960","UC Santa Barbara","BW",26,17,1.17335,-0.686403,0.286814,0.390398,-0.215595,-0.716193,0.484368,-0.688248,0.653846,2022
"2961","Seattle","WAC",30,23,-0.515777,-1.27363,-1.13896,0.836614,-0.785107,-1.21081,-1.03895,0.890677,0.766667,2022
"2962","Drexel","CAA",28,15,0.686105,0.10808,-1.09143,-1.08212,-0.880026,-1.05624,-1.65554,-1.36046,0.535714,2022
"2963","Buffalo","MAC",28,19,0.556172,-0.65186,-0.0458665,-1.2606,1.82516,-0.499797,-1.61927,-0.844577,0.678571,2022
"2964","UC Irvine","BW",23,15,-0.74316,-2.06811,0.90465,-0.635899,0.140351,-0.592538,-0.875741,-0.563185,0.652174,2022
"2965","Saint Joseph's","A10",30,11,-0.0610111,-0.824574,0.429392,-2.19766,-0.54781,-1.67452,-2.10891,-1.2354,0.366667,2022
"2966","Ohio","MAC",34,25,0.231339,-0.0300913,-1.56669,0.791992,-0.52408,-1.08716,-0.549315,-1.06344,0.735294,2022
"2967","Gardner Webb","BSth",28,18,0.00395553,-1.58451,0.619495,0.16729,-0.57154,-0.994416,-1.09336,0.234094,0.642857,2022
"2968","Jacksonville","ASun",27,21,-0.418327,-0.997287,-0.0458665,-0.992872,1.01835,-1.89091,-0.730663,-0.625716,0.777778,2022
"2969","Missouri","SEC",32,12,-0.905577,0.24625,1.37991,-0.323548,0.496296,0.0566503,-0.839471,0.124664,0.375,2022
"2970","Appalachian St.","SB",31,19,-0.483294,-0.0991767,-1.28154,-0.323548,-0.713918,-1.08716,-1.25657,-2.04831,0.612903,2022
"2971","New Mexico","MWC",30,13,-0.158461,0.660763,-1.23401,-0.278926,-1.2597,-0.128832,-0.313562,0.124664,0.433333,2022
"2972","UTEP","CUSA",32,20,-0.223428,-0.064634,-0.948857,0.836614,-1.59192,-0.00517715,-1.2203,0.374791,0.625,2022
"2973","UNC Wilmington","CAA",34,27,-0.580744,0.142622,-1.9469,0.568884,-0.310513,0.705838,-0.0234059,-0.000399365,0.794118,2022
"2974","Wagner","NEC",26,21,0.00395553,-0.686403,-0.331022,1.6398,0.994619,-0.623451,-0.440506,0.703082,0.807692,2022
"2975","Tulsa","Amer",31,11,-0.0934944,0.729848,0.144237,0.658128,-0.618999,0.180305,-0.639989,-0.907109,0.354839,2022
"2976","Mercer","SC",31,16,0.978455,0.937105,-0.188444,-1.2606,-1.14105,-0.932589,-0.94828,-0.985273,0.516129,2022
"2977","Coastal Carolina","SB",29,19,0.00395553,-1.23909,0.762073,-0.591277,0.804782,-0.252487,-0.621854,-1.45426,0.655172,2022
"2978","Portland","WCC",32,19,0.101405,0.00445143,-0.188444,-0.546656,-1.28343,-0.561624,-0.186619,-1.34483,0.59375,2022
"2979","South Alabama","SB",29,21,0.686105,-0.859116,0.286814,0.970479,-0.57154,0.55127,-0.712528,-0.641349,0.724138,2022
"2980","North Dakota St.","Sum",31,23,0.621138,-0.859116,-0.80628,-2.64387,-1.06986,-1.98366,-0.204754,-1.45426,0.741935,2022
"2981","East Tennessee St.","SC",30,15,0.621138,1.04073,-0.80628,-0.903629,0.306458,0.489442,-2.32652,-1.36046,0.5,2022
"2982","Samford","SC",29,21,0.621138,0.695306,0.286814,-0.368169,0.18781,-0.159746,-1.02082,-0.438121,0.724138,2022
"2983","East Carolina","Amer",30,15,-0.905577,0.142622,0.00165929,-0.0558182,-0.405432,-0.314314,-0.186619,-0.59445,0.5,2022
"2984","Cleveland St.","Horz",29,20,1.0759,-0.237348,0.429392,1.41669,1.08954,0.736752,0.284886,-0.0941969,0.689655,2022
"2985","Monmouth","MAAC",34,21,-0.775644,-0.962744,-0.663702,-0.368169,0.0217023,-0.499797,0.429964,-0.187994,0.617647,2022
"2986","Georgetown","BE",31,6,-1.19793,1.21345,0.0491851,-0.278926,0.709863,0.118478,-1.00268,-1.12597,0.193548,2022
"2987","VMI","SC",29,16,1.75805,0.349879,-0.853806,-2.06379,-1.56819,0.0257366,-1.49232,-1.48553,0.551724,2022
"2988","Louisiana Lafayette","SB",29,16,-0.418327,-1.10092,1.57001,-0.10044,1.01835,-0.592538,0.176077,0.109031,0.551724,2022
"2989","Hawaii","BW",26,17,0.166372,-1.10092,0.476918,-1.21598,-0.0732165,-1.36538,-0.367967,-0.48502,0.653846,2022
"2990","Northern Kentucky","Horz",30,20,-0.125978,-0.202805,0.571969,1.10434,1.58786,0.458529,-1.43792,-1.53243,0.666667,2022
"2991","Winthrop","BSth",29,23,2.11537,0.315336,1.18981,0.301155,-0.951215,-0.623451,0.538773,-0.203627,0.793103,2022
"2992","Oakland","Horz",30,20,-0.255911,0.0389941,-0.331022,0.836614,0.330188,1.20046,-0.095945,-2.07958,0.666667,2022
"2993","Southern Utah","BSky",33,23,0.881005,0.557135,-0.616177,-0.635899,-0.357973,-2.16914,-0.204754,-1.12597,0.69697,2022
"2994","Fordham","A10",32,16,-1.36034,-0.755488,0.096711,0.43502,-0.500351,-0.994416,-0.875741,-0.688248,0.5,2022
"2995","Cornell","Ivy",24,15,1.17335,0.349879,0.429392,-0.234305,-0.761377,-0.437969,-0.422371,-0.547552,0.625,2022
"2996","Navy","Pat",31,21,-0.775644,-0.962744,0.571969,0.791992,1.06581,-1.45812,-0.676258,-0.48502,0.677419,2022
"2997","Oral Roberts","Sum",28,19,1.30329,0.349879,-2.61226,-2.64387,-0.642729,-1.48904,-2.09077,-1.56369,0.678571,2022
"2998","Florida Gulf Coast","ASun",32,22,1.10839,0.142622,0.096711,-1.2606,0.140351,-0.654365,-0.98455,-1.68876,0.6875,2022
"2999","Charlotte","CUSA",31,17,0.978455,0.868019,-0.711228,-0.769764,-1.56819,-1.21081,-1.18403,-1.29793,0.548387,2022
"3000","Massachusetts","A10",32,15,0.458722,1.76613,-0.996383,-0.278926,-0.00202743,0.0566503,-0.313562,-0.86021,0.46875,2022
"3001","Georgia","SEC",32,6,0.101405,1.55887,0.952176,-1.30522,-0.832566,0.180305,0.810794,-1.67312,0.1875,2022
"3002","Weber St.","BSky",31,21,1.17335,0.764391,-1.13896,0.702749,-2.20889,-1.42721,0.593177,-1.2354,0.677419,2022
"3003","Pittsburgh","ACC",32,11,-1.03551,0.660763,1.18981,-0.94825,0.282729,-1.05624,0.883333,-0.844577,0.34375,2022
"3004","Tarleton St.","WAC",28,14,-1.16544,0.798934,-0.23597,2.71072,-0.54781,1.38594,-0.150349,0.124664,0.5,2022
"3005","Illinois St.","MVC",31,13,0.621138,0.315336,0.381866,-0.635899,-0.191865,0.087564,-0.585584,-0.453754,0.419355,2022
"3006","UMKC","Sum",27,19,0.783555,0.660763,-1.47164,1.05972,-1.85294,-0.901675,-0.53118,1.50036,0.703704,2022
"3007","Arkansas St.","SB",26,18,-0.190944,-0.306433,0.90465,0.301155,0.0217023,-0.345228,-0.00527108,-1.03217,0.692308,2022
"3008","Indiana St.","MVC",28,11,0.231339,0.557135,0.239288,-1.2606,-2.84959,-2.16914,-1.47419,-1.34483,0.392857,2022
"3009","Troy","SB",29,20,-0.74316,-0.548232,1.61754,0.747371,0.543755,-0.592538,0.0672681,-0.0472981,0.689655,2022
"3010","Nicholls St.","Slnd",29,21,0.718588,-0.617317,-0.663702,0.479641,0.0691616,0.334874,-2.34466,0.234094,0.724138,2022
"3011","Loyola Marymount","WCC",28,11,0.653622,1.59342,0.239288,-0.234305,-1.16478,-0.685279,-0.621854,-0.453754,0.392857,2022
"3012","Valparaiso","MVC",30,14,0.361272,0.764391,-1.04391,-0.94825,-2.1377,-1.45812,-1.38351,-1.90762,0.466667,2022
"3013","UC Davis","BW",22,13,-0.418327,-0.962744,-0.378547,0.256533,-0.737648,-0.190659,-0.930145,0.327892,0.590909,2022
"3014","Fort Wayne","Horz",31,21,1.04342,1.14436,0.239288,1.32745,-1.63938,-0.747106,-1.29284,-1.39173,0.677419,2022
"3015","Niagara","MAAC",29,14,-0.190944,-0.65186,-0.948857,-0.680521,-1.47327,-0.747106,-1.1659,-0.938375,0.482759,2022
"3016","Fairfield","MAAC",32,15,-0.190944,-0.686403,-0.901332,-0.725142,-0.452891,-0.561624,-1.43792,-0.563185,0.46875,2022
"3017","Harvard","Ivy",23,13,-0.0934944,0.695306,-0.568651,0.925857,-0.974944,-1.76726,-1.81875,-0.344324,0.565217,2022
"3018","UNC Asheville","BSth",29,17,0.198855,-0.064634,-0.23597,0.16729,-0.642729,1.0768,0.466233,-1.15724,0.586207,2022
"3019","South Dakota","Sum",29,19,0.686105,0.902562,-1.70927,-1.39447,-0.666459,-2.20005,-0.0778102,-0.0941969,0.655172,2022
"3020","Oregon St.","P12",31,3,-0.223428,1.69704,-0.23597,-0.502034,-0.737648,1.38594,-1.25657,-0.891476,0.0967742,2022
"3021","Northern Colorado","BSky",35,22,2.0504,0.971647,-0.758754,-2.10841,-1.75802,-1.51995,-0.676258,-0.735147,0.628571,2022
"3022","James Madison","CAA",27,15,0.393755,1.10982,-0.473599,0.881236,-0.808837,0.613097,-0.712528,-1.1416,0.555556,2022
"3023","Cal Baptist","WAC",31,18,0.00395553,-0.65186,0.809598,-0.546656,-0.286784,-0.53071,0.411829,-0.156729,0.580645,2022
"3024","Penn","Ivy",28,12,0.458722,0.695306,-0.80628,-1.48371,-0.927485,-0.468883,-1.89129,-0.938375,0.428571,2022
"3025","San Diego","WCC",29,15,-1.03551,-0.306433,-0.0458665,-1.17136,-0.713918,-0.963502,-1.6374,-1.73565,0.517241,2022
"3026","George Washington","A10",30,12,-0.320877,-0.168262,-0.378547,-0.278926,-1.44954,0.489442,-1.54673,-0.875843,0.4,2022
"3027","Rider","MAAC",32,14,-1.39283,-0.306433,-0.663702,-0.10044,0.0217023,-0.376142,-1.32911,-0.250526,0.4375,2022
"3028","Detroit","Horz",29,14,0.881005,1.48979,-0.378547,0.16729,-0.334243,0.0566503,-2.12704,-0.672615,0.482759,2022
"3029","Dartmouth","Ivy",24,9,-0.548261,0.24625,-0.616177,0.16729,-1.35462,-0.901675,-1.81875,-1.00091,0.375,2022
"3030","Marist","MAAC",30,14,0.166372,-0.617317,-0.23597,-0.859007,-0.690188,-0.747106,-1.72808,-0.985273,0.466667,2022
"3031","Brown","Ivy",27,13,-0.158461,0.349879,0.191763,0.390398,-0.263054,-0.437969,-0.53118,-0.250526,0.481481,2022
"3032","La Salle","A10",30,11,-0.678194,-0.0300913,0.144237,-0.859007,-0.0732165,-0.654365,-1.70994,-0.59445,0.366667,2022
"3033","Boston University","Pat",34,22,0.653622,0.280793,-0.23597,-0.94825,0.377648,-1.6436,-1.03895,-0.907109,0.647059,2022
"3034","Southeast Missouri St.","OVC",30,14,0.556172,0.798934,-0.426073,-0.234305,-0.832566,-0.190659,0.393694,0.749981,0.466667,2022
"3035","High Point","BSth",29,14,-0.320877,-0.202805,0.381866,-0.412791,-0.452891,0.211219,-0.11408,0.0777652,0.482759,2022
"3036","Kennesaw St.","ASun",27,13,0.621138,1.04073,-0.616177,-0.189683,-0.144406,-0.499797,-0.875741,0.0777652,0.481481,2022
"3037","Northeastern","CAA",31,9,0.0689221,0.557135,1.18981,-1.30522,-0.713918,-1.79817,-0.712528,-1.43863,0.290323,2022
"3038","Eastern Washington","BSky",32,18,0.978455,0.10808,-0.0933924,-1.34984,-0.951215,-1.08716,-0.295428,-0.516286,0.5625,2022
"3039","UT Arlington","SB",27,11,-1.36034,-0.237348,0.762073,0.747371,0.282729,0.674925,-0.875741,-0.391222,0.407407,2022
"3040","Southern","SWAC",29,17,-0.223428,-0.306433,0.809598,2.93383,-0.429162,0.489442,-0.168484,1.70359,0.586207,2022
"3041","Marshall","CUSA",31,12,-0.158461,0.660763,-0.283496,-0.368169,-0.476621,-0.437969,-1.85502,-1.01654,0.387097,2022
"3042","Stony Brook","AE",30,18,0.133889,0.868019,-1.51917,-0.546656,-0.452891,0.0566503,-1.23844,-1.72002,0.6,2022
"3043","South Florida","Amer",31,8,-2.78961,-0.617317,0.191763,0.122668,0.116621,-0.77802,-1.65554,-0.187994,0.258065,2022
"3044","Quinnipiac","MAAC",30,14,0.0364388,0.177165,0.00165929,-0.635899,-0.168135,-0.283401,-1.36538,-1.1885,0.466667,2022
"3045","UMBC","AE",31,18,0.881005,0.937105,-1.18649,-0.903629,-1.75802,-0.221573,-0.621854,-2.36097,0.580645,2022
"3046","Siena","MAAC",29,15,-0.385844,-0.340976,-0.140918,-0.591277,-1.14105,-0.314314,-1.02082,-0.875843,0.517241,2022
"3047","New Hampshire","AE",26,15,0.328789,0.10808,-1.85185,-2.06379,-0.334243,-2.35462,-1.65554,-1.2823,0.576923,2022
"3048","Rice","CUSA",31,16,0.978455,0.24625,-0.140918,-1.92993,-0.761377,-0.407055,-0.603719,-2.14211,0.516129,2022
"3049","LIU Brooklyn","NEC",29,16,-0.483294,-0.548232,-0.0933924,-0.189683,0.306458,0.0566503,-0.748797,-0.797678,0.551724,2022
"3050","Youngstown St.","Horz",32,19,0.361272,0.315336,-0.663702,-0.680521,0.116621,-0.376142,-0.748797,-0.703881,0.59375,2022
"3051","The Citadel","SC",28,13,0.686105,0.10808,-0.758754,-2.15303,-1.33089,-0.0360909,-0.839471,-1.3292,0.464286,2022
"3052","Montana","BSky",29,18,0.101405,0.591677,-1.42412,0.211911,-2.65975,-0.839848,0.72012,1.25023,0.62069,2022
"3053","Howard","MEAC",26,16,0.166372,-0.237348,0.952176,2.17526,-0.310513,1.54051,0.30302,-0.141096,0.615385,2022
"3054","Ball St.","MAC",30,14,0.458722,0.798934,0.381866,-0.680521,-0.59527,-0.376142,0.647581,-0.313058,0.466667,2022
"3055","Georgia Southern","SB",26,13,-0.678194,-0.65186,1.14228,0.122668,-0.381702,0.458529,-0.53118,0.109031,0.5,2022
"3056","Tennessee Tech","OVC",30,11,-0.223428,0.488049,0.096711,-0.234305,0.377648,0.30396,-1.90942,-1.68876,0.366667,2022
"3057","Elon","CAA",30,10,-0.288394,0.177165,0.571969,-0.903629,-0.927485,-0.221573,-1.56486,1.40656,0.333333,2022
"3058","Lipscomb","ASun",30,14,0.783555,0.488049,0.144237,-2.01917,-1.56819,-0.468883,-0.11408,-1.89198,0.466667,2022
"3059","Mount St. Mary's","NEC",29,14,-0.418327,-0.513689,0.667021,0.122668,0.401377,-0.128832,-1.49232,-1.34483,0.482759,2022
"3060","Miami OH","MAC",29,14,0.133889,1.1789,-1.7568,-0.278926,-0.785107,0.211219,-1.96383,-0.688248,0.482759,2022
"3061","Western Illinois","Sum",30,16,-0.0934944,0.971647,-1.32906,-0.591277,-0.120676,-2.10731,-0.930145,-0.531919,0.533333,2022
"3062","Portland St.","BSky",29,14,-0.905577,0.902562,-0.80628,2.13064,-0.761377,0.705838,-0.53118,0.718715,0.482759,2022
"3063","Eastern Kentucky","ASun",27,13,-0.483294,1.55887,-1.47164,1.6398,-0.144406,0.705838,-2.32652,-1.04781,0.481481,2022
"3064","Tennessee St.","OVC",30,14,-0.288394,0.00445143,0.524443,0.479641,0.0928913,-0.283401,-0.748797,0.687449,0.466667,2022
"3065","Pepperdine","WCC",31,7,-0.775644,0.902562,0.809598,-0.278926,-0.713918,0.458529,-1.92756,-0.516286,0.225806,2022
"3066","Air Force","MWC",29,11,0.328789,0.488049,1.33238,0.747371,-2.30381,-0.0360909,-1.40165,0.64055,0.37931,2022
"3067","Louisiana Monroe","SB",28,13,0.101405,0.971647,0.096711,0.345776,-1.09359,1.20046,-1.54673,-0.0160323,0.464286,2022
"3068","USC Upstate","BSth",30,15,0.458722,0.522592,0.00165929,-0.368169,-1.66311,0.396701,-1.00268,0.546753,0.5,2022
"3069","North Florida","ASun",28,11,-0.580744,-0.444604,1.37991,-0.859007,-0.974944,2.28244,-0.748797,-0.954008,0.392857,2022
"3070","UC San Diego","BW",27,13,0.686105,0.902562,0.096711,-0.635899,-2.5411,-0.592538,-0.331697,-2.00141,0.481481,2022
"3071","Manhattan","MAAC",29,15,-0.515777,0.729848,0.857124,0.568884,0.16408,0.427615,1.24603,-0.0160323,0.517241,2022
"3072","Presbyterian","BSth",29,12,-1.45779,1.1789,0.381866,1.10434,0.899701,-1.51995,-0.785067,0.921943,0.413793,2022
"3073","Southeastern Louisiana","Slnd",30,19,0.621138,1.24799,0.619495,0.43502,-0.808837,1.13863,0.774525,-1.17287,0.633333,2022
"3074","Bowling Green","MAC",29,13,-0.418327,1.1789,-1.04391,-0.591277,0.140351,0.365787,-0.476776,-0.625716,0.448276,2022
"3075","UMass Lowell","AE",28,15,-0.613227,-0.410061,-0.188444,0.390398,-0.0257571,0.118478,-1.45605,-0.359957,0.535714,2022
"3076","Radford","BSth",27,11,-1.10048,0.660763,0.90465,0.702749,-0.0969462,-1.08716,-1.2203,0.406057,0.407407,2022
"3077","San Jose St.","MWC",30,8,-0.0610111,1.1789,0.619495,-1.30522,-1.73429,0.30396,-2.18145,-1.21977,0.266667,2022
"3078","Utah Tech","WAC",27,13,-1.10048,0.280793,1.09475,-0.368169,-0.618999,-0.190659,0.121672,-0.641349,0.481481,2022
"3079","Illinois Chicago","Horz",29,14,0.393755,0.522592,-0.711228,-0.814386,-1.0224,-0.716193,-2.10891,-0.0941969,0.482759,2022
"3080","FIU","CUSA",30,15,0.00395553,0.0389941,0.667021,-0.0558182,-0.54781,0.087564,-1.80062,-0.531919,0.5,2022
"3081","Pacific","WCC",28,8,-1.19793,1.6625,-0.616177,0.033425,-1.59192,-2.13822,-0.404236,-1.04781,0.285714,2022
"3082","Prairie View A&M","SWAC",27,8,-0.483294,0.315336,2.52053,0.881236,0.567485,1.44777,0.72012,1.56289,0.296296,2022
"3083","Canisius","MAAC",31,11,-1.45779,0.488049,-0.853806,-0.368169,-0.310513,-0.994416,-0.785067,-0.406855,0.354839,2022
"3084","Hartford","AE",32,12,1.10839,0.522592,-0.23597,-0.94825,-1.30716,-0.345228,-1.25657,-0.922742,0.375,2022
"3085","North Carolina A&T","BSth",29,12,-1.06799,0.315336,-0.283496,0.568884,-0.0257571,0.396701,-1.14776,0.468588,0.413793,2022
"3086","Austin Peay","OVC",27,12,-1.06799,0.833476,1.23733,1.0151,0.0454319,0.273046,-1.60113,0.202829,0.444444,2022
"3087","St. Thomas","Sum",27,10,0.686105,3.04421,-2.89742,-1.12674,-2.04278,-0.747106,-1.96383,-0.359957,0.37037,2022
"3088","Jackson St.","SWAC",30,11,-1.49028,-0.824574,0.571969,-0.145061,0.496296,-0.499797,-1.45605,0.280993,0.366667,2022
"3089","Duquesne","A10",30,6,-1.45779,1.35162,-0.853806,0.16729,-0.0257571,0.613097,-2.29025,-2.01705,0.2,2022
"3090","New Orleans","Slnd",29,18,-0.158461,0.00445143,0.286814,0.479641,-0.785107,0.396701,1.35484,-0.313058,0.62069,2022
"3091","SIU Edwardsville","OVC",30,11,-1.03551,-0.375518,1.37991,0.256533,0.425107,0.334874,-0.00527108,0.437322,0.366667,2022
"3092","Loyola MD","Pat",29,14,0.166372,0.453507,0.381866,0.881236,-0.974944,-1.05624,-1.72808,-0.641349,0.482759,2022
"3093","Army","Pat",29,15,-0.353361,0.937105,0.096711,0.345776,0.116621,-0.716193,-0.440506,-1.86072,0.517241,2022
"3094","Central Arkansas","ASun",29,11,-0.548261,1.62796,0.0491851,-0.992872,-0.737648,0.427615,-2.07264,-0.782045,0.37931,2022
"3095","Cal St. Bakersfield","BW",25,8,-1.78263,0.453507,-0.331022,0.658128,0.638674,-1.05624,-0.91201,2.06315,0.32,2022
"3096","Tennessee Martin","OVC",28,8,-1.23041,0.24625,0.33434,-0.10044,0.116621,0.705838,-1.49232,0.374791,0.285714,2022
"3097","Merrimack","NEC",29,14,-0.418327,-0.340976,-0.0933924,1.77367,-1.61565,2.06604,-1.54673,-0.141096,0.482759,2022
"3098","Albany","AE",31,13,-1.19793,0.211708,0.00165929,0.925857,-0.761377,-0.716193,-1.74621,-0.469387,0.419355,2022
"3099","Western Carolina","SC",31,11,-0.645711,1.07528,-0.473599,-1.92993,-0.168135,-0.314314,-1.2203,-0.954008,0.354839,2022
"3100","Denver","Sum",30,11,0.913488,0.798934,-0.0458665,-0.94825,-1.33089,-0.437969,-0.458641,-0.406855,0.366667,2022
"3101","Cal Poly","BW",27,7,-1.23041,-0.686403,1.85517,-0.725142,-0.476621,-0.808934,0.321155,0.312259,0.259259,2022
"3102","Northern Illinois","MAC",30,9,-0.873094,0.177165,0.571969,0.479641,-1.18851,-0.0360909,-0.277293,0.921943,0.3,2022
"3103","Morgan St.","MEAC",24,13,-1.23041,0.384421,1.18981,2.0414,0.496296,0.118478,-0.639989,1.39093,0.541667,2022
"3104","Lehigh","Pat",31,13,0.718588,-0.27189,0.239288,-1.75144,-1.85294,-0.963502,-1.70994,-0.469387,0.419355,2022
"3105","Binghamton","AE",27,12,-0.353361,-0.064634,0.0491851,-1.21598,-0.618999,-0.747106,-2.0545,-0.735147,0.444444,2022
"3106","North Alabama","ASun",26,9,-2.17243,0.0389941,-0.80628,0.122668,-0.903755,0.118478,-1.94569,0.812513,0.346154,2022
"3107","Eastern Michigan","MAC",30,10,-0.548261,0.522592,0.239288,-0.769764,-1.42581,-0.345228,-0.857606,-0.86021,0.333333,2022
"3108","Stetson","ASun",26,11,-0.353361,1.00619,0.381866,-1.12674,-0.263054,-0.623451,-1.61927,-1.25103,0.423077,2022
