"","TEAM","CONF","G","W","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","WR","YEAR"
"1","North Carolina","ACC",40,33,0.881005,-0.686403,-1.56669,-0.189683,2.70316,0.149391,-0.404236,-0.688248,0.825,2016
"2","Wisconsin","B10",40,36,1.59564,-0.824574,-2.99247,-1.2606,0.662404,-1.79817,0.30302,-1.93888,0.9,2015
"3","Michigan","B10",40,33,1.30329,-0.824574,-2.23205,0.390398,-0.903755,-1.42721,-0.694393,-0.75078,0.825,2018
"4","Texas Tech","B12",38,31,1.17335,-2.44808,-0.473599,1.86291,-0.452891,-0.252487,-0.295428,0.280993,0.815789,2019
"5","Gonzaga","WCC",39,37,2.18034,-3.10439,-1.18649,-0.680521,0.16408,-1.02533,0.810794,-1.2354,0.948718,2017
"6","Kentucky","SEC",40,29,0.00395553,-1.4118,-0.283496,-1.12674,3.01164,0.0566503,3.13205,0.312259,0.725,2014
"7","Michigan","B10",38,30,1.53067,-0.720945,-1.9469,0.033425,0.757322,-0.0360909,-1.11149,-1.89198,0.789474,2013
"8","Duke","ACC",39,35,2.18034,-1.23909,-1.13896,-0.0111966,1.5404,0.211219,0.955873,-1.70439,0.897436,2015
"9","Virginia","ACC",38,35,1.72557,-1.86085,-1.89937,-0.502034,0.258999,-1.27264,-0.98455,-1.3292,0.921053,2019
"10","North Carolina","ACC",39,33,0.588655,-0.686403,-1.18649,-0.0111966,2.84553,-1.39629,-0.0415407,-0.500653,0.846154,2017
"11","Villanova","BE",40,35,2.01792,-1.17,-1.13896,0.881236,-0.263054,-0.0360909,-0.0778102,-0.75078,0.875,2016
"12","Villanova","BE",40,36,3.12235,-0.548232,-1.7568,-0.189683,0.0691616,-0.747106,-0.930145,-1.26667,0.9,2018
"13","Connecticut","Amer",40,32,0.523688,-1.8954,-0.663702,0.43502,0.258999,1.01498,0.683851,0.140297,0.8,2014
"14","Louisville","BE",40,35,0.231339,-1.82631,-0.188444,3.73702,2.10991,1.16954,0.992142,0.0152336,0.875,2013
"15","Louisville","ACC",36,27,-0.710677,-2.10265,-0.711228,1.19359,1.27938,0.396701,0.75639,-0.234893,0.75,2015
"16","Notre Dame","ACC",38,32,2.73255,-0.755488,-1.99443,-0.591277,-0.334243,0.829493,0.393694,-1.67312,0.842105,2015
"17","Notre Dame","ACC",36,24,1.33577,-0.202805,-1.61422,-1.70682,0.804782,0.798579,-0.295428,-1.3761,0.666667,2016
"18","Virginia","ACC",37,29,1.59564,-0.582775,-1.70927,0.0780467,0.140351,-1.33447,-0.440506,-0.21926,0.783784,2016
"19","Duke","ACC",37,29,1.95295,-1.27363,-0.568651,-0.591277,2.25229,0.149391,0.0128637,-1.95451,0.783784,2018
"20","Florida St.","ACC",35,23,1.0759,-0.582775,-0.426073,0.345776,0.709863,0.087564,0.448099,-0.37559,0.657143,2018
"21","Duke","ACC",38,32,1.20584,-1.75723,-0.568651,0.345776,1.49294,-0.00517715,-0.241023,-1.68876,0.842105,2019
"22","Purdue","B10",36,26,1.20584,-0.375518,-1.37659,-0.0111966,1.23192,-0.77802,-0.839471,-0.48502,0.722222,2019
"23","Kansas","B12",37,32,1.88799,-1.72268,-0.426073,-0.0558182,0.686133,-0.499797,0.738255,0.390424,0.864865,2016
"24","Kansas","B12",36,31,2.01792,-0.686403,-0.521125,-0.0111966,1.137,0.0566503,0.266751,-0.75078,0.861111,2017
"25","Kansas St.","B12",37,25,0.881005,-0.340976,-0.711228,1.32745,-0.808837,0.736752,-0.132215,0.312259,0.675676,2018
"26","Texas Tech","B12",37,27,0.686105,-1.27363,-0.426073,1.37207,0.852241,-0.252487,0.865199,0.499854,0.72973,2018
"27","Xavier","BE",38,24,0.653622,0.522592,-0.140918,-0.502034,1.23192,-1.24173,1.19162,-0.21926,0.631579,2017
"28","Arizona","P12",38,34,1.17335,-1.72268,-1.04391,0.881236,1.23192,-2.20005,2.27971,0.390424,0.894737,2015
"29","Oregon","P12",37,30,0.783555,-0.410061,-1.23401,0.702749,1.137,0.30396,1.04655,-0.438121,0.810811,2016
"30","Florida","SEC",36,27,0.556172,-1.48089,-0.853806,1.05972,0.662404,-0.00517715,1.02841,-0.125463,0.75,2017
"31","Kentucky","SEC",38,32,0.978455,-0.893659,-1.42412,0.256533,0.994619,-0.561624,1.15536,-0.203627,0.842105,2017
"32","Kentucky","SEC",37,30,1.01094,-1.20454,-0.0458665,-0.323548,1.7777,-1.24173,1.3367,-1.25103,0.810811,2019
"33","Gonzaga","WCC",37,34,2.60262,-2.03357,-1.23401,-0.680521,1.08954,-0.468883,0.75639,-0.672615,0.918919,2015
"34","Gonzaga","WCC",37,33,2.95994,-2.03357,-1.80432,0.16729,0.520026,-0.839848,0.139807,-1.39173,0.891892,2019
"35","Arizona","P12",38,33,0.588655,-2.68988,-1.42412,0.211911,1.68278,-0.685279,1.17349,-0.0941969,0.868421,2014
"36","Michigan","B10",37,28,1.88799,-0.237348,-1.85185,-0.680521,0.0217023,0.30396,0.0672681,-1.26667,0.756757,2014
"37","Michigan St.","B10",38,29,1.49819,-1.48089,-0.616177,-0.412791,0.852241,-0.623451,-0.150349,0.859411,0.763158,2014
"38","Dayton","A10",37,26,0.816038,-0.444604,-0.283496,0.0780467,1.08954,-0.221573,1.10095,1.2815,0.702703,2014
"39","Ohio St.","B10",37,29,0.231339,-1.61906,-1.18649,0.925857,0.591215,-0.407055,0.176077,-0.828944,0.783784,2013
"40","Duke","ACC",36,30,1.30329,-1.58451,-1.47164,0.791992,-0.120676,0.860407,0.847064,-0.328691,0.833333,2013
"41","Marquette","BE",35,26,-0.0934944,-1.34271,1.04723,0.390398,2.15737,1.10772,1.15536,-0.48502,0.742857,2013
"42","Florida","SEC",37,29,1.72557,-2.34445,-0.426073,1.72905,1.16073,-0.345228,-0.639989,-0.766413,0.783784,2013
"43","Syracuse","ACC",37,23,0.0364388,-0.962744,-0.283496,0.791992,0.994619,1.78782,0.157942,-1.06344,0.621622,2016
"44","Michigan St.","B10",39,27,1.0759,-1.79177,-0.568651,-0.94825,0.994619,-0.77802,-0.331697,0.656183,0.692308,2015
"45","Michigan St.","B10",39,32,1.72557,-2.1372,-0.0933924,-1.6622,1.08954,-0.963502,-0.168484,-1.1416,0.820513,2019
"46","Oklahoma","B12",37,29,1.43322,-0.997287,-0.188444,-0.412791,0.448837,0.30396,-0.277293,-1.01654,0.783784,2016
"47","Kansas","B12",39,31,2.47269,-0.340976,-0.996383,-0.189683,0.0217023,0.520356,-1.36538,-1.59496,0.794872,2018
"48","Loyola Chicago","MVC",37,32,2.53765,-0.928202,0.191763,0.345776,-1.71056,-1.11807,-0.422371,-1.50116,0.864865,2018
"49","Oregon","P12",38,33,1.82302,-1.27363,-0.758754,0.301155,0.733593,-0.00517715,-0.0234059,-1.3292,0.868421,2017
"50","Kentucky","SEC",39,38,0.523688,-3.62253,-1.13896,1.19359,2.4184,0.705838,1.6994,-0.48502,0.974359,2015
"51","South Carolina","SEC",36,26,-0.84061,-1.58451,-0.140918,2.53224,1.11327,0.644011,1.02841,1.51599,0.722222,2017
"52","Auburn","SEC",39,30,1.4657,0.557135,-0.901332,2.6661,0.543755,1.01498,-0.658123,0.249727,0.769231,2019
"53","Florida","SEC",39,36,0.751071,-1.61906,-0.568651,1.19359,1.42175,-0.468883,1.42738,-0.563185,0.923077,2014
"54","Wisconsin","B10",38,30,1.10839,-0.997287,-2.84989,-1.48371,-0.286784,-0.654365,1.48178,-1.20413,0.789474,2014
"55","Syracuse","BE",40,30,-0.288394,-2.58625,0.096711,2.21988,2.25229,1.54051,0.411829,0.0933982,0.75,2013
"56","Wichita St.","MVC",39,30,0.0364388,-1.6536,0.33434,0.613506,2.06246,-0.932589,0.357425,0.546753,0.769231,2013
"57","Duquesne","A10",30,11,0.426238,0.557135,-0.188444,-1.17136,0.567485,1.16954,-0.367967,-0.156729,0.366667,2015
"58","Fordham","A10",30,9,-1.03551,0.0389941,1.66506,0.033425,0.97089,-0.00517715,-0.259158,1.07827,0.3,2015
"59","George Mason","A10",30,8,-1.42531,-0.0300913,1.52249,-0.0558182,1.56413,0.273046,1.19162,1.54726,0.266667,2015
"60","George Washington","A10",35,22,-0.320877,-1.44634,0.00165929,-0.145061,1.46921,0.427615,0.974007,-0.922742,0.628571,2015
"61","La Salle","A10",33,17,-1.03551,-1.48089,0.571969,0.658128,0.0691616,0.396701,0.33929,-0.0629311,0.515152,2015
"62","Massachusetts","A10",32,17,-0.84061,-0.479147,0.857124,-0.502034,1.11327,0.55127,1.42738,0.0621323,0.53125,2015
"63","Rhode Island","A10",32,22,-0.320877,-2.1372,0.999702,1.41669,0.709863,-0.0979183,2.31598,1.75049,0.6875,2015
"64","Richmond","A10",35,21,0.718588,-1.4118,-1.47164,1.10434,-1.68683,1.20046,-0.295428,-0.203627,0.6,2015
"65","Saint Joseph's","A10",31,13,-1.49028,-0.617317,0.239288,0.16729,0.520026,0.273046,0.121672,-0.547552,0.419355,2015
"66","Saint Louis","A10",31,10,-1.19793,0.522592,1.42743,1.0151,-0.500351,0.798579,1.26416,1.51599,0.322581,2015
"67","St. Bonaventure","A10",31,18,-0.905577,-0.582775,0.096711,0.479641,1.35056,-0.159746,0.611312,-0.141096,0.580645,2015
"68","Davidson","A10",32,19,0.686105,0.660763,-2.137,-1.2606,-1.04613,0.396701,-0.404236,-0.656982,0.59375,2016
"69","Duquesne","A10",33,16,1.30329,-0.237348,0.096711,-1.34984,-0.334243,-0.345228,-0.168484,0.593652,0.484848,2016
"70","Fordham","A10",30,16,0.523688,0.453507,0.809598,1.68442,0.258999,-0.808934,-0.168484,0.890677,0.533333,2016
"71","George Mason","A10",32,11,-1.55524,-0.582775,-0.0458665,-3.75941,0.994619,-2.0764,-0.0234059,-0.75078,0.34375,2016
"72","George Washington","A10",38,28,0.296305,-0.479147,-1.04391,-0.502034,1.20819,-0.499797,0.828929,-1.21977,0.736842,2016
"73","La Salle","A10",30,8,-0.710677,1.10982,0.0491851,0.211911,-1.04613,1.47868,-0.658123,0.0152336,0.266667,2016
"74","Massachusetts","A10",32,14,-0.255911,-0.617317,-0.568651,-0.680521,-0.808837,0.273046,0.357425,0.843778,0.4375,2016
"75","Rhode Island","A10",32,17,0.166372,-0.859116,-0.568651,0.0780467,0.306458,-0.994416,0.556907,0.749981,0.53125,2016
"76","Richmond","A10",32,16,1.56315,0.280793,-1.89937,-0.189683,-1.44954,0.674925,0.121672,0.202829,0.5,2016
"77","Saint Louis","A10",32,11,-0.710677,-0.0300913,0.381866,-0.0558182,-2.04278,-0.499797,0.593177,0.703082,0.34375,2016
"78","St. Bonaventure","A10",31,22,0.523688,-0.168262,-1.04391,0.16729,0.472566,1.20046,0.538773,0.406057,0.709677,2016
"79","Davidson","A10",32,17,0.556172,-0.133719,-0.616177,-0.680521,-0.998674,-0.808934,-0.549315,-0.21926,0.53125,2017
"80","Duquesne","A10",32,10,-0.320877,-0.064634,0.619495,-0.457413,-0.0732165,0.211219,0.466233,-0.234893,0.3125,2017
"81","Fordham","A10",31,13,-0.483294,1.00619,0.476918,3.11232,-1.40208,0.458529,-1.41978,1.35966,0.419355,2017
"82","George Mason","A10",33,20,-0.190944,-0.513689,0.00165929,-1.97455,0.543755,-1.55086,0.937738,-1.11034,0.606061,2017
"83","George Washington","A10",35,20,-0.125978,0.0389941,0.286814,-1.08212,0.804782,-0.963502,0.375559,-1.2354,0.571429,2017
"84","La Salle","A10",30,15,1.10839,1.45525,-0.0458665,-0.412791,-0.856296,-0.592538,0.683851,-0.266159,0.5,2017
"85","Massachusetts","A10",33,15,-0.0610111,-1.10092,0.762073,0.43502,-0.286784,0.211219,0.0128637,1.51599,0.454545,2017
"86","Richmond","A10",35,22,1.30329,-0.064634,-1.18649,0.613506,-2.04278,0.365787,-0.53118,-0.0316652,0.628571,2017
"87","Saint Joseph's","A10",31,11,-1.06799,0.384421,-0.80628,-0.278926,0.116621,-0.901675,1.01028,-0.359957,0.354839,2017
"88","Saint Louis","A10",33,12,-0.93806,0.177165,0.762073,-0.769764,-1.21224,-0.685279,-0.0234059,0.578019,0.363636,2017
"89","St. Bonaventure","A10",32,20,-0.0610111,-0.064634,-0.521125,1.0151,0.875971,0.458529,1.42738,1.04701,0.625,2017
"90","Dayton","A10",31,14,1.82302,1.48979,0.714547,-0.10044,-0.832566,-0.623451,-0.49491,-0.875843,0.451613,2018
"91","Duquesne","A10",32,16,-0.0610111,0.24625,-0.521125,-0.10044,0.875971,-0.190659,0.157942,0.249727,0.5,2018
"92","Fordham","A10",31,9,-0.645711,0.764391,-0.0933924,1.10434,-2.49364,1.01498,-1.38351,-0.688248,0.290323,2018
"93","George Mason","A10",33,16,-0.255911,0.695306,-0.23597,-1.12674,-0.334243,-0.870761,-0.49491,-0.625716,0.484848,2018
"94","George Washington","A10",33,15,-0.125978,0.453507,0.239288,-0.680521,0.567485,0.149391,-1.02082,-1.04781,0.454545,2018
"95","La Salle","A10",32,13,-0.288394,0.557135,-1.04391,-0.502034,-0.903755,-1.27264,-0.639989,-0.156729,0.40625,2018
"96","Massachusetts","A10",33,13,0.848521,0.488049,-0.0458665,-0.94825,-0.500351,0.0566503,-1.70994,-0.250526,0.393939,2018
"97","Richmond","A10",32,12,0.718588,1.83522,-0.853806,0.16729,-1.40208,-0.376142,-0.875741,-0.531919,0.375,2018
"98","Saint Joseph's","A10",32,16,-0.353361,-0.168262,-2.27958,-1.08212,-1.37835,-1.55086,0.0128637,-1.59496,0.5,2018
"99","Saint Louis","A10",32,17,-0.905577,-0.27189,0.381866,-0.145061,1.06581,-0.77802,2.04396,0.0464994,0.53125,2018
"100","VCU","A10",33,18,0.881005,0.488049,0.00165929,-0.368169,-0.0732165,-0.77802,-1.1659,-0.844577,0.545455,2018
"101","Davidson","A10",33,24,1.04342,-0.617317,-0.948857,-0.859007,-1.42581,-1.45812,-1.12963,-0.75078,0.727273,2019
"102","Dayton","A10",33,21,2.01792,-0.755488,0.0491851,-0.814386,-0.57154,-0.654365,-0.440506,-1.72002,0.636364,2019
"103","Duquesne","A10",32,19,0.00395553,-0.064634,0.524443,1.32745,0.614944,1.72599,0.0854029,-0.453754,0.59375,2019
"104","Fordham","A10",31,12,-1.00303,-0.202805,-1.09143,0.211911,-0.998674,-0.468883,-1.81875,0.327892,0.387097,2019
"105","George Mason","A10",33,18,0.0689221,0.0389941,0.096711,-0.189683,-0.0732165,-0.716193,-0.0596754,-0.656982,0.545455,2019
"106","George Washington","A10",33,9,-1.32786,0.384421,-0.23597,-0.680521,-1.40208,-0.314314,-0.349832,-0.719514,0.272727,2019
"107","La Salle","A10",31,10,-0.873094,0.418964,0.714547,0.524263,-0.0969462,-0.190659,-1.09336,1.01574,0.322581,2019
"108","Massachusetts","A10",32,11,0.393755,0.384421,0.714547,-0.814386,0.520026,-0.747106,-0.585584,1.03137,0.34375,2019
"109","Rhode Island","A10",33,18,-0.808127,-0.479147,-0.426073,0.702749,0.472566,-0.499797,0.411829,0.140297,0.545455,2019
"110","Richmond","A10",33,13,1.36825,1.04073,-1.61422,-0.0558182,-2.42246,0.118478,-0.694393,-0.954008,0.393939,2019
"111","Saint Joseph's","A10",33,14,-0.613227,0.557135,-2.46968,-1.30522,-1.73429,-1.58178,-0.513045,-1.20413,0.424242,2019
"112","St. Bonaventure","A10",34,18,-0.515777,-0.997287,0.00165929,0.524263,-0.0257571,-0.252487,-1.14776,-0.516286,0.529412,2019
"113","Boston College","ACC",32,13,0.296305,-0.237348,0.0491851,0.0780467,-0.785107,0.427615,0.0854029,0.937576,0.40625,2015
"114","Clemson","ACC",31,16,-1.26289,-1.54997,-0.0458665,-0.412791,1.137,0.582183,-0.0234059,-0.563185,0.516129,2015
"115","Florida St.","ACC",33,17,0.0689221,-0.962744,1.52249,-0.278926,0.591215,0.736752,2.24344,0.484221,0.515152,2015
"116","Georgia Tech","ACC",31,12,-1.78263,-0.306433,0.429392,-0.278926,2.22856,-1.14898,-0.621854,-0.156729,0.387097,2015
"117","Miami FL","ACC",38,25,0.00395553,-0.859116,-1.32906,-0.591277,0.0454319,-0.0670046,0.176077,-0.985273,0.657895,2015
"118","Pittsburgh","ACC",33,18,-0.255911,-0.0300913,-1.42412,-0.546656,1.18446,0.644011,0.0491333,0.468588,0.545455,2015
"119","Syracuse","ACC",31,18,-0.84061,-1.27363,-0.378547,1.10434,0.994619,0.55127,0.157942,-0.75078,0.580645,2015
"120","Virginia Tech","ACC",33,11,0.523688,0.24625,-0.283496,0.122668,-0.785107,2.1897,-0.476776,-0.156729,0.333333,2015
"121","Wake Forest","ACC",32,13,-0.678194,0.280793,0.286814,-0.680521,0.591215,-0.963502,1.26416,0.0621323,0.40625,2015
"122","Boston College","ACC",32,7,-0.775644,0.798934,0.619495,0.390398,-1.78175,-0.283401,-1.56486,0.343525,0.21875,2016
"123","Clemson","ACC",31,17,0.231339,-0.755488,-1.37659,-0.278926,0.235269,0.242133,-0.222889,-0.985273,0.548387,2016
"124","Florida St.","ACC",34,20,0.621138,0.280793,-0.331022,0.122668,0.828511,-0.376142,0.593177,0.296626,0.588235,2016
"125","Georgia Tech","ACC",36,21,-0.0285278,-0.340976,-0.948857,-1.79606,1.94381,-0.716193,-0.513045,-0.48502,0.583333,2016
"126","Louisville","ACC",31,23,0.653622,-1.86085,-0.758754,1.32745,2.1811,-0.0979183,-0.49491,0.890677,0.741935,2016
"127","North Carolina St.","ACC",33,16,-0.450811,0.177165,-1.23401,-1.61757,1.65905,0.273046,0.79266,-0.797678,0.484848,2016
"128","Virginia Tech","ACC",35,20,0.0364388,-0.375518,-0.331022,-0.323548,0.235269,0.705838,2.69681,-0.203627,0.571429,2016
"129","Wake Forest","ACC",31,11,-0.158461,-0.202805,0.667021,-1.52833,0.804782,0.520356,1.57246,0.593652,0.354839,2016
"130","Boston College","ACC",32,9,0.556172,1.07528,0.667021,-0.635899,-0.880026,-1.6436,-0.893876,0.749981,0.28125,2017
"131","Clemson","ACC",33,17,0.393755,0.62622,-1.37659,0.658128,0.496296,0.829493,-0.0415407,-1.67312,0.515152,2017
"132","Georgia Tech","ACC",36,21,-0.808127,-1.4118,0.286814,0.0780467,-0.381702,0.396701,0.230481,-1.15724,0.583333,2017
"133","North Carolina St.","ACC",32,15,0.913488,0.522592,-0.0933924,-1.34984,0.116621,0.582183,0.30302,-0.688248,0.46875,2017
"134","Pittsburgh","ACC",33,16,0.491205,0.418964,-0.521125,-1.92993,-0.263054,-0.00517715,0.883333,-1.2823,0.484848,2017
"135","Syracuse","ACC",34,19,1.17335,0.0735368,-0.331022,0.479641,0.543755,1.54051,0.103538,-0.875843,0.558824,2017
"136","Boston College","ACC",35,19,0.718588,0.591677,-0.23597,-0.457413,0.18781,-1.08716,-0.694393,-1.20413,0.542857,2018
"137","Georgia Tech","ACC",32,13,-0.970544,-0.306433,0.239288,0.122668,0.353918,0.334874,0.0491333,-0.469387,0.40625,2018
"138","Louisville","ACC",36,22,0.621138,-1.06637,-0.948857,0.122668,-0.168135,0.582183,-0.476776,-0.86021,0.611111,2018
"139","Notre Dame","ACC",35,21,0.393755,-0.27189,-1.89937,-0.992872,0.425107,-0.221573,-0.639989,-1.90762,0.6,2018
"140","Pittsburgh","ACC",32,8,-0.548261,0.00445143,1.04723,-0.903629,-1.56819,1.63325,-0.476776,-0.547552,0.25,2018
"141","Wake Forest","ACC",31,11,0.198855,0.488049,0.0491851,-0.502034,0.282729,-0.561624,-0.476776,0.656183,0.354839,2018
"142","Boston College","ACC",31,14,-0.450811,-0.582775,-0.568651,-0.903629,-0.168135,0.613097,0.0854029,-0.844577,0.451613,2019
"143","Clemson","ACC",34,20,0.263822,-0.859116,0.476918,0.524263,-0.357973,-1.55086,-0.186619,-0.75078,0.588235,2019
"144","Georgia Tech","ACC",32,14,-0.223428,-1.51543,1.09475,0.033425,-0.951215,0.644011,-0.0415407,-0.000399365,0.4375,2019
"145","Miami FL","ACC",32,14,0.296305,0.660763,-0.853806,0.524263,-0.808837,0.087564,-0.676258,-1.89198,0.4375,2019
"146","North Carolina St.","ACC",36,24,0.686105,-0.237348,-0.663702,1.28283,1.58786,-0.221573,-1.09336,0.624918,0.666667,2019
"147","Notre Dame","ACC",33,14,-1.19793,-0.375518,-2.23205,-0.992872,-0.0732165,0.489442,-0.803202,-2.03268,0.424242,2019
"148","Pittsburgh","ACC",33,14,-0.645711,-0.824574,0.429392,1.19359,0.662404,1.01498,1.40924,-0.297425,0.424242,2019
"149","Wake Forest","ACC",31,11,-1.65269,1.10982,0.33434,-1.12674,1.08954,-0.685279,0.556907,0.0621323,0.354839,2019
"150","Binghamton","AE",30,5,-1.71766,0.764391,1.37991,0.791992,-0.737648,0.922234,0.955873,-0.156729,0.166667,2015
"151","Hartford","AE",29,13,-0.84061,0.10808,0.144237,1.0151,-0.951215,-0.00517715,-0.857606,1.1408,0.448276,2015
"152","Maine","AE",30,3,-1.03551,1.97339,1.37991,0.16729,-1.37835,0.674925,-1.23844,0.280993,0.1,2015
"153","New Hampshire","AE",30,17,-0.0610111,-1.4118,0.00165929,-0.680521,-0.500351,-1.79817,0.284886,1.21897,0.566667,2015
"154","Stony Brook","AE",33,21,-1.26289,-1.4118,-0.0458665,-0.412791,1.84889,-1.27264,-0.386102,-0.406855,0.636364,2015
"155","UMass Lowell","AE",28,11,-0.645711,1.31707,0.857124,2.08602,-1.82921,0.273046,-0.0415407,-0.10983,0.392857,2015
"156","UMBC","AE",30,4,-1.16544,0.384421,2.56805,0.479641,-1.37835,0.30396,0.484368,-0.281792,0.133333,2015
"157","Vermont","AE",33,19,0.653622,-2.30991,0.667021,0.658128,-0.618999,-0.159746,1.42738,0.875044,0.575758,2015
"158","Albany","AE",32,23,0.263822,-0.479147,-0.140918,0.033425,1.30311,-1.21081,1.59059,-1.1885,0.71875,2016
"159","Binghamton","AE",30,8,-1.88008,-0.168262,0.952176,-0.189683,-0.951215,-0.314314,0.30302,-0.0629311,0.266667,2016
"160","Hartford","AE",32,9,-0.255911,1.10982,-1.13896,-0.0558182,-2.46991,1.94239,-0.241023,0.984475,0.28125,2016
"161","Maine","AE",30,8,-0.223428,1.86976,0.999702,1.05972,-0.334243,0.860407,-0.458641,0.499854,0.266667,2016
"162","New Hampshire","AE",31,18,-1.03551,0.0389941,-0.901332,-1.57295,0.0454319,-2.41645,0.375559,-0.0472981,0.580645,2016
"163","UMass Lowell","AE",28,10,1.20584,1.52433,1.23733,0.256533,-0.998674,1.04589,-0.241023,0.562386,0.357143,2016
"164","UMBC","AE",32,7,0.0689221,2.24973,-0.616177,0.345776,-1.04613,-0.190659,1.39111,0.624918,0.21875,2016
"165","Vermont","AE",36,22,1.36825,-0.27189,0.239288,-0.859007,-0.191865,-0.407055,0.665716,0.406057,0.611111,2016
"166","Albany","AE",34,21,0.588655,0.384421,-0.188444,-0.502034,0.875971,-1.82909,-0.204754,-0.531919,0.617647,2017
"167","Binghamton","AE",29,12,-0.353361,0.729848,-0.0458665,-0.680521,-1.37835,-0.407055,-0.676258,-0.406855,0.413793,2017
"168","Hartford","AE",32,9,-0.775644,0.62622,0.809598,-0.10044,-1.09359,1.47868,-0.349832,0.0152336,0.28125,2017
"169","Maine","AE",31,7,-1.42531,1.00619,0.191763,-0.903629,-0.57154,-0.221573,-0.893876,-0.203627,0.225806,2017
"170","New Hampshire","AE",29,20,0.101405,-0.064634,-0.188444,-1.79606,-0.500351,-2.41645,-0.0778102,-0.86021,0.689655,2017
"171","Stony Brook","AE",32,18,-0.905577,0.211708,-1.66174,0.479641,0.0454319,-0.221573,-0.313562,0.828146,0.5625,2017
"172","UMass Lowell","AE",30,11,1.56315,1.14436,0.999702,-0.368169,-0.52408,0.365787,-0.549315,0.515487,0.366667,2017
"173","UMBC","AE",32,21,1.33577,0.798934,-1.13896,-0.412791,-1.16478,-0.685279,0.0854029,0.0464994,0.65625,2017
"174","Albany","AE",31,22,0.198855,0.177165,-0.568651,-0.725142,1.25565,-1.61269,0.448099,-1.20413,0.709677,2018
"175","Binghamton","AE",29,11,-0.0610111,0.522592,-0.188444,-0.725142,-0.808837,-0.870761,-0.821337,-0.37559,0.37931,2018
"176","Hartford","AE",32,19,0.913488,0.349879,-0.283496,-0.234305,-1.04613,-0.314314,-0.603719,-0.21926,0.59375,2018
"177","Maine","AE",30,6,-1.26289,0.453507,1.47496,-0.234305,-0.903755,0.365787,-0.966415,0.296626,0.2,2018
"178","New Hampshire","AE",29,10,-1.16544,0.24625,-0.616177,-2.19766,-0.215595,-2.50919,-0.730663,1.04701,0.344828,2018
"179","Stony Brook","AE",31,13,-0.645711,0.142622,0.619495,0.970479,0.282729,-0.407055,-0.458641,1.09391,0.419355,2018
"180","UMass Lowell","AE",29,12,0.718588,1.83522,0.00165929,0.747371,-0.713918,0.922234,0.847064,-0.203627,0.413793,2018
"181","Vermont","AE",34,27,1.95295,0.177165,-0.853806,-0.814386,-0.785107,-2.13822,1.31857,-1.53243,0.794118,2018
"182","Albany","AE",31,12,-0.190944,0.695306,1.04723,-0.0558182,-0.476621,-0.376142,-0.367967,-0.719514,0.387097,2019
"183","Binghamton","AE",31,10,-0.125978,0.764391,-0.0933924,-0.859007,-1.99532,0.674925,-1.85502,-1.50116,0.322581,2019
"184","Hartford","AE",32,18,1.40074,0.868019,-0.426073,0.301155,-0.951215,0.458529,-0.259158,-0.766413,0.5625,2019
"185","Maine","AE",31,5,-0.418327,1.80067,1.66506,0.211911,-0.808837,-0.716193,-1.61927,0.593652,0.16129,2019
"186","New Hampshire","AE",27,5,-1.91256,0.488049,-0.140918,-0.769764,-1.85294,-1.48904,-2.29025,0.499854,0.185185,2019
"187","Stony Brook","AE",32,24,-0.580744,-1.4118,0.952176,-0.0111966,0.92343,-1.05624,0.157942,0.218462,0.75,2019
"188","UMass Lowell","AE",30,15,1.23832,0.660763,0.429392,-0.323548,-0.54781,0.087564,-0.0778102,-0.344324,0.5,2019
"189","UMBC","AE",31,21,-0.483294,0.453507,-0.188444,1.90753,-1.14105,-1.58178,-0.621854,-0.297425,0.677419,2019
"190","Connecticut","Amer",35,20,0.0364388,-1.68814,-0.0458665,-0.323548,0.21154,0.30396,-0.404236,-0.344324,0.571429,2015
"191","East Carolina","Amer",31,12,-0.483294,0.280793,-0.331022,0.256533,-0.263054,1.60234,-0.839471,-0.10983,0.387097,2015
"192","Houston","Amer",32,13,-1.10048,-0.340976,0.857124,0.568884,1.01835,1.2932,-0.549315,-0.250526,0.40625,2015
"193","Memphis","Amer",32,18,-0.483294,-1.96448,0.714547,0.256533,1.82516,0.644011,-0.53118,0.609285,0.5625,2015
"194","South Florida","Amer",31,8,-0.84061,-0.340976,1.04723,0.0780467,0.472566,1.63325,-0.53118,1.20334,0.258065,2015
"195","Temple","Amer",37,26,-1.84759,-1.92994,-1.9469,0.0780467,0.591215,-0.0979183,0.194212,-0.203627,0.702703,2015
"196","Tulane","Amer",30,14,-1.13296,-0.064634,0.571969,0.747371,0.781052,-0.0670046,0.0309985,0.202829,0.466667,2015
"197","Tulsa","Amer",33,23,-0.905577,-1.58451,-0.473599,0.479641,0.353918,-0.314314,1.24603,-0.610083,0.69697,2015
"198","UCF","Amer",29,11,-0.255911,0.418964,0.476918,-1.2606,0.330188,2.25152,0.103538,-1.1885,0.37931,2015
"199","East Carolina","Amer",32,12,-0.288394,0.384421,0.33434,-0.10044,-0.120676,0.860407,0.0128637,-1.25103,0.375,2016
"200","Houston","Amer",32,22,0.751071,-0.962744,-1.56669,-0.10044,1.5404,1.16954,-0.0234059,0.187196,0.6875,2016
"201","Memphis","Amer",34,19,-1.23041,-1.79177,-1.09143,0.122668,0.733593,0.0257366,1.3367,0.562386,0.558824,2016
