"","EFG_O","EFGD_D","TOR","TORD","ORB","DRB","FTR","FTRD","WR"
"1",3.00588064245567,-2.52403038540267,-1.31571489517457,-0.880944190752634,0.28752781359285,-1.55692626952055,0.0635581324167444,-1.50177806962038,0.875
"2",1.33262965937068,-1.5492310524435,-0.543699435272916,-0.115463558982141,1.24202473309435,0.146096201446873,0.450372926305047,-0.553264345820767,0.85
"3",0.991149866904351,-0.82715747247374,-0.254193637809798,1.92581812573917,2.09604829264832,0.21159706571485,-0.300502850066365,-0.553264345820767,0.794117647058823
"4",1.94729328581006,-2.05468255842233,-0.0611897728343841,-0.413150471337334,1.69415485285821,0.146096201446873,1.0419720228401,-1.25516450143248,0.891891891891892
"5",1.94729328581006,-1.07988322546315,-1.65347165888154,-1.1361044013428,0.940604653251768,0.244347497848839,-0.391518095687142,-2.1847079507561,0.82051282051282
"6",0.547226136698129,-1.00767586746618,-1.41221682766227,0.0121165463129399,0.815012953317361,0.244347497848839,-0.11847235882481,-1.06546175667256,0.789473684210526
"7",1.09359380464425,-1.15209058346013,-0.833205232736035,-0.370623769572306,2.44770505246466,-1.06566978751072,-0.528040964118308,-0.989580658768589,0.764705882352941
"8",0.000858468752008897,-2.16299359541779,-0.833205232736035,0.692543774553378,1.4429714529894,0.244347497848839,0.291096246468688,0.679803495118728,0.823529411764706
"9",0.922853908411087,-1.5492310524435,0.662574720823413,2.05339823103425,1.31737975305499,-0.770915898304815,1.08747964565049,0.243487182170906,0.72972972972973
"10",0.27404230272507,-1.33260897845257,-0.350695570297504,1.92581812573917,1.11643303315994,-0.312409848428972,-0.300502850066365,0.167606084266937,0.771428571428571
"11",2.25462509902975,-0.357809645493395,-0.44719750278521,-1.85905833134826,1.81974655279262,-1.42592454098459,1.79284779921151,-1.71045108885629,0.783783783783784
"12",-0.750397074673905,-0.393913324491883,-2.6184909837586,-0.583257278397442,-0.516259065987357,-1.22942194818066,0.473126737710241,-0.648115718200729,0.757575757575758
"13",0.239894323478437,-0.899364830470714,-2.5219890512709,0.437383563963213,0.840131293304243,-0.934668058974759,-0.186733793040393,-0.439442698964814,0.771428571428571
"14",0.888705929164455,-1.47702369444652,-0.15769170532209,-1.22115780487285,1.29226141306811,-0.508912441232904,0.382111492089464,-0.458412973440806,0.696969696969697
"15",-0.443065261454213,-0.935468509469203,-0.736703300248329,0.905177283378515,0.413119513527258,-0.934668058974759,1.56530968515957,0.243487182170906,0.756756756756757
"16",0.0350064479986419,-1.36871265745106,-0.688452334004476,-1.17863110310783,0.588947893435428,-0.246908984160994,1.51980206234918,-0.686056267152713,0.818181818181818
"17",1.09359380464425,-2.4518230274057,-0.736703300248329,1.41549770455884,2.44770505246466,-0.0504063913570605,-0.300502850066365,0.774654867498689,0.842105263157895
"18",1.16188976313751,-0.141187571502467,-2.6184909837586,0.352330160433159,1.09131469317306,0.604602251322716,-0.0729647360144217,-0.818848188484658,0.722222222222222
"19",0.957001887657721,-0.6466390774813,-0.688452334004476,0.352330160433159,-0.139483966184135,-2.11368361579836,-1.59747010016244,-1.04649148219656,0.787878787878788
