"","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","WR"
"1",0.839709579213746,-1.31618396233257,-0.376190642754274,0.87911680156828,0.0813225820794938,0.0491488710647374,-0.399851211666291,-0.130683016897647,0.777777777777778
"2",0.543016962345911,-1.24165392905487,-0.52702702344625,-1.20521183505245,2.51003287690653,-1.73495514858524,1.24801673061353,-2.37258702044319,0.828571428571429
"3",0.65427669367135,-3.44028991074714,0.227154880013627,-1.03151778200072,1.45842635749688,-0.225328670419874,1.11440581637463,0.15190992472574,0.837837837837838
"4",0.728449847888307,-2.91857967780321,-1.4320453075981,1.26992842093467,2.18453562089878,-0.293948055791027,-0.600267583024648,0.735935337414074,0.891891891891892
"5",1.0993156189731,-0.906268779305198,-0.979536165522175,1.70416355356399,-0.0188304197690433,0.152077949121467,-0.243971811720902,0.359144748582891,0.763157894736842
"6",2.10065320090203,0.174416703221514,-1.48232410116209,1.87785760661571,-0.544633679473865,1.07843965163203,-1.02336881144785,-0.50747360572883,0.805555555555556
"7",2.28608608644443,-1.27891894569372,0.0763184993216514,-0.55385913610847,0.582087591322181,-0.84290313876025,0.936257930722755,-1.18569666562496,0.8
"8",0.283410922586559,-1.39071399561028,-1.68343927541806,2.22524571271917,1.15796735195127,-0.122399592363145,-0.934294868621909,-0.808906076793777,0.837837837837838
"9",0.728449847888307,-0.906268779305198,0.528827641397579,1.22650490767174,0.381781587625106,0.598103954033961,1.00306338784221,0.848972514063428,0.722222222222222
"10",2.6940384346377,0.323476769776921,-1.73371806898205,-0.163047516742083,0.707278843632853,-1.01445160218813,0.557693673712526,-1.09149901841716,0.861111111111111
"11",1.06222904186462,0.398006803054627,-0.175075468498308,0.748846261779485,1.50850285842115,0.803962110147419,1.1589427877876,-0.0930039580145288,0.676470588235294
"12",1.8039605840342,-0.0864384132504524,-0.52702702344625,-0.857823728948993,0.607125841784316,-1.22030975830159,-0.0435554403625453,-0.903103724001572,0.72972972972973
"13",1.32183508162397,-2.28507439494273,0.32771246714161,0.14091707609844,2.53507112736866,-0.84290313876025,-0.177166354601449,1.13156545568682,0.794871794871795
"14",1.17348877319006,-1.24165392905487,-0.728142197702216,-0.81440021568606,-0.0689069206933118,0.152077949121467,-0.466656668785743,-0.375596899637916,0.657142857142857
"15",0.320497499695039,-0.831738746027495,-2.33706359174995,0.575152208727758,-0.694863182246671,-1.25461945098717,0.691304587951431,-1.03498043009249,0.757575757575758
"16",-0.161628002715191,-2.88131466116436,-0.0745178813703226,1.74758706682692,2.00926786766384,-0.568425597275639,-0.199434840307934,0.377984278024449,0.694444444444444
"17",-0.384147465366066,-1.50250904552683,-0.476748229882257,0.401458155676031,0.807431845481391,-0.84290313876025,0.357277302354169,-0.30023878187168,0.842105263157895
"18",1.47018139005789,0.248946736499219,-1.08009375265016,-0.0327769769532872,0.857508346405659,0.0834585637503143,-0.199434840307934,-1.46828960724835,0.783783783783784
"19",0.617190116562871,-1.27891894569372,-0.929257371958185,0.444881668938962,1.05781435010273,-2.28391023155446,0.0900554738763596,-0.356757370196357,0.794117647058823
"20",0.283410922586559,-1.68883412872109,0.0260397057576607,-0.727553189160197,1.88407661535317,-0.84290313876025,-0.377582725959807,-1.52480819557302,0.75
"21",1.43309481294941,-1.27891894569372,-0.8286997848302,-1.85656453399642,-0.769977933633074,-1.73495514858524,-0.711610011557068,-2.27838937323539,0.648648648648649
"22",0.0979780370441638,-0.719943696110937,-0.426469436318267,-0.684129675897265,2.7103388806036,-1.22030975830159,0.0677869881698752,-0.356757370196357,0.647058823529412
"23",-0.124541425606711,-0.906268779305198,-0.778420991266209,1.48704598724933,0.957661348254197,0.666723339405114,0.557693673712526,-0.319078311313238,0.628571428571429
"24",-0.161628002715191,-0.23549847980586,0.679664022089555,2.96344543818901,1.38331160611048,-0.705664368017944,-0.822952440089489,1.69675133893359,0.575757575757576
"25",-1.12587900753565,-0.794473729388642,-1.78399686254605,1.35677544746053,0.05628433161736,-0.293948055791027,-0.422119697372775,-0.0364853696898512,0.647058823529412
"26",1.72978742981724,0.65886191952659,-1.23093013334213,2.52921030555969,-0.519595429011731,2.96547274933874,-0.555730611611679,0.453342395790687,0.714285714285714
"27",-0.569580350908462,-0.869003762666345,0.0260397057576607,1.1830813944088,2.08438261905024,0.632413646719537,3.00722710142578,0.547540042998483,0.714285714285714
"28",0.505930385237434,-0.719943696110937,-0.929257371958185,-1.46575291463004,-0.194098173003984,-1.15169037293044,-0.978831840034877,-0.714708429585981,0.617647058823529
"29",0.17215119126112,-1.05532884586061,-0.878978578394192,0.0974935628355071,0.406819838087241,-0.156709285048721,0.602230645125493,-0.639350311819744,0.628571428571429
