G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB
1.679672066520220497e+00 ,1.972896784589032171e+00 ,2.714861635542855200e+00 ,-1.672184114638354702e+00 ,1.800128545311546091e+00 ,1.961768562496115864e+00 ,-1.595363914896028135e+00 ,-3.355470538604695130e-01 ,4.001603523265978013e-01 ,1.940356389214932920e+00 ,-1.388950243180460675e-01 ,2.095402772320822837e+00 ,-1.606302673228831912e+00 ,1.423667026635459631e+00 ,-1.365405434321024014e+00 ,2.294855661499935362e+00 ,-1.426682976189374674e+00 ,6.476896803108680434e-01 ,2.291253444581649479e+00
9.371928218291165624e-01 ,2.270417507862562800e+00 ,2.432559104959780782e+00 ,-1.596901550963604199e+00 ,1.764793713059238156e+00 ,2.025421252307340048e+00 ,-1.292616056463733454e+00 ,-1.306222473265495232e+00 ,3.578263150530222036e-01 ,1.625728507412323776e+00 ,-6.736697642721106716e-01 ,1.029516818885669815e+00 ,-1.101486189759072420e+00 ,2.364463938161842194e+00 ,-1.701409079656808876e+00 ,9.687110935036931103e-01 ,-4.226694434204204542e-01 ,-2.998750627922569523e-01 ,2.262239123068289892e+00
2.050911688865772575e+00 ,2.270417507862562800e+00 ,1.451221736742422053e+00 ,-2.199162060361607995e+00 ,1.732498436269494624e+00 ,1.516199733817535256e+00 ,-2.436330188319070889e+00 ,1.266793363323995281e-01 ,-6.581905795128146774e-01 ,5.769689014036296637e-01 ,-8.407868705077560234e-01 ,7.523864709925305316e-01 ,-7.359294258671770228e-01 ,1.705906100093373956e+00 ,-2.556691085966079413e+00 ,9.338125522406335310e-01 ,-1.466843517500131977e+00 ,6.125946898255691941e-01 ,2.247731962311610321e+00
3.164630555902428366e+00 ,2.865458954409624504e+00 ,2.029269775555387234e+00 ,-2.455122776855759970e+00 ,1.819505711385392743e+00 ,6.568884213659915705e-01 ,-1.326254707400655652e+00 ,-7.977734440533386095e-01 ,2.982536626014764991e+00 ,1.730604468013194674e+00 ,4.961499793774060141e-01 ,8.589750663360459226e-01 ,-2.311129423974173369e-01 ,1.047348262024905718e+00 ,-1.304313862441791816e+00 ,-1.480422269141970781e-01 ,-8.644353978387594450e-01 ,4.020247469137608332e-01 ,2.465339373661806111e+00
1.947135771380124891e-01 ,1.377855338041970690e+00 ,9.135026308698974695e-01 ,-2.379840213181009467e+00 ,1.681965826704366007e+00 ,8.160201458940553598e-01 ,-1.931750424265245236e+00 ,3.423405829382604459e-02 ,1.035170911430245200e+00 ,-3.144767637037600982e-01 ,-2.725887093065619271e-01 ,1.768080561375472703e-01 ,-1.614830826084852067e-01 ,8.591888797196308714e-01 ,-1.915229581234127121e+00 ,5.499285983469835992e-01 ,-1.306201352257099879e+00 ,-1.212344815410077992e+00 ,2.117167515501492847e+00
1.679672066520220497e+00 ,1.972896784589032171e+00 ,1.558765557916928390e+00 ,-1.506562474553904574e+00 ,1.615855495393595964e+00 ,1.070630905138956646e+00 ,-1.023506848968358307e+00 ,-1.537335668361929697e+00 ,-6.581905795128146774e-01 ,-7.850585235180332355e-02 ,-1.141597661731918567e+00 ,-2.921817633739192122e-01 ,-1.380005628914801497e+00 ,9.846284679231481762e-01 ,-1.121039146804090780e+00 ,8.640154697145169260e-01 ,-5.431510673526938060e-01 ,-1.036869862983573531e+00 ,2.073646033231453689e+00
2.050911688865772575e+00 ,1.972896784589032171e+00 ,1.720081289678684122e+00 ,-1.717353652843204515e+00 ,1.691464437524878628e+00 ,6.568884213659915705e-01 ,-1.124422801779124903e+00 ,-1.768448863458364162e+00 ,3.154922777794451072e-01 ,5.258909839928344737e-02 ,-1.208444504226176441e+00 ,-1.003222917555919441e-01 ,-1.171116049548004412e+00 ,6.083097033125941522e-01 ,-1.243222290562557397e+00 ,6.546242221361622260e-01 ,-6.234721499742112982e-01 ,-2.296850818216541745e-01 ,2.204210480041571163e+00
1.679672066520220497e+00 ,2.121657146225797597e+00 ,2.365344216725715043e+00 ,-1.401166885409253382e+00 ,1.729838825239750744e+00 ,1.707157803251212247e+00 ,-1.090784150842202704e+00 ,-2.045784697574085431e+00 ,1.884901659587153167e-01 ,-7.339806061072372545e-01 ,1.619157669061151994e-01 ,6.884333137864220298e-01 ,-6.140771712365448165e-01 ,1.047348262024905718e+00 ,-4.490318561325210012e-01 ,2.155261496447699709e+00 ,-1.988930554539988460e+00 ,6.476896803108680434e-01 ,2.247731962311610321e+00
1.308432444174668419e+00 ,1.526615699678736116e+00 ,1.424335781448797356e+00 ,-1.958257856602407365e+00 ,1.686145215465391756e+00 ,6.568884213659915705e-01 ,-1.427170660211419806e+00 ,3.577925314288340486e-01 ,-3.195182813242024022e-01 ,1.180005674858629838e+00 ,-1.408985031708950286e+00 ,1.341726180001420465e-01 ,-6.662995660782448093e-01 ,9.219086738213884136e-01 ,-1.029401788985241373e+00 ,1.311461031902766972e-01 ,-1.547164600121648137e+00 ,-5.455399961893592220e-01 ,2.131674676258172418e+00
1.308432444174668419e+00 ,1.526615699678736116e+00 ,1.639423423797806256e+00 ,-1.145206168915101408e+00 ,1.544805886456159572e+00 ,3.386249723098637698e-01 ,-8.553135942837498673e-01 ,4.040151704481199646e-01 ,-1.925161695034725839e-01 ,1.783042448313628237e+00 ,4.293031368831492500e-01 ,1.050834537954373094e+00 ,-7.881518207088764605e-01 ,1.298227438431942327e+00 ,-8.461270733475402261e-01 ,-1.439288253647379889e+00 ,-6.636326912849700443e-01 ,-4.753500152187614125e-01 ,1.812517139611218520e+00
