G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB
-1.252743380004710805e-01 ,-2.488156129751557533e-01 ,-2.858046576580652864e-01 ,9.618938603587827707e-01 ,-8.196972521609801055e-01 ,1.944604388918809712e-01 ,6.677530645587039654e-03 ,1.325046022617221431e-01 ,-2.993614774128297573e-01 ,7.702293508865402094e-01 ,5.527086759688200068e-01 ,-2.408372045704000319e-01 ,-6.054536316604613999e-01 ,7.815047267475596637e-01 ,-6.722169789330367795e-02 ,-7.259780502746856490e-01 ,1.198440155421801323e-01 ,1.550005443581818687e+00 ,-7.679536360592307265e-01
-1.252743380004710805e-01 ,-3.981049807602492496e-01 ,-5.560199703529654647e-01 ,-7.666126720537947969e-01 ,1.228286572872023669e-01 ,-1.140840472934754768e+00 ,-3.035330474337014084e-01 ,3.591246229523498146e-02 ,-1.866010990106935219e-02 ,1.615603028688824827e-01 ,-2.368891193056937017e-01 ,-3.882922286495106845e-01 ,-9.791121568798581976e-01 ,-6.793619809239088703e-01 ,-5.001541008391156007e-01 ,-1.429988602646041551e+00 ,1.601364000779099961e-01 ,-3.486292522959734685e-01 ,-2.641455393494339665e-01
-1.252743380004710805e-01 ,-8.459730841155297387e-01 ,-1.109961361377512112e+00 ,7.469581717356617301e-02 ,-8.957388542885745819e-01 ,-8.613588867384807113e-01 ,8.339057388570171314e-01 ,1.243314211876328734e+00 ,8.702275538861691251e-01 ,-9.289717414960884101e-01 ,3.467266424189467955e-01 ,9.388029880624927381e-01 ,1.165362857422766130e+00 ,-7.706661501533748071e-01 ,8.295668510658741335e-01 ,-7.259780502746856490e-01 ,5.227678608995016685e-01 ,-5.719980400463027248e-01 ,-7.247700849126769151e-01
-5.010973520018856542e-01 ,6.469205937354052249e-01 ,1.038250374546945354e+00 ,-7.054266001099858130e-01 ,1.180001905327757949e+00 ,1.063958707058060726e+00 ,-4.069365734601292361e-01 ,-1.572718176377393418e-01 ,-1.702868314971627717e+00 ,5.927008785480576414e-01 ,-2.193718438029484741e+00 ,-6.200072664881148832e-01 ,-6.704377230029650026e-01 ,8.728088959770278210e-01 ,-2.218404132310930199e-01 ,9.837618626271781297e-01 ,-5.248341370295349639e-01 ,-6.464543026297440154e-01 ,1.002571960949483643e+00
1.002194704003772641e+00 ,4.976312259503125335e-02 ,-6.776168610656713165e-01 ,-3.689032044190410087e-01 ,-2.620588365586212776e-01 ,-6.439843196969369243e-01 ,-1.372036149706797215e+00 ,1.808006722449665704e-01 ,8.702275538861691251e-01 ,1.361990925348130210e-01 ,-2.025587803807144260e-01 ,1.465428074059319741e+00 ,1.376561154285902866e+00 ,-9.532744886123089012e-01 ,-1.118628962190272969e+00 ,4.508112613203603403e-02 ,-1.290389443208446840e+00 ,-1.577157584922780575e+00 ,-7.247700849126769151e-01
-1.252743380004710805e-01 ,9.454993293055923287e-01 ,-9.665393877163631908e-02 ,-1.210211693646402020e+00 ,8.001838516237741450e-01 ,-4.266097526553908614e-01 ,-1.406503991715607471e+00 ,2.773928122114537320e-01 ,6.363097476263693819e-01 ,1.302814767901991244e+00 ,-1.301129625980035565e+00 ,1.949923153176400081e+00 ,6.129980810114842305e-01 ,-1.315369655471086974e-01 ,-1.242323934460504153e+00 ,-6.924537382570016275e-01 ,-8.874655978511237775e-01 ,2.365206062124112704e-02 ,6.283145176793488718e-01
-1.252743380004710805e-01 ,-5.473943485453427460e-01 ,-3.263369545622999413e-01 ,1.191341630148063047e+00 ,-9.682708440102798519e-01 ,2.565674580466068555e-01 ,1.419859053006778948e+00 ,3.591246229523498146e-02 ,9.637946763900904212e-01 ,-1.934966418080843742e-01 ,1.033333420918522760e+00 ,1.804628642270615646e-01 ,1.311577062943399374e+00 ,4.467227729061830077e-01 ,9.532618233361052074e-01 ,-5.549180992101378912e-02 ,1.812124166042929030e+00 ,6.937584238722263041e-01 ,-9.118988065477441340e-01
-5.010973520018856542e-01 ,-2.488156129751557533e-01 ,-4.261087623265550489e-02 ,-1.041949995800930617e+00 ,7.249221633641547147e-01 ,-3.023957143459369279e-01 ,-4.414044154689393262e-01 ,-3.504560975707153858e-01 ,1.057361798894010052e+00 ,-2.188578521421538081e-01 ,1.750749477940528043e-01 ,2.857878814264269707e-01 ,7.592122865321174752e-01 ,-5.271883655414640879e-01 ,-3.146116424337679351e-01 ,1.121297501674041741e-01 ,-2.830798298151414039e-01 ,-5.347699087545807473e-01 ,1.964790062138087601e-01
-1.252743380004710805e-01 ,-3.981049807602492496e-01 ,2.681367333664793073e-01 ,-3.841997224049943371e-01 ,5.120056774068905137e-01 ,5.360490442428809121e-01 ,6.677530645587039654e-03 ,-5.919364474869340809e-01 ,-6.544367115302997251e-02 ,-9.205180047180838709e-02 ,-9.956776360577779261e-02 ,8.334779708631273598e-01 ,2.230935329564618652e-01 ,9.032436190535172438e-01 ,-3.146116424337679351e-01 ,-1.560647459740636123e-01 ,4.421830918280362233e-01 ,4.331615048301750148e-01 ,-2.065674711540285424e-01
-1.252743380004714746e+00 ,-2.338866761966464924e+00 ,-2.177311846522366867e+00 ,7.324460905695024948e-01 ,-1.630807674855320188e+00 ,-2.476141384761388231e+00 ,1.661133947068447192e+00 ,1.195018141893086083e+00 ,-5.800628449245884832e-01 ,-1.715169261852229621e+00 ,2.437356256440101621e-01 ,-1.673257438481768888e+00 ,9.054264920527507199e-01 ,-2.748923150125156312e+00 ,1.200651767876567355e+00 ,-1.597610162734459660e+00 ,1.771831781507196224e+00 ,-1.252604645456468213e-01 ,-1.962698551113891687e+00
-5.010973520018856542e-01 ,-5.473943485453427460e-01 ,3.356905615402043797e-01 ,2.582540330049908350e-01 ,1.080102937956710502e-01 ,-2.402886951912088509e-01 ,8.683735808658272770e-01 ,-9.783050073528827273e-01 ,2.812345135089126813e-02 ,-7.007208484894660305e-01 ,1.033333420918522760e+00 ,-1.251957369684307375e+00 ,9.541645605596292823e-01 ,-5.271883655414640879e-01 ,3.966344481200643757e-01 ,1.456540621850882511e-01 ,1.328615551614144907e+00 ,-1.242104403297287885e+00 ,-1.345948859097718664e-01
-8.769203660033002556e-01 ,-1.293841187470810228e+00 ,-2.258376440330837731e+00 ,3.194401049487997635e-01 ,-1.566464780747355734e+00 ,-1.544536097440480704e+00 ,1.316455526980351065e+00 ,2.692196311373641127e+00 ,2.694786442712608476e+00 ,-2.188578521421538081e-01 ,8.960120652186079893e-01 ,-5.989422630482414966e-01 ,2.140124227560322723e+00 ,-4.663189193884853534e-01 ,1.231575510944125540e+00 ,-3.005631267477170354e+00 ,1.086861244399751181e+00 ,1.725645857881290823e-01 ,-1.228578181622473675e+00
2.505486760009434932e-01 ,4.976312259503125335e-02 ,-7.721922205088868063e-01 ,-9.356588067190514668e-02 ,-5.315190779440969182e-01 ,5.671025538202427718e-01 ,-7.516149935482253630e-01 ,1.388202421826060240e+00 ,-8.139806511843883374e-01 ,9.393040864467596535e-03 ,-8.891655588802903631e-01 ,-1.355121873710346259e-01 ,-6.216996544960875504e-01 ,-7.066751939412993511e-02 ,-8.712390176498087113e-01 ,1.218432046750961728e+00 ,-4.442493679580723498e-01 ,-9.070512216717953047e-01 ,-5.376413632776094742e-01
