"","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","WR","YEAR"
"623",0.231339,1.00619,0.096711,0.390398,-1.71056,1.04589,-0.930145,-0.578818,0.352941,2018
"624",-0.255911,2.28427,-0.23597,-0.635899,-0.54781,0.582183,-0.621854,0.42169,0.266667,2018
"625",-0.418327,0.280793,-0.0458665,-0.368169,-0.880026,0.427615,-0.404236,-0.531919,0.433333,2018
"626",0.231339,-1.17,0.999702,-0.635899,-0.120676,0.273046,0.139807,-0.0941969,0.588235,2018
"627",-0.613227,1.55887,0.857124,1.14897,0.614944,-0.0670046,-0.295428,0.468588,0.392857,2018
"628",0.328789,0.00445143,-0.283496,-0.278926,-0.998674,-1.76726,-1.23844,-1.15724,0.516129,2018
"629",1.2708,-1.03183,-0.521125,0.256533,-0.310513,-0.839848,-0.639989,-0.48502,0.733333,2018
"630",0.686105,0.24625,-0.283496,-0.769764,-0.310513,-0.283401,0.176077,-1.0947,0.575758,2018
"631",-0.74316,2.97512,0.33434,0.345776,1.27938,0.118478,-1.11149,0.781247,0.266667,2018
"632",0.523688,0.522592,-0.0933924,-0.814386,-0.713918,1.0768,-0.513045,-0.125463,0.344828,2019
"633",-0.0610111,1.48979,-1.13896,0.524263,-0.00202743,2.12787,-0.639989,-0.328691,0.354839,2019
"634",0.523688,0.695306,-0.711228,0.0780467,-0.690188,0.582183,-0.11408,-0.391222,0.583333,2019
"635",1.10839,-0.617317,0.619495,-0.457413,-1.04613,0.273046,-1.2203,1.12517,0.533333,2019
"636",0.101405,0.868019,0.429392,0.43502,1.18446,-0.53071,0.121672,-0.250526,0.516129,2019
"637",-0.580744,0.557135,-0.331022,-1.48371,-0.618999,-0.376142,-1.14776,0.234094,0.3,2019
"638",1.43322,1.00619,-0.140918,-0.635899,-0.856296,0.922234,0.212346,-1.06344,0.5,2019
"639",0.361272,1.04073,-0.663702,0.658128,0.353918,-1.11807,0.103538,-0.969641,0.636364,2019
"640",-0.0934944,1.21345,-0.0933924,-1.08212,0.994619,-0.190659,-2.07264,0.578019,0.4,2019
"641",0.783555,-1.27363,0.857124,0.16729,-0.120676,1.32411,0.810794,1.45346,0.586207,2015
"642",-0.93806,-0.548232,1.37991,-0.992872,0.116621,0.30396,1.89888,0.249727,0.37931,2015
"643",0.556172,-0.755488,0.33434,-1.08212,0.638674,-0.0979183,-1.14776,0.53112,0.444444,2015
"644",-1.71766,-1.51543,0.144237,0.301155,-1.47327,0.149391,0.865199,1.04701,0.413793,2015
"645",-0.223428,-0.064634,0.762073,1.14897,0.377648,-0.314314,0.212346,1.2346,0.482759,2015
"646",-0.255911,0.384421,2.33043,-0.234305,0.0454319,-0.128832,0.230481,0.781247,0.321429,2015
"647",1.43322,-0.168262,0.0491851,-0.0558182,-2.04278,-0.963502,2.09836,1.09391,0.517241,2015
"648",0.00395553,-0.859116,0.809598,0.16729,1.16073,-0.53071,1.15536,-0.266159,0.666667,2015
"649",0.101405,0.24625,0.0491851,-1.17136,-0.880026,0.55127,0.429964,0.249727,0.259259,2016
"650",1.17335,0.488049,-1.32906,0.16729,-0.191865,-0.808934,0.611312,-0.0316652,0.69697,2016
"651",-0.385844,0.488049,-0.378547,0.524263,-1.63938,2.03513,-0.404236,0.15593,0.333333,2016
"652",-0.775644,0.902562,0.999702,1.0151,0.828511,0.0566503,0.665716,1.17207,0.333333,2016
"653",0.621138,-1.20454,1.33238,-0.814386,0.0691616,-0.345228,-0.549315,-0.203627,0.428571,2016
"654",-0.288394,-0.0991767,0.33434,-0.859007,-0.334243,0.30396,-0.476776,-0.203627,0.37037,2016
"655",1.40074,-0.306433,-1.18649,-0.189683,-0.310513,-0.994416,-0.11408,-0.578818,0.75,2016
"656",0.263822,2.6297,0.429392,1.14897,-0.52408,0.0566503,1.80821,0.671816,0.464286,2017
"657",-0.0610111,0.660763,-0.140918,0.702749,-0.334243,0.705838,-0.98455,-0.000399365,0.423077,2017
"658",0.718588,0.62622,0.667021,-1.39447,-1.73429,-0.716193,-0.91201,-0.469387,0.285714,2017
"659",0.00395553,1.10982,1.42743,-1.2606,-0.381702,-0.77802,-0.132215,-0.641349,0.259259,2017
"660",0.783555,-0.928202,0.524443,-0.10044,0.0691616,0.0257366,-0.404236,0.734348,0.692308,2017
"661",0.556172,-0.444604,0.096711,0.658128,-0.405432,-0.0360909,-1.54673,-0.187994,0.464286,2017
"662",0.783555,-0.133719,0.286814,-0.725142,0.448837,-0.314314,-0.11408,-1.3292,0.642857,2017
"663",-0.450811,1.48979,-0.140918,0.301155,0.0217023,-0.870761,1.06468,0.812513,0.423077,2018
"664",0.816038,1.4207,-0.426073,-0.189683,-0.54781,-0.0360909,-1.81875,-0.438121,0.307692,2018
"665",0.848521,1.10982,-0.0933924,-1.30522,-1.16478,0.211219,0.103538,-0.938375,0.444444,2018
"666",0.491205,1.48979,0.619495,-0.234305,-1.28343,-0.716193,-0.313562,-1.43863,0.269231,2018
"667",0.166372,-0.375518,0.857124,-0.10044,-0.666459,-1.98366,-1.25657,0.0621323,0.580645,2018
"668",1.30329,0.729848,-1.09143,-0.903629,-1.73429,-1.45812,-1.51046,-0.359957,0.464286,2018
"669",0.913488,0.798934,0.0491851,-0.412791,-0.927485,-0.870761,-0.639989,-0.156729,0.533333,2018
"670",0.166372,-0.720945,0.762073,1.0151,-1.14105,-0.623451,0.393694,-0.547552,0.666667,2019
"671",0.523688,0.695306,-0.331022,0.122668,-1.18851,-0.716193,-2.19958,0.515487,0.384615,2019
"672",0.393755,0.142622,0.096711,-0.546656,-2.49364,-0.221573,-0.11408,-1.25103,0.517241,2019
"673",0.621138,1.00619,-0.521125,-1.17136,-1.28343,-1.45812,-1.76435,-1.07907,0.392857,2019
"674",1.10839,0.0389941,1.85517,-0.502034,-0.144406,-1.98366,-0.53118,-0.156729,0.633333,2019
"675",0.881005,-0.340976,-0.140918,0.16729,-1.06986,-0.994416,-1.1659,-1.45426,0.633333,2019
"676",-0.93806,-0.133719,-0.426073,-0.635899,-1.18851,-1.48904,-0.857606,-0.954008,0.615385,2019
"677",-1.06799,-1.10092,-0.140918,1.28283,1.11327,0.860407,-0.458641,0.921943,0.545455,2015
"678",-1.52276,-0.617317,0.714547,-0.145061,-0.476621,1.35503,0.466233,1.2346,0.225806,2015
"679",1.56315,-0.686403,-0.711228,-0.859007,-0.144406,1.13863,0.520638,-0.985273,0.742857,2015
"680",-1.00303,-0.168262,0.857124,0.970479,-1.92413,1.88056,0.629446,0.296626,0.21875,2015
"681",-0.645711,-0.997287,0.571969,1.23821,0.16408,1.26229,1.17349,0.374791,0.545455,2015
"682",-1.39283,1.24799,0.90465,-0.234305,0.638674,-0.00517715,1.20976,0.234094,0.266667,2015
"683",-1.91256,-1.68814,0.809598,-2.06379,3.03537,-0.932589,0.176077,-0.21926,0.5,2015
"684",-0.158461,-0.893659,0.239288,1.32745,0.425107,0.0257366,0.194212,0.452955,0.636364,2015
"685",-0.970544,-1.68814,0.381866,1.0151,0.496296,0.30396,1.71753,1.71922,0.470588,2015
"686",-0.775644,0.453507,0.00165929,1.14897,1.65905,2.34427,1.3367,2.53213,0.354839,2015
"687",-0.288394,1.6625,-1.32906,0.43502,0.401377,1.01498,0.429964,0.656183,0.424242,2016
"688",0.458722,-0.168262,-0.521125,0.122668,-1.06986,1.41685,-0.349832,-0.10983,0.575758,2016
"689",0.0689221,0.729848,0.857124,1.77367,-1.37835,0.922234,0.955873,1.87555,0.419355,2016
"690",-0.158461,1.21345,-0.663702,-0.769764,-1.18851,0.767666,0.248616,0.280993,0.233333,2016
"691",0.00395553,-1.37726,-1.04391,0.658128,-0.168135,0.365787,0.701986,0.374791,0.777778,2016
"692",-1.62021,-0.375518,1.14228,-0.769764,0.828511,0.55127,-0.095945,0.109031,0.21875,2016
"693",-2.30236,-1.23909,1.42743,-0.546656,2.15737,-0.0670046,-1.18403,0.828146,0.3,2016
"694",-0.515777,-0.790031,0.239288,-0.189683,-0.168135,-0.0360909,0.157942,-0.37559,0.393939,2016
"695",-0.710677,-0.790031,0.381866,-0.412791,0.258999,-0.994416,0.103538,-0.48502,0.466667,2016
"696",0.686105,-0.997287,1.66506,-0.591277,2.32348,0.149391,1.13722,0.562386,0.617647,2016
"697",1.04342,1.52433,-0.23597,0.970479,0.21154,0.829493,-0.658123,-0.156729,0.529412,2017
"698",0.458722,-0.202805,-0.0458665,-0.502034,-1.18851,-0.407055,-1.32911,-0.438121,0.516129,2017
"699",-0.808127,0.522592,1.85517,0.613506,0.353918,0.180305,1.17349,2.90732,0.3125,2017
"700",0.00395553,0.868019,-0.140918,-1.30522,-1.82921,1.04589,0.611312,0.343525,0.25,2017
"701",0.296305,-1.06637,-0.948857,0.390398,0.0928913,0.149391,0.502503,0.140297,0.794118,2017
"702",-0.74316,0.142622,-0.378547,-1.17136,0.282729,0.365787,-0.168484,-0.625716,0.30303,2017
"703",-0.645711,0.868019,0.239288,-0.814386,1.137,0.211219,-0.277293,0.53112,0.322581,2017
"704",-0.288394,-0.375518,0.429392,-0.234305,0.875971,-0.747106,0.448099,0.171563,0.545455,2017
"705",0.426238,-0.686403,-0.663702,1.0151,-0.903755,-1.11807,-0.259158,-0.875843,0.638889,2017
"706",0.00395553,0.0735368,0.476918,-0.635899,1.46921,-0.0670046,0.992142,0.109031,0.5,2017
"707",1.40074,0.142622,0.00165929,1.32745,0.140351,0.273046,-0.839471,0.374791,0.636364,2018
"708",0.491205,0.833476,-0.616177,0.0780467,-1.16478,-0.747106,-0.658123,0.312259,0.515152,2018
"709",0.556172,0.00445143,1.90269,1.28283,0.401377,0.798579,0.556907,0.968842,0.451613,2018
"710",0.913488,0.868019,1.42743,-1.70682,-1.59192,0.087564,0.230481,-0.782045,0.193548,2018
"711",0.783555,0.453507,1.04723,-0.145061,-0.642729,-0.808934,1.73567,1.06264,0.354839,2018
"712",0.296305,0.868019,-1.7568,-1.39447,0.377648,0.458529,0.629446,-0.828944,0.575758,2018
"713",0.133889,1.21345,0.33434,-1.03749,-0.357973,-0.314314,0.448099,-0.735147,0.363636,2018
"714",0.881005,0.937105,-0.521125,0.836614,0.994619,-0.283401,1.37297,0.312259,0.6875,2018
"715",-0.223428,-0.582775,0.429392,1.19359,-0.52408,-0.190659,-1.31098,1.17207,0.4375,2018
"716",-0.548261,0.280793,1.42743,-1.34984,0.496296,-0.159746,0.33929,1.1408,0.25,2018
"717",0.198855,1.21345,-0.0458665,0.836614,-0.54781,0.736752,-0.567449,0.327892,0.46875,2019
"718",0.263822,0.868019,0.952176,1.23821,-0.761377,-0.190659,-1.92756,0.828146,0.290323,2019
"719",-0.808127,0.315336,2.56805,2.17526,0.306458,0.242133,-0.222889,1.68796,0.34375,2019
"720",0.783555,1.00619,0.096711,0.301155,-1.18851,-0.901675,-0.422371,0.171563,0.387097,2019
"721",-1.32786,0.349879,0.90465,1.14897,-0.00202743,-0.314314,1.04655,1.31277,0.4,2019
"722",-0.223428,1.14436,-0.663702,-1.08212,-0.52408,-1.02533,-0.222889,-1.48553,0.40625,2019
"723",0.945971,0.211708,0.33434,-1.30522,0.116621,-0.0670046,0.502503,-1.21977,0.516129,2019
"724",0.231339,1.24799,-0.331022,1.86291,0.353918,-0.654365,0.974007,0.187196,0.516129,2019
"725",-0.385844,0.384421,2.18785,0.033425,0.140351,-0.53071,0.0491333,0.578019,0.3125,2019
"726",0.523688,0.868019,-1.47164,-0.278926,-1.35462,-0.314314,-1.78248,-1.17287,0.515152,2019
"727",-0.158461,-1.58451,0.0491851,0.0780467,0.94716,0.613097,-0.585584,0.968842,0.588235,2015
"728",-0.320877,0.798934,1.37991,-0.189683,0.140351,-0.283401,0.157942,1.1408,0.206897,2015
"729",-0.190944,-0.997287,-0.140918,0.390398,0.543755,-0.00517715,-0.386102,-0.406855,0.65625,2015
"730",1.49819,0.557135,-1.70927,0.479641,-0.120676,0.427615,0.375559,0.218462,0.689655,2015
"731",-0.970544,-1.34271,-0.426073,1.28283,0.21154,1.2932,1.26416,1.20334,0.548387,2015
"732",-0.0285278,-1.48089,-0.426073,-0.189683,1.01835,0.984062,0.466233,0.734348,0.647059,2015
"733",-0.158461,1.04073,0.33434,0.881236,-0.808837,0.0257366,0.75639,1.20334,0.387097,2015
"734",-0.74316,0.591677,1.42743,1.23821,1.68278,0.489442,2.27971,0.953209,0.448276,2015
"735",-0.0285278,-0.27189,0.00165929,-1.43909,-0.808837,0.30396,-1.02082,-0.406855,0.333333,2015
"736",0.783555,-0.133719,-0.283496,-1.08212,0.94716,-0.0360909,1.20976,-0.59445,0.606061,2015
"737",0.458722,0.62622,-0.283496,0.122668,0.116621,0.273046,1.48178,0.296626,0.5625,2015
"738",0.913488,-1.13546,-1.51917,-0.859007,-0.191865,0.273046,-0.712528,-0.37559,0.735294,2016
"739",0.751071,-1.13546,0.571969,-0.94825,-0.310513,-0.994416,0.0491333,0.593652,0.588235,2016
"740",-0.320877,0.280793,-0.0933924,-0.680521,-0.286784,-0.345228,1.02841,0.171563,0.4375,2016
"741",0.588655,0.315336,-2.42216,-1.21598,-0.666459,0.613097,-0.821337,0.0621323,0.466667,2016
"742",-0.353361,0.177165,-0.616177,1.0151,0.425107,2.28244,1.62686,1.26587,0.482759,2016
"743",-0.288394,0.315336,-0.568651,-0.814386,1.137,-0.468883,0.992142,0.0464994,0.580645,2016
"744",-1.49028,0.384421,-0.0933924,0.970479,-0.334243,0.520356,0.284886,0.593652,0.375,2016
"745",-0.678194,-0.375518,-0.0933924,0.568884,0.662404,-0.561624,1.30043,1.01574,0.566667,2016
"746",1.40074,-0.168262,-0.853806,-1.84068,-1.04613,-1.14898,0.520638,-0.203627,0.647059,2016
"747",0.913488,0.315336,-0.996383,-0.591277,-0.334243,-1.51995,-0.0415407,-0.938375,0.516129,2016
"748",-0.74316,0.660763,-0.378547,-0.680521,0.306458,-1.24173,1.68126,0.578019,0.366667,2016
"749",1.69309,0.315336,-0.711228,-0.859007,0.0217023,-0.499797,0.502503,-0.297425,0.771429,2017
"750",1.23832,-0.479147,0.571969,-0.635899,-0.357973,-0.345228,0.103538,0.171563,0.636364,2017
"751",-0.613227,1.04073,-0.663702,0.613506,-0.191865,-0.407055,0.230481,-0.0941969,0.419355,2017
"752",0.263822,-0.65186,0.524443,-0.502034,0.92343,-0.0979183,0.502503,1.26587,0.566667,2017
"753",0.588655,1.1789,-1.89937,-1.52833,-0.618999,1.38594,0.0128637,-0.344324,0.533333,2017
"754",-0.353361,0.10808,-0.758754,1.28283,1.01835,1.69508,0.139807,2.50087,0.551724,2017
"755",-0.418327,0.453507,0.667021,0.925857,-1.04613,0.705838,0.448099,0.812513,0.366667,2017
"756",-1.13296,0.24625,0.381866,0.836614,0.994619,-0.437969,1.04655,0.781247,0.517241,2017
"757",1.0759,-0.962744,-0.616177,-0.234305,-0.880026,-0.561624,-0.150349,-0.328691,0.666667,2017
"758",1.4657,0.384421,-0.0933924,-1.97455,-0.0732165,-1.24173,0.683851,-1.1885,0.515152,2017
"759",0.328789,1.35162,-0.521125,-0.145061,0.425107,-0.932589,0.0854029,-0.0941969,0.516129,2017
"760",0.523688,1.4207,0.524443,-0.0558182,-0.54781,-0.376142,-0.567449,0.671816,0.451613,2018
"761",0.491205,-0.237348,-0.140918,-0.859007,-0.310513,-0.623451,-0.241023,-0.75078,0.612903,2018
"762",-0.84061,0.764391,-0.521125,-0.814386,0.0928913,-0.932589,0.375559,-0.438121,0.533333,2018
"763",0.361272,0.833476,-0.80628,-0.323548,0.425107,0.458529,-0.150349,-1.1885,0.636364,2018
"764",0.491205,-0.893659,0.00165929,0.658128,0.258999,0.984062,-0.966415,-0.500653,0.709677,2018
"765",-0.385844,0.349879,0.00165929,-0.278926,0.496296,0.30396,-0.367967,-0.21926,0.515152,2018
"766",0.0689221,0.453507,0.286814,-0.234305,-0.52408,-1.14898,-1.36538,-0.985273,0.5,2018
"767",-0.125978,1.45525,-0.80628,-0.546656,-0.263054,-0.221573,-0.259158,-0.21926,0.4,2018
"768",0.361272,-0.064634,-0.331022,-0.234305,-1.63938,-0.963502,-0.658123,-0.735147,0.466667,2018
"769",1.75805,-0.202805,-0.996383,-2.33152,-0.357973,-0.53071,0.466233,-1.31356,0.69697,2018
"770",-0.190944,1.4207,-1.47164,0.479641,0.0928913,-0.716193,-0.0778102,-0.172362,0.566667,2018
"771",-0.548261,-1.58451,-0.663702,0.211911,-0.998674,0.118478,-1.23844,-0.656982,0.548387,2019
"772",0.621138,-0.962744,0.714547,-0.323548,-0.429162,-0.283401,0.556907,-0.688248,0.5,2019
"773",0.198855,0.24625,-0.996383,-0.368169,0.330188,-1.45812,0.0672681,-0.578818,0.6875,2019
"774",0.491205,0.00445143,-1.18649,0.033425,0.401377,1.10772,0.992142,-0.938375,0.71875,2019
"775",-0.450811,0.24625,0.999702,0.658128,1.18446,1.66416,-0.11408,-0.438121,0.535714,2019
"776",-0.0934944,0.902562,-1.09143,0.16729,0.92343,0.334874,-0.49491,0.171563,0.709677,2019
"777",-0.418327,0.349879,0.00165929,-0.859007,0.16408,-1.30355,0.0309985,-0.141096,0.5,2019
"778",0.881005,0.62622,-0.711228,-0.323548,-0.500351,-0.870761,-1.45605,0.671816,0.53125,2019
"779",-0.418327,0.24625,0.619495,-0.0558182,-0.263054,-0.654365,-0.241023,-0.563185,0.466667,2019
"780",1.0759,-1.13546,-0.616177,-1.43909,-0.286784,-1.1799,-1.52859,-1.25103,0.78125,2019
"781",-0.613227,0.695306,1.42743,-1.52833,0.0928913,-0.592538,0.393694,-0.766413,0.258065,2019
"782",-1.84759,-0.65186,1.90269,1.0151,1.20819,1.41685,1.04655,1.81302,0.3,2015
"783",-0.93806,1.52433,-0.140918,0.301155,-0.951215,2.6534,-0.730663,1.1877,0.233333,2015
"784",-0.710677,-0.444604,0.476918,-0.992872,0.591215,0.705838,-0.549315,0.187196,0.470588,2015
"785",-2.78961,1.1789,1.47496,-0.0558182,-0.59527,1.84965,0.593177,0.0152336,0.0689655,2015
"786",-1.19793,-1.51543,2.99579,1.23821,0.994619,1.57142,1.60872,0.828146,0.448276,2015
"787",0.588655,0.349879,2.23537,1.19359,1.46921,0.736752,2.26158,0.984475,0.545455,2015
"788",-3.14692,1.10982,-1.18649,1.32745,1.30311,1.32411,-0.259158,1.31277,0.225806,2015
"789",0.718588,-0.686403,0.952176,-0.278926,1.18446,0.273046,1.48178,0.718715,0.5625,2015
"790",-1.71766,0.10808,2.33043,0.0780467,1.137,1.50959,0.502503,0.953209,0.233333,2015
"791",1.0759,-2.75897,0.524443,0.702749,0.401377,0.396701,0.484368,0.984475,0.733333,2015
"792",-1.91256,1.00619,2.85321,2.75534,0.16408,1.2932,-0.0596754,2.45397,0.241379,2015
"793",-2.43229,0.315336,0.33434,0.658128,0.18781,1.13863,-0.313562,0.249727,0.290323,2015
"794",-0.905577,-0.133719,-0.0933924,-0.278926,0.638674,1.91147,-0.639989,-0.0472981,0.4,2016
"795",-1.84759,0.937105,-0.473599,-0.234305,0.330188,1.63325,0.484368,1.29713,0.241379,2016
"796",-1.65269,0.522592,1.14228,0.568884,-0.500351,2.8698,-0.98455,1.01574,0.166667,2016
"797",-1.65269,0.0735368,1.80764,0.747371,-0.927485,0.520356,1.44551,0.578019,0.222222,2016
"798",-2.04249,-0.306433,0.762073,0.122668,0.781052,1.94239,2.5336,0.280993,0.333333,2016
"799",-0.223428,1.00619,2.04527,0.0780467,0.496296,0.0566503,0.502503,2.29764,0.290323,2016
"800",-1.91256,0.211708,-0.948857,0.970479,0.258999,1.35503,0.230481,0.578019,0.266667,2016
"801",-0.385844,0.0389941,-0.473599,0.211911,0.686133,1.47868,1.26416,1.10954,0.46875,2016
"802",-1.32786,0.418964,0.381866,-0.189683,0.116621,0.613097,0.448099,2.14131,0.322581,2016
"803",-0.710677,-0.0300913,0.809598,-0.0558182,1.08954,0.489442,0.75639,0.484221,0.344828,2016
"804",-1.55524,-0.202805,1.52249,1.59518,-0.832566,0.396701,0.955873,0.968842,0.466667,2016
"805",-0.0285278,0.211708,-0.80628,-0.502034,-0.0494868,0.582183,0.0491333,0.609285,0.53125,2016
"806",-1.00303,1.04073,-0.473599,0.43502,0.425107,1.88056,-1.14776,0.812513,0.333333,2017
"807",-1.94504,1.48979,0.191763,0.122668,-0.310513,1.10772,0.992142,0.812513,0.266667,2017
"808",-0.678194,0.764391,0.429392,0.747371,-0.191865,2.37518,-0.803202,0.671816,0.333333,2017
"809",-1.10048,1.07528,-0.0933924,0.122668,-0.713918,1.60234,0.556907,-0.141096,0.25,2017
"810",-1.23041,-0.168262,0.429392,0.568884,0.306458,-0.0670046,-0.204754,1.2346,0.482759,2017
"811",-2.10746,-0.133719,1.33238,-0.189683,0.709863,1.16954,1.60872,0.15593,0.3125,2017
"812",-0.483294,0.937105,-0.331022,0.301155,-0.52408,1.2932,-0.367967,0.953209,0.4375,2017
"813",-2.39981,-0.410061,0.524443,0.658128,1.30311,0.520356,0.593177,1.04701,0.482759,2017
"814",-0.808127,-0.720945,0.857124,-0.859007,0.0928913,-0.190659,0.629446,0.562386,0.53125,2017
"815",-0.74316,1.04073,1.42743,-1.92993,0.591215,1.04589,-0.204754,0.64055,0.1,2017
"816",-0.125978,0.971647,-0.426073,0.301155,-0.405432,1.94239,-0.404236,-0.48502,0.481481,2017
"817",-0.808127,1.45525,-0.331022,-0.457413,-0.286784,1.94239,-0.748797,0.671816,0.37931,2017
"818",-0.125978,-0.513689,0.762073,-0.457413,0.852241,0.30396,1.20976,0.53112,0.6,2018
"819",-2.13994,-0.306433,0.857124,-0.323548,-1.66311,0.736752,-1.34725,0.437322,0.15625,2018
"820",-0.84061,2.00793,1.95022,-0.189683,-0.00202743,1.2932,-1.09336,0.140297,0.133333,2018
"821",-0.873094,1.21345,0.381866,0.033425,-0.429162,2.15878,-0.440506,0.218462,0.272727,2018
"822",-0.353361,-0.410061,-0.853806,-0.769764,-0.144406,0.0566503,-0.132215,0.140297,0.59375,2018
"823",-0.353361,1.14436,-0.331022,0.0780467,-0.0969462,1.66416,-0.00527108,0.546753,0.322581,2018
"824",-2.20491,1.59342,0.33434,-1.17136,-0.263054,1.60234,-0.875741,-0.469387,0.233333,2018
"825",-1.39283,0.62622,0.00165929,0.836614,0.994619,0.365787,0.865199,1.07827,0.433333,2018
"826",-0.158461,-0.0300913,1.14228,0.702749,0.543755,0.087564,-0.585584,1.29713,0.466667,2018
"827",0.426238,0.488049,0.381866,-0.278926,-0.357973,-0.283401,0.538773,-0.516286,0.606061,2018
"828",-0.580744,2.24973,-0.948857,1.0151,-0.618999,1.94239,-0.94828,-0.625716,0.5,2018
"829",-1.03551,2.21518,-0.0933924,0.122668,0.0217023,1.01498,0.248616,-0.187994,0.333333,2018
"830",-0.515777,-0.790031,1.33238,0.479641,0.994619,0.613097,0.466233,0.280993,0.482759,2019
"831",-1.42531,0.0389941,2.18785,-0.859007,-0.785107,-0.190659,0.575042,-0.187994,0.242424,2019
"832",-3.21189,0.798934,0.144237,0.122668,-0.357973,0.644011,-1.6374,0.687449,0.206897,2019
"833",-0.255911,-0.548232,2.80568,1.37207,-0.334243,0.891321,-0.621854,0.890677,0.413793,2019
"834",-0.450811,0.591677,-0.901332,0.524263,-0.0257571,1.20046,-0.132215,0.468588,0.548387,2019
"835",-2.07498,1.48979,0.952176,0.16729,-1.54446,0.674925,-1.12963,0.280993,0.233333,2019
"836",-2.01001,1.14436,-0.378547,2.35375,0.591215,1.7569,-0.0415407,0.79688,0.321429,2019
"837",-0.0934944,-0.306433,0.762073,0.925857,-0.452891,-0.190659,0.665716,1.21897,0.666667,2019
"838",0.393755,-0.444604,0.33434,0.925857,-0.52408,1.60234,-0.621854,-0.438121,0.633333,2019
"839",-0.613227,1.28253,0.571969,0.301155,-0.310513,1.57142,-1.69181,-0.234893,0.366667,2019
"840",-0.873094,2.18064,0.999702,0.791992,0.543755,0.211219,0.937738,0.812513,0.25,2019
"841",-2.46478,0.0735368,0.809598,1.46132,0.638674,-0.159746,0.593177,1.78175,0.25,2015
"842",0.718588,1.6625,1.71259,-0.769764,-1.42581,0.767666,-0.095945,-0.672615,0.266667,2015
"843",0.718588,-0.237348,0.286814,0.568884,-0.832566,-0.468883,1.77194,-0.531919,0.657143,2015
"844",-0.483294,-1.06637,0.571969,0.836614,1.63532,-0.0670046,0.0491333,0.859411,0.617647,2015
"845",-0.158461,-0.513689,1.04723,0.970479,-0.690188,0.674925,1.40924,0.437322,0.466667,2015
"846",1.10839,-0.306433,1.09475,0.702749,-0.144406,0.798579,-0.222889,-0.719514,0.628571,2015
"847",-1.45779,-0.168262,0.381866,-0.992872,0.0928913,0.149391,-0.513045,0.312259,0.310345,2015
"848",-1.36034,0.453507,0.999702,1.19359,0.496296,-1.02533,1.17349,0.937576,0.34375,2015
"849",-2.23739,-0.133719,3.18589,-0.725142,-1.04613,-0.870761,0.683851,2.71973,0.129032,2016
"850",0.263822,0.62622,0.857124,-1.79606,-0.903755,-0.53071,-0.168484,-0.672615,0.2,2016
"851",1.14087,-1.44634,-0.23597,-0.10044,-1.14105,-1.39629,2.24344,-0.844577,0.727273,2016
"852",-0.710677,-0.582775,-0.0933924,0.836614,0.16408,-0.407055,-0.658123,0.562386,0.548387,2016
"853",-1.68518,-0.997287,-0.0458665,-0.368169,-0.476621,-1.14898,1.26416,1.4222,0.451613,2016
"854",-0.515777,-0.168262,0.096711,1.59518,-1.61565,0.334874,-0.367967,0.249727,0.451613,2016
"855",-1.23041,0.488049,-0.0458665,-0.457413,-0.310513,-0.437969,0.865199,-0.10983,0.387097,2016
"856",0.393755,0.280793,0.33434,1.19359,0.567485,-1.21081,0.865199,1.57853,0.6875,2016
"857",-0.450811,-0.410061,1.52249,-0.10044,-0.713918,-0.0360909,1.37297,0.953209,0.40625,2017
"858",-0.580744,1.04073,-0.521125,-0.457413,-0.59527,0.613097,-0.98455,-0.641349,0.241379,2017
"859",-0.353361,-0.168262,-0.378547,-0.0558182,-0.52408,-0.747106,2.04396,0.953209,0.516129,2017
"860",0.491205,-2.10265,-0.0458665,0.16729,0.258999,-0.314314,-0.839471,-0.344324,0.823529,2017
"861",-0.678194,-0.755488,-0.426073,-0.368169,-1.63938,-0.0670046,-0.676258,1.25023,0.366667,2017
"862",1.75805,0.591677,-0.663702,1.0151,-2.06651,-1.14898,-0.676258,-0.203627,0.6,2017
"863",0.361272,0.10808,-0.140918,-1.08212,0.852241,-1.51995,-0.132215,-0.281792,0.53125,2017
"864",-1.03551,0.142622,-0.663702,1.0151,-2.75467,-0.376142,-0.0596754,-1.3761,0.482759,2017
"865",-0.710677,0.729848,-0.521125,0.747371,0.0454319,0.582183,0.157942,-0.187994,0.53125,2017
"866",-0.320877,-0.824574,0.619495,0.747371,0.472566,-0.159746,0.593177,0.124664,0.625,2018
"867",0.166372,0.522592,-0.711228,-0.769764,-1.35462,-0.499797,-0.404236,-1.61059,0.515152,2018
"868",-0.385844,-0.0991767,1.04723,1.0151,-1.28343,-1.05624,0.0128637,-0.297425,0.566667,2018
"869",-0.0285278,-0.375518,0.096711,-0.234305,-0.785107,0.613097,-0.132215,0.546753,0.5625,2018
"870",-0.125978,0.453507,0.667021,0.524263,-0.405432,-1.82909,-0.0778102,1.1408,0.448276,2018
"871",-0.158461,-0.893659,-0.616177,-1.70682,0.899701,-1.14898,-1.31098,-0.688248,0.5625,2018
"872",-0.450811,-0.0991767,-0.568651,-0.725142,-1.14105,-2.29279,-0.585584,-1.43863,0.533333,2018
"873",0.751071,0.142622,0.00165929,0.568884,-0.808837,-0.159746,-0.386102,-0.10983,0.625,2018
"874",0.296305,-0.548232,1.18981,0.390398,-0.618999,-0.468883,0.393694,1.45346,0.5,2018
