"","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","WR","YEAR"
"1961",-1.32786,0.00445143,0.619495,1.50594,0.235269,0.922234,-0.766932,1.07827,0.3,2013
"1962",-0.385844,0.695306,0.714547,1.0151,0.18781,1.72599,0.992142,0.703082,0.3,2013
"1963",-1.62021,0.62622,-0.901332,0.390398,-0.832566,0.674925,-0.0234059,0.484221,0.290323,2013
"1964",-0.710677,-0.790031,2.2829,1.23821,-0.59527,1.04589,-0.0234059,1.57853,0.290323,2013
"1965",-1.36034,1.38616,0.619495,1.10434,-0.52408,1.84965,-0.53118,-0.203627,0.290323,2013
"1966",-1.55524,-0.237348,1.57001,0.390398,0.97089,1.54051,-0.422371,0.499854,0.290323,2013
"1967",-1.26289,-0.133719,0.476918,0.524263,-0.0257571,0.118478,0.139807,1.2815,0.28125,2013
"1968",-2.46478,-1.96448,1.66506,0.211911,-0.00202743,2.00421,0.647581,1.90682,0.28125,2013
"1969",-0.74316,-0.27189,-0.426073,0.658128,-0.0732165,-0.77802,-0.150349,1.1877,0.384615,2013
"1970",-1.00303,0.488049,0.952176,1.46132,0.18781,0.211219,0.157942,2.751,0.384615,2013
"1971",-0.970544,0.384421,2.61558,1.28283,1.42175,1.57142,0.665716,1.71922,0.37037,2013
"1972",-0.418327,-0.686403,2.04527,-0.323548,0.733593,1.16954,-0.0415407,-0.250526,0.357143,2013
"1973",-0.0934944,0.142622,0.096711,-0.591277,-0.856296,0.180305,-0.730663,-1.15724,0.357143,2013
"1974",-0.84061,-0.65186,1.42743,-0.635899,0.258999,0.273046,-0.222889,-0.078564,0.344828,2013
"1975",-1.84759,-0.375518,0.381866,1.32745,0.686133,0.736752,0.230481,0.79688,0.344828,2013
"1976",0.523688,1.93884,0.667021,-0.457413,-1.14105,2.34427,-1.02082,-0.891476,0.344828,2013
"1977",-0.515777,1.69704,0.524443,0.524263,0.377648,1.10772,0.883333,-0.000399365,0.333333,2013
"1978",-0.84061,0.418964,0.714547,-1.34984,-0.191865,-0.77802,-0.658123,-1.07907,0.333333,2013
"1979",-1.84759,-0.237348,0.096711,-0.502034,0.377648,-0.747106,0.466233,2.54777,0.322581,2013
"1980",-0.483294,-0.064634,0.999702,0.122668,-0.54781,1.10772,0.919603,-0.438121,0.322581,2013
"1981",-2.13994,-0.133719,1.52249,0.658128,0.638674,1.01498,1.10095,-0.10983,0.322581,2013
"1982",-0.353361,-0.686403,0.286814,-1.2606,0.0217023,1.78782,-0.458641,0.218462,0.322581,2013
"1983",0.263822,0.591677,1.14228,0.613506,-0.59527,1.50959,-0.585584,0.280993,0.322581,2013
"1984",-1.78263,0.971647,1.04723,3.06769,0.116621,1.7569,-0.404236,1.04701,0.322581,2013
"1985",-1.71766,0.453507,0.667021,1.0151,0.804782,0.891321,-0.095945,0.875044,0.3125,2013
"1986",-1.71766,-0.064634,2.90074,1.6398,0.282729,2.03513,1.13722,-1.40736,0.3125,2013
"1987",-0.970544,0.868019,0.90465,0.791992,0.401377,1.50959,0.33929,-0.0629311,0.3125,2013
"1988",-0.93806,-0.168262,1.42743,1.50594,1.82516,0.334874,0.230481,0.671816,0.423077,2013
"1989",-0.580744,-0.0991767,0.096711,1.05972,-0.974944,0.674925,-1.11149,0.140297,0.407407,2013
"1990",-1.97753,-0.962744,2.99579,1.77367,0.567485,1.0768,0.538773,1.07827,0.407407,2013
"1991",-1.06799,-1.03183,1.28486,-0.189683,-0.00202743,0.334874,0.284886,0.296626,0.392857,2013
"1992",-0.223428,0.384421,-0.521125,-0.0111966,0.638674,2.37518,-0.730663,-0.641349,0.392857,2013
"1993",-0.678194,1.86976,-0.80628,1.10434,-0.0257571,0.180305,0.502503,0.749981,0.392857,2013
"1994",-0.645711,0.211708,0.524443,0.345776,0.97089,2.1897,-0.893876,0.937576,0.392857,2013
"1995",-1.62021,-0.444604,-0.378547,0.16729,0.591215,2.56066,-0.766932,0.15593,0.392857,2013
"1996",0.913488,0.557135,1.18981,-1.97455,0.899701,-0.0979183,0.556907,-0.625716,0.37931,2013
"1997",0.458722,1.00619,0.714547,0.16729,0.496296,0.0566503,-0.241023,-0.21926,0.37931,2013
"1998",-0.970544,0.729848,1.18981,1.10434,0.614944,0.922234,-0.748797,1.62542,0.37931,2013
"1999",-1.03551,0.591677,2.14032,-0.0111966,1.51667,0.767666,1.82634,1.57853,0.37931,2013
"2000",-1.39283,-0.168262,0.381866,-0.10044,-0.690188,0.767666,0.266751,1.25023,0.37931,2013
"2001",-1.75014,-0.0300913,-0.23597,1.0151,-0.452891,1.69508,0.701986,0.703082,0.37931,2013
"2002",-0.84061,0.591677,0.00165929,0.033425,-0.0969462,0.767666,1.31857,0.843778,0.366667,2013
"2003",-1.06799,-0.720945,0.571969,0.613506,0.258999,0.644011,-1.583,-0.0941969,0.366667,2013
"2004",-1.78263,-0.790031,0.952176,-0.0558182,1.01835,1.01498,1.26416,-0.078564,0.366667,2013
"2005",-0.548261,0.522592,0.667021,0.702749,0.804782,1.57142,-0.676258,0.687449,0.366667,2013
"2006",-1.26289,1.1789,0.619495,-0.0558182,1.08954,-0.53071,1.53619,-0.344324,0.366667,2013
"2007",-1.10048,0.937105,1.33238,1.19359,0.662404,1.47868,0.647581,0.984475,0.354839,2013
"2008",0.0689221,1.38616,1.23733,1.19359,0.21154,0.087564,-0.0596754,0.437322,0.354839,2013
"2009",-0.808127,0.488049,0.524443,1.28283,0.567485,1.91147,-0.513045,0.218462,0.34375,2013
"2010",-0.613227,-0.340976,0.524443,-1.52833,-0.737648,-0.77802,-1.25657,-0.281792,0.34375,2013
"2011",-0.385844,1.07528,0.857124,0.702749,-0.54781,0.365787,-0.567449,0.624918,0.34375,2013
"2012",-0.678194,0.384421,0.286814,0.925857,-0.57154,1.2932,0.357425,0.452955,0.333333,2013
"2013",-1.32786,-1.72268,1.33238,1.14897,1.06581,0.736752,1.22789,1.07827,0.48,2013
"2014",-0.74316,-0.202805,1.37991,-0.0558182,0.282729,-0.747106,-0.0415407,-0.125463,0.444444,2013
"2015",-1.32786,0.10808,-0.426073,0.16729,0.18781,0.520356,0.484368,-1.11034,0.444444,2013
"2016",-0.808127,-0.202805,0.999702,1.50594,-0.54781,1.94239,0.883333,0.171563,0.428571,2013
"2017",-1.10048,0.660763,1.66506,0.791992,1.35056,0.087564,1.51805,0.859411,0.413793,2013
"2018",1.20584,-0.410061,0.619495,-1.12674,-0.191865,0.891321,0.556907,-0.735147,0.413793,2013
"2019",-1.06799,1.59342,0.191763,1.59518,1.56413,0.458529,0.72012,0.781247,0.413793,2013
"2020",1.20584,1.38616,-0.283496,1.86291,-1.0224,2.37518,0.176077,0.280993,0.4,2013
"2021",-0.483294,0.24625,-0.23597,0.524263,1.18446,1.35503,-0.53118,0.468588,0.4,2013
"2022",-0.808127,0.937105,0.429392,0.881236,-0.263054,-0.376142,-0.694393,0.406057,0.4,2013
"2023",-1.23041,0.0735368,1.33238,0.702749,0.875971,0.767666,0.321155,0.734348,0.4,2013
"2024",-1.71766,-0.962744,-0.473599,0.43502,0.235269,1.54051,-0.966415,-0.672615,0.387097,2013
"2025",-0.580744,-0.0991767,1.99774,0.256533,1.96754,2.03513,1.89888,0.562386,0.387097,2013
"2026",-0.710677,-0.824574,0.667021,-1.39447,-0.239324,0.180305,-0.893876,-0.563185,0.387097,2013
"2027",0.231339,-0.617317,1.61754,-0.0111966,0.401377,2.6534,-0.875741,0.26536,0.387097,2013
"2028",-0.74316,-0.064634,0.096711,0.791992,1.25565,1.72599,-0.658123,1.92245,0.387097,2013
"2029",-1.84759,-0.859116,0.762073,1.59518,-0.808837,-0.77802,-1.20217,0.546753,0.387097,2013
"2030",-1.29538,-0.133719,0.667021,0.836614,0.377648,1.50959,0.157942,0.343525,0.387097,2013
"2031",-2.78961,-1.10092,1.37991,1.10434,2.20483,1.20046,-0.349832,1.39093,0.387097,2013
"2032",0.166372,-0.997287,2.37795,-0.680521,1.37429,0.922234,0.72012,0.312259,0.375,2013
"2033",-0.418327,-0.444604,0.429392,0.970479,-0.0494868,1.7569,0.103538,1.3284,0.375,2013
"2034",-1.29538,0.315336,-0.140918,1.68442,0.472566,0.798579,0.810794,1.87555,0.375,2013
"2035",-1.49028,0.315336,-1.04391,0.211911,0.330188,1.0768,-1.81875,0.280993,0.363636,2013
"2036",0.978455,-0.962744,-0.378547,1.10434,-1.42581,-0.345228,2.46106,-0.656982,0.75,2015
"2037",0.426238,-0.686403,-2.08948,-1.12674,-0.239324,-1.14898,0.520638,-1.53243,0.777778,2016
"2038",0.361272,-0.306433,-1.13896,1.23821,0.92343,-0.561624,-0.422371,0.312259,0.694444,2016
"2039",0.296305,-1.75723,-1.09143,0.345776,0.828511,0.0566503,0.847064,1.59416,0.714286,2017
"2040",0.393755,0.10808,-1.61422,1.77367,0.401377,-0.407055,-0.803202,0.90631,0.764706,2018
"2041",0.231339,-2.68988,-1.42412,-0.323548,1.18446,-1.6436,0.0672681,-0.969641,0.882353,2015
"2042",1.59564,-0.928202,-1.13896,-0.591277,0.567485,0.087564,0.865199,-0.563185,0.756757,2017
"2043",1.23832,-0.755488,-1.09143,0.390398,1.06581,0.087564,0.701986,0.390424,0.742857,2017
"2044",0.491205,-1.51543,-1.28154,0.43502,1.75397,-0.314314,-0.095945,0.624918,0.735294,2017
"2045",1.20584,-0.340976,-2.23205,0.033425,-0.476621,0.396701,-1.07522,-1.26667,0.722222,2017
"2046",0.816038,-1.37726,-1.47164,0.925857,-0.239324,-1.55086,-1.54673,-0.156729,0.676471,2017
"2047",0.686105,0.00445143,-0.948857,-1.03749,1.92008,-1.24173,-1.18403,-1.3761,0.702703,2018
"2048",0.751071,0.522592,-0.711228,0.925857,-0.808837,-0.376142,-0.785067,-0.625716,0.757576,2018
"2049",-0.125978,-2.06811,1.09475,0.568884,1.89635,0.860407,0.466233,-1.36046,0.676471,2015
"2050",0.523688,-1.92994,-1.13896,-0.189683,-0.168135,-0.128832,-0.893876,0.0933982,0.694444,2016
"2051",0.686105,-1.68814,-1.61422,0.702749,1.46921,-0.0360909,-0.367967,-0.891476,0.833333,2017
"2052",0.426238,-2.34445,-0.80628,1.32745,2.1811,-0.407055,0.266751,-1.25103,0.861111,2018
"2053",1.10839,-1.58451,-0.568651,0.211911,1.06581,-1.14898,-0.349832,1.06264,0.771429,2018
"2054",0.978455,-1.61906,-0.521125,-0.278926,0.0454319,0.0257366,1.95329,-0.875843,0.727273,2019
"2055",-0.580744,-1.54997,-0.758754,0.122668,1.49294,0.242133,0.629446,-0.891476,0.647059,2015
"2056",0.426238,-1.58451,0.096711,-0.635899,-0.0969462,0.30396,1.80821,-1.04781,0.8,2015
"2057",1.40074,-1.27363,-0.80628,1.32745,0.994619,0.767666,0.0309985,-1.0947,0.685714,2015
"2058",0.458722,-0.720945,-1.85185,0.0780467,0.614944,0.55127,-0.277293,-1.53243,0.666667,2016
"2059",1.33577,-1.17,0.857124,-1.21598,-0.0257571,-0.685279,-0.186619,-0.0160323,0.571429,2017
"2060",-0.0610111,-1.37726,-1.28154,-0.323548,0.353918,0.334874,-0.730663,0.202829,0.666667,2017
"2061",2.27779,-2.55171,0.239288,-1.79606,1.82516,-0.901675,0.248616,-0.641349,0.857143,2018
"2062",1.36825,-0.479147,-0.758754,-0.323548,0.21154,-1.33447,-0.621854,-0.828944,0.735294,2018
"2063",0.913488,0.488049,-0.711228,-0.10044,0.116621,-0.0360909,1.40924,-0.938375,0.657143,2019
"2064",0.491205,-1.44634,0.33434,-2.01917,1.137,-1.45812,-0.313562,-1.2823,0.676471,2019
"2065",-0.548261,-0.202805,-0.758754,-0.769764,0.496296,-0.345228,1.2823,-1.03217,0.611111,2019
"2066",0.133889,-0.617317,0.00165929,-0.189683,-0.405432,-1.11807,-0.150349,-0.469387,0.571429,2019
"2067",-0.158461,-1.8954,0.239288,-0.502034,1.32683,0.644011,1.46365,-0.156729,0.75,2015
"2068",1.6606,-0.375518,-2.18453,0.390398,-0.856296,0.644011,-1.25657,-1.43863,0.685714,2017
"2069",0.426238,-0.340976,0.476918,-0.0111966,2.03873,-0.0360909,-0.404236,0.26536,0.588235,2019
"2070",0.881005,-0.790031,0.0491851,-0.189683,0.18781,-0.499797,-0.367967,-1.0947,0.722222,2019
"2071",0.166372,-0.893659,-0.80628,-0.591277,-0.832566,-0.53071,-0.585584,-1.82945,0.588235,2019
"2072",-0.483294,-1.17,-0.80628,0.390398,1.27938,-1.30355,1.13722,-0.21926,0.676471,2015
"2073",0.458722,-1.03183,0.239288,0.702749,1.18446,0.458529,1.6994,1.45346,0.666667,2015
"2074",1.75805,-1.58451,-1.13896,1.32745,0.757322,0.520356,1.31857,-0.688248,0.916667,2015
"2075",0.881005,-0.133719,-1.99443,-0.0111966,0.686133,-0.623451,0.865199,0.15593,0.666667,2016
"2076",-0.613227,-0.27189,-1.23401,0.881236,0.258999,0.242133,0.502503,-1.06344,0.685714,2016
"2077",0.491205,-0.790031,-0.616177,0.301155,1.39802,-1.08716,1.30043,-0.187994,0.823529,2016
"2078",2.47269,-0.686403,-0.758754,0.658128,0.21154,-0.53071,0.0854029,-1.98578,0.888889,2017
"2079",1.33577,0.62622,-1.42412,0.390398,-0.405432,-1.51995,-1.52859,0.0777652,0.6,2018
"2080",0.978455,0.0735368,-0.426073,-0.412791,1.18446,-0.345228,0.121672,-0.782045,0.647059,2018
"2081",1.95295,-0.064634,-0.711228,-1.30522,0.21154,-1.98366,1.17349,-1.43863,0.828571,2018
"2082",1.0759,0.10808,-0.853806,-0.278926,0.235269,-0.561624,-0.0234059,-1.03217,0.722222,2019
"2083",1.95295,-0.410061,-0.711228,0.836614,-0.974944,-0.963502,-1.41978,-0.328691,0.878788,2019
"2084",0.653622,-1.79177,-0.283496,0.524263,0.258999,-0.963502,1.97142,0.843778,0.8125,2016
"2085",0.458722,-2.06811,-0.568651,-0.859007,1.04208,-0.77802,-1.05709,-0.281792,0.861111,2019
"2086",-0.74316,-0.859116,0.667021,0.479641,1.16073,1.10772,0.212346,-0.187994,0.542857,2015
"2087",0.588655,-0.237348,-0.758754,0.345776,-0.144406,-1.1799,0.0672681,1.1877,0.69697,2016
"2088",1.36825,-0.755488,-1.47164,0.524263,0.18781,-1.76726,-0.821337,0.53112,0.885714,2017
"2089",1.56315,-0.064634,-0.711228,-0.10044,-1.63938,0.860407,-0.259158,-0.922742,0.714286,2018
"2090",0.751071,-1.17,0.571969,-0.368169,2.37094,-1.61269,1.30043,-0.234893,0.758621,2016
"2091",1.59564,-0.444604,-1.04391,-0.234305,0.614944,-0.128832,-0.839471,0.734348,0.771429,2018
"2092",1.14087,-0.962744,-1.28154,0.747371,0.567485,-0.808934,-0.331697,-0.453754,0.914286,2019
"2093",1.95295,-1.54997,-0.426073,0.256533,-0.54781,-0.808934,0.955873,-1.21977,0.885714,2015
"2094",1.0759,-0.479147,-1.66174,-0.0558182,-2.75467,-0.654365,-0.0778102,-1.56369,0.628571,2016
"2095",-0.320877,-1.86085,-1.89937,2.0414,0.567485,-1.82909,0.520638,1.65669,0.735294,2016
"2096",1.40074,-2.17174,-1.18649,0.301155,1.16073,-1.6436,1.06468,0.0464994,0.885714,2017
"2097",-1.06799,-2.27537,-0.0458665,1.10434,1.51667,0.0566503,0.30302,-1.423,0.742857,2015
"2098",1.59564,-1.23909,-0.711228,0.345776,0.638674,0.365787,-0.186619,-1.15724,0.903226,2019
"2099",0.783555,-0.720945,-0.853806,-0.859007,0.21154,0.613097,-0.98455,0.0933982,0.714286,2015
"2100",1.69309,-0.720945,-0.23597,-1.48371,-0.0257571,-0.53071,0.611312,-1.84508,0.742857,2016
"2101",0.751071,0.00445143,-1.42412,-0.323548,0.401377,0.582183,0.411829,-1.68876,0.722222,2017
"2102",0.718588,-0.893659,0.524443,2.48761,-0.0494868,1.66416,0.0309985,-0.125463,0.75,2019
"2103",0.686105,-1.48089,-1.13896,2.0414,0.16408,1.63325,0.575042,0.781247,0.705882,2015
"2104",0.653622,-1.44634,-1.47164,1.05972,-0.618999,-0.00517715,-0.549315,0.546753,0.848485,2016
"2105",2.47269,-0.064634,-1.23401,0.211911,0.591215,-1.33447,-1.2203,-0.469387,0.9375,2019
"2106",0.0364388,-0.617317,-0.853806,1.6398,1.51667,1.57142,0.502503,0.624918,0.75,2015
"2107",1.17335,-1.92994,-1.18649,-0.278926,1.94381,0.736752,0.593177,0.937576,0.75,2016
"2108",0.491205,-0.790031,-0.996383,-0.0558182,0.614944,1.44777,0.647581,0.671816,0.722222,2017
"2109",0.653622,-0.790031,0.762073,0.033425,0.0217023,0.427615,1.3367,0.26536,0.555556,2018
"2110",0.296305,-0.133719,-1.09143,0.925857,0.662404,-0.468883,0.955873,0.515487,0.764706,2018
"2111",0.296305,-0.479147,-2.08948,0.613506,-0.144406,0.30396,-0.349832,-0.37559,0.617647,2018
"2112",0.296305,-1.17,-0.378547,0.791992,0.97089,0.489442,0.176077,0.437322,0.742857,2018
"2113",-0.0285278,-0.686403,-0.378547,1.68442,0.306458,0.829493,-0.839471,-0.187994,0.555556,2019
"2114",1.59564,-0.202805,-0.473599,3.24618,0.994619,0.365787,-0.0415407,0.843778,0.8,2016
"2115",2.57014,-1.6536,-0.568651,-1.48371,0.899701,-2.35462,-1.2203,-1.2823,0.852941,2017
"2116",0.816038,-1.86085,-1.18649,-0.189683,1.35056,-1.02533,2.24344,0.140297,0.971429,2014
"2117",1.40074,-1.03183,0.191763,-0.992872,1.89635,-0.221573,2.49733,1.67232,0.714286,2014
"2118",1.20584,-1.30817,-0.663702,0.613506,0.781052,-0.252487,1.80821,0.593652,0.852941,2014
"2119",2.92745,-0.548232,-1.7568,-1.70682,-0.381702,-0.53071,-0.11408,-0.281792,0.771429,2014
"2120",-0.548261,-0.720945,-1.85185,1.46132,2.08618,0.613097,0.665716,0.296626,0.823529,2014
"2121",-0.0934944,-1.96448,-0.0458665,1.05972,-0.120676,-0.159746,1.04655,0.124664,0.787879,2014
"2122",0.00395553,-1.06637,-0.853806,0.301155,2.08618,0.55127,1.51805,1.03137,0.705882,2014
"2123",1.17335,-0.340976,-1.23401,0.122668,0.686133,0.736752,1.68126,2.03188,0.705882,2014
"2124",-0.808127,-1.23909,-0.568651,-1.03749,2.44213,0.211219,1.60872,0.968842,0.685714,2014
"2125",1.72557,-1.8954,-0.616177,-0.546656,0.306458,-0.00517715,1.20976,0.593652,0.8,2014
"2126",0.653622,-0.582775,-0.0458665,0.747371,1.5404,1.16954,0.901468,-0.156729,0.69697,2014
"2127",0.263822,-1.17,-1.13896,0.256533,1.87262,-0.159746,1.77194,0.249727,0.722222,2014
"2128",0.718588,-1.34271,-0.521125,1.10434,0.709863,-0.0670046,2.51546,0.234094,0.83871,2014
"2129",1.49819,-0.0991767,-1.47164,-0.680521,0.306458,-0.499797,1.2823,0.843778,0.766667,2014
"2130",0.783555,0.142622,-0.853806,2.21988,2.10991,-0.190659,0.974007,2.48524,0.909091,2014
"2131",1.33577,-1.13546,-0.568651,0.16729,0.638674,0.489442,0.502503,0.968842,0.727273,2014
"2132",1.62812,-1.79177,-0.711228,0.970479,2.015,0.087564,1.13722,-0.766413,0.911765,2013
"2133",0.166372,-1.58451,-0.521125,2.21988,-0.334243,-0.128832,1.71753,0.0308665,0.8,2013
"2134",0.458722,-0.064634,-0.853806,4.40634,1.73024,1.60234,-0.857606,0.859411,0.75,2013
"2135",0.263822,-1.17,0.714547,-0.546656,1.56413,-0.994416,0.701986,0.202829,0.742857,2013
"2136",0.816038,-1.58451,0.952176,1.55056,1.49294,0.489442,0.484368,0.0152336,0.861111,2013
"2137",-0.450811,-1.86085,-0.283496,-0.189683,0.591215,-0.499797,0.139807,-0.922742,0.65625,2013
"2138",-0.775644,-0.479147,-0.521125,1.37207,1.01835,1.0768,-0.639989,0.187196,0.617647,2013
"2139",2.70007,-1.44634,0.096711,-1.12674,-0.120676,-0.716193,-0.0596754,-1.36046,0.777778,2013
"2140",-0.223428,-0.513689,-0.711228,-0.94825,2.86926,-1.95274,1.73567,0.249727,0.727273,2013
"2141",-0.190944,-0.720945,-0.711228,1.28283,1.25565,0.644011,-1.14776,-1.20413,0.685714,2013
"2142",-0.288394,-0.375518,-1.32906,0.658128,0.353918,0.582183,0.194212,-0.10983,0.705882,2013
"2143",1.2708,-0.720945,-0.0933924,-0.0111966,1.16073,-0.314314,-0.277293,-0.328691,0.657143,2013
"2144",-0.190944,-1.54997,1.37991,0.702749,3.39132,1.13863,1.2823,0.296626,0.617647,2013
"2145",-0.613227,-1.99903,0.096711,-0.814386,0.757322,0.365787,-0.603719,-0.359957,0.636364,2013
"2146",-0.255911,-1.27363,-1.32906,1.28283,1.137,0.705838,0.774525,-0.578818,0.75,2013
"2147",1.43322,-0.306433,0.999702,1.0151,-0.880026,0.582183,2.73308,-0.563185,0.655172,2013
"2148",1.79054,-0.27189,-2.18453,-0.725142,0.0691616,0.273046,-1.09336,-0.0316652,0.741935,2015
"2149",-0.385844,-0.202805,-1.42412,2.17526,0.591215,0.334874,0.502503,0.468588,0.722222,2015
"2150",0.556172,-1.10092,-0.0458665,-0.278926,-0.144406,-1.6436,1.13722,-0.313058,0.757576,2016
"2151",1.20584,-0.824574,-0.853806,1.0151,-0.880026,-0.654365,1.60872,0.0621323,0.774194,2017
"2152",0.361272,-0.893659,-0.426073,1.05972,0.472566,-0.623451,0.33929,0.953209,0.742857,2017
"2153",2.4402,0.384421,-1.99443,-1.08212,-1.59192,-1.89091,-1.80062,-0.813311,0.636364,2018
"2154",0.556172,-0.375518,-1.13896,0.791992,-0.00202743,-0.128832,1.08282,0.562386,0.764706,2018
"2155",-1.03551,-1.10092,0.286814,0.345776,1.58786,-1.36538,0.883333,-0.203627,0.638889,2019
"2156",0.0689221,-2.27537,0.619495,2.13064,0.401377,0.334874,0.212346,0.280993,0.757576,2019
"2157",0.393755,-0.0300913,-0.568651,-0.769764,1.80143,-0.623451,0.284886,-0.37559,0.625,2016
"2158",0.361272,-0.859116,0.381866,-0.145061,0.97089,-0.407055,-0.0415407,-0.954008,0.636364,2017
"2159",2.27779,0.315336,-0.711228,-0.94825,-1.40208,0.30396,1.15536,-1.17287,0.666667,2017
"2160",1.04342,-0.375518,-0.901332,0.0780467,-0.0494868,-0.407055,-0.98455,-1.04781,0.6875,2018
"2161",1.14087,0.522592,-0.901332,0.791992,0.97089,0.767666,-0.0596754,-0.172362,0.636364,2018
"2162",0.913488,-1.99903,-2.23205,1.0151,-0.54781,-1.21081,-1.81875,-1.34483,0.911765,2018
"2163",2.53765,0.10808,-0.80628,-0.0111966,-1.28343,-0.0360909,0.357425,-0.844577,0.636364,2018
"2164",0.328789,-1.17,-0.568651,-1.12674,-0.0494868,-1.11807,0.0672681,-0.438121,0.588235,2019
"2165",-0.0934944,-0.686403,-0.0933924,1.99678,0.21154,1.20046,0.411829,-0.078564,0.588235,2019
"2166",0.00395553,-0.168262,0.0491851,0.658128,0.781052,-1.08716,0.810794,-0.688248,0.727273,2015
"2167",0.751071,-0.859116,-0.663702,-0.10044,1.30311,-1.08716,-0.422371,-1.12597,0.774194,2016
"2168",1.75805,-0.513689,-0.80628,0.43502,0.116621,-0.747106,-0.0415407,-1.29793,0.852941,2017
"2169",0.881005,-0.479147,-0.901332,0.211911,-0.476621,-2.26188,0.248616,-1.1416,0.818182,2019
"2170",0.718588,-1.51543,0.381866,0.747371,1.73024,-0.0979183,1.68126,-0.563185,0.787879,2015
"2171",-0.190944,-1.54997,-1.13896,0.747371,1.75397,0.334874,-0.241023,-1.21977,0.666667,2016
"2172",-0.93806,-1.27363,-2.32711,-1.08212,-0.0494868,0.0566503,-1.43792,-0.954008,0.636364,2016
"2173",1.53067,-1.4118,-0.853806,-0.145061,1.87262,-0.963502,0.266751,-1.59496,0.857143,2017
"2174",1.69309,-0.237348,-1.04391,-1.03749,1.44548,-2.13822,0.0491333,-0.250526,0.757576,2018
"2175",-0.288394,-0.513689,-1.28154,1.0151,1.92008,-0.0670046,0.556907,-0.672615,0.8,2019
"2176",0.523688,-0.824574,-0.711228,-1.21598,0.567485,-0.623451,0.502503,0.0777652,0.548387,2016
"2177",1.30329,-0.27189,-0.378547,-0.546656,1.06581,0.0257366,-0.132215,0.171563,0.83871,2017
"2178",0.523688,0.660763,0.619495,0.568884,-0.452891,-1.61269,1.10095,0.562386,0.766667,2018
"2179",1.4657,0.0735368,-0.711228,-1.21598,1.42175,0.613097,-0.331697,-0.313058,0.588235,2015
"2180",0.133889,-1.61906,0.571969,-0.457413,1.70651,0.427615,1.30043,0.562386,0.617647,2015
"2181",1.49819,0.453507,-1.99443,-0.323548,-1.06986,-0.963502,-1.2203,-1.21977,0.628571,2016
"2182",2.08289,-2.34445,-0.521125,-1.97455,1.84889,-1.61269,-0.821337,-0.10983,0.828571,2016
"2183",1.20584,-1.99903,-0.473599,-2.19766,1.35056,-1.89091,0.157942,-1.04781,0.742857,2016
"2184",0.816038,-0.893659,0.144237,-0.278926,0.258999,0.860407,0.72012,-0.344324,0.75,2017
"2185",-0.385844,-1.72268,-1.23401,-0.457413,0.0928913,0.211219,0.919603,-0.875843,0.705882,2017
"2186",0.393755,-1.68814,-1.9469,-0.635899,-1.14105,-0.932589,-1.31098,-1.40736,0.676471,2019
"2187",-0.0285278,-1.48089,0.667021,0.301155,2.98791,0.613097,0.738255,-0.422488,0.69697,2015
"2188",1.43322,-0.859116,-1.37659,-0.0558182,-0.239324,0.0257366,0.357425,-1.68876,0.735294,2015
"2189",0.101405,-1.23909,-0.0933924,1.10434,-0.57154,0.953148,0.810794,1.1408,0.548387,2015
"2190",-0.255911,-2.75897,0.667021,-2.06379,2.03873,-0.283401,0.375559,-0.000399365,0.588235,2015
"2191",0.556172,0.384421,-0.0458665,0.524263,2.53705,-0.221573,0.738255,0.593652,0.636364,2016
"2192",-0.158461,-0.824574,-1.56669,-0.0558182,0.330188,0.767666,0.901468,0.562386,0.606061,2016
"2193",0.0364388,-0.168262,-0.426073,0.16729,0.472566,0.860407,1.39111,-0.297425,0.59375,2016
"2194",-0.0285278,-0.582775,0.619495,2.84459,3.01164,-0.747106,2.1165,3.20435,0.742857,2016
"2195",0.913488,-0.168262,0.191763,1.55056,0.0454319,0.860407,1.19162,-0.21926,0.6,2017
"2196",1.33577,1.07528,-0.23597,0.747371,2.13364,0.736752,0.520638,1.65669,0.625,2017
"2197",1.17335,0.315336,-0.663702,-0.814386,-0.215595,0.149391,-0.241023,-1.43863,0.5625,2018
"2198",2.14785,0.764391,-0.426073,-0.546656,1.16073,-1.05624,-0.0778102,-0.672615,0.636364,2018
"2199",0.0364388,-0.617317,-0.80628,-0.278926,0.0217023,-0.128832,-0.277293,-1.34483,0.558824,2018
"2200",1.56315,-0.582775,-1.13896,0.0780467,-0.239324,0.180305,-0.821337,-1.75129,0.657143,2019
"2201",-0.158461,-0.65186,-0.616177,1.86291,-0.239324,-1.1799,-0.712528,-0.641349,0.735294,2019
"2202",-0.483294,-0.65186,-0.283496,0.479641,1.39802,-0.159746,1.11909,0.703082,0.647059,2015
"2203",-0.190944,-1.27363,-1.42412,0.390398,-0.405432,1.81873,0.212346,-0.234893,0.625,2015
"2204",-0.0285278,-1.61906,0.33434,0.390398,1.27938,0.396701,1.06468,-0.156729,0.735294,2016
"2205",2.50517,-0.064634,-0.758754,0.301155,-1.21224,0.0257366,-1.20217,-0.86021,0.735294,2017
"2206",2.47269,0.729848,-0.663702,-0.145061,-0.52408,-0.0979183,-0.639989,0.140297,0.59375,2017
"2207",0.00395553,-0.375518,0.381866,-0.502034,1.51667,-1.27264,0.556907,0.202829,0.636364,2017
"2208",2.4402,0.00445143,-1.47164,-1.2606,-1.61565,-1.51995,-1.45605,-1.56369,0.65625,2018
