RK,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB
-8.623514768475583070e-01 ,1.127812847999851043e+00 ,1.767628709097275763e+00 ,4.661187423647316641e-01 ,-7.995875498855792296e-01 ,8.901576472457158884e-01 ,7.629655711212994795e-01 ,-1.728959213725750343e+00 ,-8.512689769383720018e-01 ,4.542758768805330721e-02 ,-7.202249822517961531e-02 ,-1.791938580708130502e+00 ,-2.757546082833509105e-01 ,-2.175382871072945035e-01 ,1.289517957156050887e+00 ,-2.199952967825527850e+00 ,-7.302288074077599445e-02 ,-4.460797266443054521e-01 ,-7.932786912663819523e-01 ,8.725661188661169021e-01
-8.525520282470178124e-01 ,1.127812847999851043e+00 ,-7.851536054435590550e-01 ,1.041742775925485143e+00 ,-2.242245952794645059e-01 ,8.773846849574717943e-01 ,8.284727161164799625e-02 ,7.891701138212898758e-01 ,-1.090543823576533011e-01 ,7.541983480807176177e-01 ,3.283545391525741763e-01 ,1.235450878858830315e+00 ,-8.504032585621954521e-01 ,-8.066846126685920382e-01 ,6.074489870242090195e-01 ,3.361618251041749161e-01 ,-6.165154660132232678e-01 ,1.101396318429077148e+00 ,5.688325921565490217e-01 ,3.107092679410934366e-01
-8.427525796464774288e-01 ,-1.163056999499846311e-01 ,8.559207396184062011e-01 ,7.022721920306814747e-01 ,-5.196812476447650875e-01 ,8.546328458815366513e-01 ,5.839870712503391070e-01 ,-5.778143782756737235e-01 ,-2.080163283017487652e-01 ,5.770056579825507681e-01 ,4.034252336609033263e-01 ,8.612791479011155937e-01 ,3.209288293745785753e-02 ,-6.046915867618615215e-01 ,1.419435856228782100e+00 ,8.568135172840271596e-02 ,-5.388736681171595322e-01 ,-1.324376941415686293e+00 ,-2.257323231734931490e-01 ,8.873518254694069407e-01
-8.329531310459369342e-01 ,-7.383649739249025234e-01 ,1.038262333514180069e+00 ,1.041742775925485143e+00 ,-1.775735449059962223e-01 ,8.430573488078152433e-01 ,1.836836570347061937e+00 ,-3.979479977365994459e-01 ,-1.741926490435233843e+00 ,-9.291322078518590155e-01 ,-7.226351839640308139e-01 ,-1.349735625939922690e+00 ,-1.507144573166588897e+00 ,-1.328499929594312956e+00 ,1.354476906692417604e+00 ,2.422316475882609066e-01 ,1.635096672972630838e+00 ,-1.993555771717691050e+00 ,-1.247315785740694016e+00 ,5.916376934036050583e-01
-8.231536824453965506e-01 ,-1.163056999499846311e-01 ,1.220603927409954048e+00 ,1.414077490740490439e-01 ,-1.032842801752922757e+00 ,8.370700227352010359e-01 ,-2.393140281560802163e-01 ,1.776244199884388364e-01 ,-1.197635787742707070e+00 ,2.659019766636000259e+00 ,1.329297132596960918e+00 ,-3.972984925930136413e-01 ,-1.568714071410751032e+00 ,6.745975773140984177e-01 ,2.281844119691722045e-02 ,-4.465896541951159260e-01 ,-4.224109712730633182e-01 ,9.759252877474524634e-01 ,-3.014051722525460386e-01 ,7.690661726430861878e-01
-8.133542338448561670e-01 ,5.057535740249332612e-01 ,8.559207396184062011e-01 ,2.299652926987797164e-01 ,-9.239903508814953925e-01 ,8.199063546603725383e-01 ,1.908427970295444531e+00 ,9.330632182525513407e-01 ,2.373124284466817391e-01 ,2.083143523816961995e+00 ,-1.648507082900087406e+00 ,-1.485798073560909094e+00 ,1.284006013902083465e+00 ,-1.564158459818831615e+00 ,1.906627977751526037e+00 ,1.169914109003725722e-01 ,1.091604087700183578e+00 ,1.519633087367829649e+00 ,-1.133806512122117249e+00 ,5.177091603871546432e-01
-8.035547852443156724e-01 ,1.127812847999851043e+00 ,-9.674951993393329230e-01 ,-2.094774757129330700e-02 ,-1.157245602748838920e+00 ,8.167131140883118201e-01 ,-7.404538277947687597e-01 ,-2.241960550635461145e-03 ,1.177450914915593172e+00 ,2.393230731488752205e+00 ,4.284487984970132834e-01 ,7.592323121853751244e-01 ,4.220330384838177351e-01 ,1.011252620491982723e+00 ,-4.968531550940100683e-01 ,5.437129255643064624e-02 ,-7.329781628573195373e-01 ,-1.114903114933046557e-01 ,-4.905872949501756675e-01 ,5.935225568516184352e-02
-7.937553366437752889e-01 ,5.057535740249332612e-01 ,-5.578722986046334015e-02 ,5.285020544931628289e-02 ,-1.079493852126391040e+00 ,8.107257880156971686e-01 ,-5.972710278980010168e-01 ,-2.900281694131558452e-01 ,7.321221581671608636e-01 ,1.462969108473380464e+00 ,8.538494007108771156e-01 ,7.592323121853751244e-01 ,1.347087133443943541e-01 ,4.389390470895796481e-01 ,-3.344557812530954410e-01 ,-4.778997133670880304e-01 ,-8.106199607533831619e-01 ,5.580439608219576325e-02 ,7.958511393937077738e-01 ,7.542804660397961491e-01
-7.839558880432347943e-01 ,1.127812847999851043e+00 ,1.265543640353105626e-01 ,7.760701450512911270e-01 ,-3.330770461508919533e-01 ,7.875747938682544635e-01 ,4.705157163745795484e-02 ,-1.461350649818943803e-01 ,1.878314554746348675e-01 ,-6.633431727046110726e-01 ,1.529485651285837466e+00 ,-1.349735625939922690e+00 ,2.988940419954936312e-01 ,1.314242159352079220e+00 ,4.775310879514777507e-01 ,-2.900393583352577909e-01 ,-5.000527691691284415e-01 ,9.762807297607160872e-02 ,-5.662601440292285293e-01 ,2.663521481312230432e-01
-7.741564394426944107e-01 ,1.127812847999851043e+00 ,1.767628709097275763e+00 ,6.875126014265604546e-01 ,-4.263791468978285204e-01 ,7.827849330101629421e-01 ,1.872632270321251902e+00 ,-6.497609304913044559e-01 ,-1.445040652602946674e+00 ,2.669184503107607243e-01 ,-7.977058784723598528e-01 ,-4.313141044982608530e-01 ,-1.999700559119884424e+00 ,-1.429496442547677937e+00 ,2.393820099274269975e+00 ,-8.536204234307462890e-01 ,6.257533003237986113e-01 ,-2.784295770555295785e-02 ,8.336875639332315124e-01 ,8.134232924529565256e-01
-7.643569908421539161e-01 ,5.057535740249332612e-01 ,6.735791457226323331e-01 ,5.399166953853412609e-01 ,-5.663322980182355915e-01 ,7.815874677956401451e-01 ,5.481913712761465884e-01 ,5.373571810665874748e-01 ,-5.543831391060838332e-01 ,1.340239327371359479e-01 ,-5.975173597834825268e-01 ,-1.825954192613376659e+00 ,6.888341975418520446e-01 ,-5.036950738084959855e-01 ,7.048874113287590948e-01 ,1.713804428670926416e+00 ,1.599025129474164753e-01 ,-1.324376941415686293e+00 ,3.039776203798665311e-01 ,7.838518792463762264e-01
-7.545575422416135325e-01 ,5.057535740249332612e-01 ,-2.381288237562372567e-01 ,1.856865208864143801e-01 ,-9.084400007570044844e-01 ,7.763984518660411727e-01 ,-9.194323276657292432e-01 ,-1.189360072108527344e+00 ,9.300460500553535681e-01 ,8.427946931298002653e-01 ,8.788729655469862401e-01 ,-9.115798544579342688e-02 ,6.272646992976906866e-01 ,2.526200314792462098e+00 ,-2.370173569485452825e-01 ,-3.839695358511717727e-01 ,-1.354112546025831865e+00 ,-1.868084741036065033e+00 ,-6.797694176478052963e-01 ,4.585663339739943778e-01
-7.447580936410730379e-01 ,5.057535740249332612e-01 ,-6.028120115477850760e-01 ,9.679448229048756014e-01 ,-9.982179428354835682e-02 ,7.584364736481974401e-01 ,-2.035183281818876144e-01 ,3.373131555717991115e-02 ,3.857553473628257956e-01 ,-1.637902968244523416e+00 ,1.782131501359168479e-01 ,-6.694233878349877820e-01 ,1.714992501611217079e+00 ,4.052735427717918948e-01 ,-6.917300037031081095e-01 ,2.306123338445856263e-02 ,7.422159971678963242e-01 ,1.398071918831991778e-02 ,6.445054412356019391e-01 ,2.515664415279330046e-01
-7.349586450405326543e-01 ,5.057535740249332612e-01 ,-2.381288237562372567e-01 ,7.317913732389257353e-01 ,-3.175266960264010452e-01 ,7.488567519320145083e-01 ,-2.751097281302727904e-01 ,2.135976960962542026e-01 ,-8.512689769383720018e-01 ,-5.747468276555268707e-01 ,-4.723995356029342951e-01 ,1.337497714574569452e+00 ,-9.324959228877442996e-01 ,-1.665154972772197262e+00 ,2.281844119691722045e-02 ,1.169914109003725722e-01 ,-5.776945670651920661e-01 ,2.649227805515720346e-01 ,-3.655020047586354098e-02 ,6.507805198167655458e-01
-7.251591964399921597e-01 ,1.127812847999851043e+00 ,-2.381288237562372567e-01 ,1.118885678658047972e-01 ,-8.928896506325157967e-01 ,7.209158969264802819e-01 ,-3.467011280786554406e-01 ,-6.857342065991173241e-01 ,-1.009243641355783185e-02 ,3.112166228353028252e-01 ,-3.723052762584960762e-01 ,-5.714237354054619439e-02 ,8.530195261929498507e-01 ,1.331074911510973680e+00 ,-1.720584074121808138e-01 ,8.568135172840271596e-02 ,-5.000527691691284415e-01 ,-1.700790033460564565e+00 ,-1.500594740944402317e-01 ,3.254949745443834752e-01
-7.153597478394517761e-01 ,-1.360424247899820305e+00 ,2.132311896888823721e+00 ,1.709269302822933045e-01 ,-8.306882501345566050e-01 ,7.201175867834651578e-01 ,1.335696770708370673e+00 ,-2.241960550635461145e-03 ,2.315513293272695616e+00 ,3.943666769847704145e+00 ,2.355263290877454896e+00 ,-3.972984925930136413e-01 ,2.330687484052836211e+00 ,1.987552245707847831e+00 ,9.322437347060382740e-01 ,-3.213494175072298398e-01 ,1.635096672972630838e+00 ,4.740411650209482852e-01 ,1.363397507486596494e+00 ,1.345708730171399914e+00
-7.055602992389112815e-01 ,1.749872121974769046e+00 ,1.767628709097275763e+00 ,9.827044135089987309e-01 ,4.013135683685869343e-02 ,6.730172883455645128e-01 ,7.629655711212994795e-01 ,2.495709722040670153e-01 ,-1.197635787742707070e+00 ,3.998129678843854728e-01 ,4.784959281692324207e-01 ,5.211230288486482509e-01 ,3.399403741582673333e-01 ,-2.119639281062340785e+00 ,-1.395789326439973999e-01 ,1.056293186059521716e+00 ,1.635096672972630838e+00 ,-1.073434880052435814e+00 ,-1.122230495549164653e-01 ,7.394947594365059995e-01
-6.957608506383708979e-01 ,-1.163056999499846311e-01 ,-5.578722986046334015e-02 ,2.890036551152682098e-01 ,-6.285336985161925627e-01 ,6.722189782025493887e-01 ,-6.033552828511980909e-02 ,-6.497609304913044559e-01 ,4.847172933069213152e-01 ,7.541983480807176177e-01 ,2.282602798081359574e-01 ,8.612791479011155937e-01 ,-3.578472726089005351e-01 ,-5.710260824440732685e-01 ,1.527363402696484684e-01 ,-4.465896541951159260e-01 ,-3.447691733770010258e-01 ,-6.551981111136832014e-01 ,-1.878958986339693826e-01 ,3.550663877509636634e-01
-6.859614020378305144e-01 ,-1.163056999499846311e-01 ,3.088959579310844861e-01 ,-4.046971032784623112e-01 ,-1.328299454118223366e+00 ,6.678282724159654293e-01 ,3.334171714309935863e-01 ,-1.405199728755414545e+00 ,2.867934014187303315e-01 ,3.112166228353028252e-01 ,-6.225409246195925395e-01 ,-9.755638949822079686e-01 ,-3.578472726089005351e-01 ,-7.225208518741209618e-01 ,3.800926636469298958e-01 ,-1.385891429354265014e+00 ,1.210816139993839413e-01 ,-7.806691417953092182e-01 ,-1.878958986339693826e-01 ,5.935225568516184352e-02
-6.761619534372900198e-01 ,1.749872121974769046e+00 ,1.220603927409954048e+00 ,6.432338296141929534e-01 ,-2.708756456529328172e-01 ,6.602443260573204187e-01 ,-2.453982831092722458e-02 ,-1.153386796000712033e+00 ,-8.512689769383720018e-01 ,-4.418523100819036209e-01 ,9.038965303830962528e-01 ,-7.034389997402350492e-01 ,-7.052294746947863902e-02 ,-2.680365435839772714e-01 ,-9.190863270803871776e-01 ,-1.198031074322434719e+00 ,1.518633976128536123e+00 ,-6.551981111136832014e-01 ,-5.284237194896994616e-01 ,5.324948669904447929e-01
-6.663625048367496362e-01 ,5.057535740249332612e-01 ,-4.204704176520111525e-01 ,-2.423416066331220697e-01 ,-1.126144902499859324e+00 ,6.458747434830455214e-01 ,-1.062615127562497097e+00 ,5.013839049587720531e-01 ,1.622779671664023704e+00 ,1.950249006243337302e+00 ,1.129108613908082592e+00 ,-9.415482830769620337e-01 ,9.966816887626614996e-01 ,2.874442776595319549e-01 ,-8.866068523122038192e-01 ,6.805724759958633463e-01 ,-8.882617586494482298e-01 ,5.580439608219576325e-02 ,-1.285152210280217755e+00 ,5.935225568516184352e-02
-6.565630562362091416e-01 ,-7.383649739249025234e-01 ,3.088959579310844861e-01 ,5.251571047812180204e-01 ,-3.486273962753806410e-01 ,6.422823478394767971e-01 ,7.629655711212994795e-01 ,3.574908005275131417e-01 ,-9.997118958545160305e-01 ,8.972576021259541512e-02 ,-1.072965091669565441e+00 ,-7.714702235507282513e-01 ,-7.052294746947863902e-02 ,1.191167560705897882e-01 ,-4.214050833944955887e-02 ,8.997428901996634698e-01 ,1.673917571920663372e+00 ,-6.133744342198074184e-01 ,-7.176058421873290349e-01 ,5.177091603871546432e-01
-6.467636076356687580e-01 ,5.057535740249332612e-01 ,-5.578722986046334015e-02 ,5.694358765935834121e-01 ,-3.175266960264010452e-01 ,6.370933319098777137e-01 ,6.197827712245291831e-01 ,2.495709722040670153e-01 ,3.857553473628257956e-01 ,-5.304486551309862685e-01 ,2.783074094803550946e-01 ,-3.632828806877675953e-01 ,6.477878653790768437e-01 ,-1.648322220613302802e+00 ,8.348053104014904191e-01 ,-1.647991216473716769e-01 ,8.226071505135140738e-02 ,8.086305801719521069e-01 ,-5.662601440292285293e-01 ,6.803519330233457341e-01
-6.369641590351282634e-01 ,-1.360424247899820305e+00 ,8.559207396184062011e-01 ,3.332824269276335460e-01 ,-5.352315977692559956e-01 ,6.299085406227402650e-01 ,5.839870712503391070e-01 ,-8.296273110303787890e-01 ,3.857553473628257956e-01 ,-5.747468276555268707e-01 ,5.285430578414515024e-01 ,-1.009579506887455347e+00 ,-8.953449225315865401e-03 ,-2.343710392661889630e-01 ,9.647232094742216324e-01 ,-1.229341133494406879e+00 ,-1.506646786368410762e-01 ,1.812754267638232997e-01 ,1.904683467612898196e-01 ,8.429947056595367139e-01
-6.271647104345878798e-01 ,5.057535740249332612e-01 ,6.735791457226323331e-01 ,9.531852323007544703e-01 ,1.178831074593065659e-01 ,6.039634609747444038e-01 ,1.550470970553523786e+00 ,7.172235616056616969e-01 ,-1.585353553297001727e-01 ,-5.747468276555268707e-01 ,-3.973288410946052007e-01 ,-1.417766849750415892e+00 ,1.345575512146246266e+00 ,-1.463161946865466190e+00 ,1.159600058083319674e+00 ,6.492624168238912974e-01 ,1.440992178232470833e+00 ,4.740411650209482852e-01 ,3.796504694589193929e-01 ,6.507805198167655458e-01
-6.173652618340473852e-01 ,-1.163056999499846311e-01 ,8.559207396184062011e-01 ,3.923207893441220673e-01 ,-4.419294970223172081e-01 ,6.019676856172060386e-01 ,7.271698711471069609e-01 ,-1.692985937617934811e+00 ,6.331602122230653995e-01 ,-1.106324897950025754e+00 ,1.554509216121947368e+00 ,-9.075326711717147665e-01 ,-9.530190889691319001e-01 ,5.399355600429451840e-01 ,4.450516131832943367e-01 ,-2.700913914577074415e+00 ,9.363204919080562183e-01 ,9.759252877474524634e-01 ,-1.878958986339693826e-01 ,3.254949745443834752e-01
-6.075658132335070016e-01 ,5.057535740249332612e-01 ,1.220603927409954048e+00 ,1.856865208864143801e-01 ,-6.285336985161925627e-01 ,5.975769798306220792e-01 ,-2.453982831092722458e-02 ,-5.418411021678583017e-01 ,-3.564592472178928495e-01 ,-3.532559650328194190e-01 ,1.279250002924740892e+00 ,-2.268157147381584693e+00 ,2.783708759141060307e-01 ,1.482569680941021373e+00 ,-1.720584074121808138e-01 ,-9.788606601186345957e-01 ,3.540070076875764249e-01 ,4.322174881270724467e-01 ,-1.322988634819747045e+00 ,7.247090528332159609e-01
-5.977663646329665070e-01 ,5.057535740249332612e-01 ,-1.514519981026654749e+00 ,4.661187423647316641e-01 ,-3.486273962753806410e-01 ,5.955812044730841581e-01 ,-9.552280276399217618e-01 ,-1.461350649818943803e-01 ,-1.642964544491138490e+00 ,-1.372113933097273808e+00 ,-1.473342129047320093e+00 ,4.530918050381549378e-01 ,-1.404528742759652449e+00 ,-7.056880997152265023e-01 ,-8.216479027758393228e-01 ,-4.778997133670880304e-01 ,-7.717990618053520713e-01 ,3.067464574454478732e-01 ,-6.797694176478052963e-01 ,-1.920047565707697634e-01
-5.879669160324261235e-01 ,-7.383649739249025234e-01 ,6.735791457226323331e-01 ,9.236660510925102097e-01 ,1.334334575837952674e-01 ,5.832073972563476261e-01 ,5.839870712503391070e-01 ,2.135976960962542026e-01 ,-6.038641120781323979e-01 ,1.783221052616780766e-01 ,-5.975173597834825268e-01 ,1.065372819332596643e+00 ,1.427668176471795114e+00 ,-1.984977263791187108e+00 ,8.348053104014904191e-01 ,1.275463600263323949e+00 ,4.343981610331886650e-02 ,-1.366200618309562298e+00 ,1.286224063660224319e-03 ,6.655662264200555844e-01
-5.781674674318856288e-01 ,1.127812847999851043e+00 ,-5.578722986046334015e-02 ,1.561673396781701195e-01 ,-6.440840486406834708e-01 ,5.796150016127789018e-01 ,2.618257714826083826e-01 ,-3.979479977365994459e-01 ,-2.137774274211617698e+00 ,-5.747468276555268707e-01 ,-1.723577777408416667e+00 ,-8.395014473612215644e-01 ,-1.999700559119884424e+00 ,-1.126506903687581884e+00 ,-4.318942055576432959e-01 ,-2.587292991632856864e-01 ,7.810368961159288581e-01 ,-4.460797266443054521e-01 ,-1.095970087582588182e+00 ,5.324948669904447929e-01
-5.683680188313452453e-01 ,1.127812847999851043e+00 ,-5.578722986046334015e-02 ,-6.188156967170131521e-03 ,-7.529364995121087256e-01 ,5.500775263212138722e-01 ,-1.348980727356035247e+00 ,1.056778677728080901e-01 ,-8.512689769383720018e-01 ,8.870928656543408675e-01 ,-2.197536855296050584e-02 ,-6.694233878349877820e-01 ,-3.988936047716750144e-01 ,-8.287626983614126974e-02 ,-1.276360549530399791e+00 ,5.553322393079772601e-01 ,-8.882617586494482298e-01 ,-7.388454649014334352e-01 ,8.715239884727552511e-01 ,2.959235613378032870e-01
-5.585685702308047507e-01 ,1.749872121974769046e+00 ,-5.578722986046334015e-02 ,3.628016081358778067e-01 ,-3.797280965243602369e-01 ,5.472834408206608270e-01 ,8.284727161164799625e-02 ,-2.241960550635461145e-03 ,3.857553473628257956e-01 ,-3.089577925082788723e-01 ,1.003990789727534416e+00 ,-1.791938580708130502e+00 ,-8.093569263994210283e-01 ,6.861849959390763087e-02 ,-4.318942055576432959e-01 ,-1.334890624753996002e-01 ,8.586786940119911504e-01 ,2.230991036576961684e-01 ,-1.122230495549164653e-01 ,-1.920047565707697634e-01
-5.487691216302643671e-01 ,1.749872121974769046e+00 ,1.265543640353105626e-01 ,5.399166953853412609e-01 ,-1.620231947815053419e-01 ,5.169476553860806733e-01 ,1.872632270321251902e+00 ,7.531968377134771186e-01 ,-5.049021661340369338e-01 ,3.998129678843854728e-01 ,-8.727765729806890027e-01 ,-1.281704402129429488e+00 ,-1.445575074922426762e+00 ,-3.690330565373421967e-01 ,1.581833230069696672e+00 ,1.181533422747409912e+00 ,1.518633976128536123e+00 ,-1.533139883871804943e-01 ,-8.689515403454348696e-01 ,-4.433617688267011969e-01
-5.389696730297239835e-01 ,-1.163056999499846311e-01 ,1.585287115201502006e+00 ,4.070803799482431429e-01 ,-2.864259957774215049e-01 ,5.061704684553748335e-01 ,5.123956713019539588e-01 ,-1.117413519892896501e+00 ,-1.148154814770658394e+00 ,1.129415163511194318e-03 ,1.003990789727534416e+00 ,4.871074169434009837e-01 ,1.058251187006822747e+00 ,-9.581793820986397314e-01 ,1.527363402696484684e-01 ,-6.657600683989183254e-01 ,8.974995929600236844e-01 ,-1.366200618309562298e+00 ,1.401233932026120232e+00 ,6.064234000068953190e-01
-5.291702244291834889e-01 ,1.749872121974769046e+00 ,-5.578722986046334015e-02 ,1.414077490740490439e-01 ,-5.352315977692559956e-01 ,4.981873670252222608e-01 ,-1.599550627175378104e+00 ,6.970459166499272385e-02 ,-2.574973012737973854e-01 ,1.950249006243337302e+00 ,1.229202873252520867e+00 ,2.221903624110985298e+00 ,5.041257028093666381e-01 ,-1.143339655846476344e+00 ,-1.276360549530399791e+00 ,-1.334890624753996002e-01 ,-1.392933444973863066e+00 ,2.649227805515720346e-01 ,-1.133806512122117249e+00 ,4.289949207674141340e-01
-5.193707758286431053e-01 ,-1.163056999499846311e-01 ,4.912375518268584096e-01 ,6.432338296141929534e-01 ,-6.519693536609585775e-03 ,4.902042655950696326e-01 ,-1.677226282076950403e-01 ,-1.101617888740815676e-01 ,-7.523070309942765377e-01 ,-5.304486551309862685e-01 ,7.537551413664379529e-01 ,-4.653297164035068989e-01 ,-1.117204417620230483e+00 ,3.495299527611871876e-02 ,-4.318942055576432959e-01 ,-3.955888495948559763e-02 ,3.540070076875764249e-01 ,-1.951376652810563328e-01 ,-1.020297238503540704e+00 ,4.733520405772844164e-01
-5.095713272281026107e-01 ,-1.163056999499846311e-01 ,1.220603927409954048e+00 ,3.809061484519520036e-02 ,-6.129833483917038750e-01 ,4.830194743079321840e-01 ,1.120922570863220225e+00 ,-1.153386796000712033e+00 ,4.847172933069213152e-01 ,-1.760632749346540959e-01 ,2.532838446442450819e-01 ,-1.077610730697948549e+00 ,1.530284006878731562e+00 ,-9.970902199503452190e-02 ,7.048874113287590948e-01 ,-9.788606601186345957e-01 ,1.363350380336408652e+00 ,-9.479638493708096858e-01 ,1.526319222217660532e-01 ,4.289949207674141340e-01
-4.997718786275621716e-01 ,5.057535740249332612e-01 ,1.585287115201502006e+00 ,5.546762859894622810e-01 ,-9.982179428354835682e-02 ,4.818220090934089428e-01 ,8.345569710696821852e-01 ,-1.461350649818943803e-01 ,-2.088293301239569910e+00 ,-1.903692003391772136e+00 ,-1.373247869702882040e+00 ,-3.050516221202259626e+00 ,1.347087133443943541e-01 ,-1.042343142893110697e+00 ,5.749695122560278815e-01 ,-3.955888495948559763e-02 ,7.810368961159288581e-01 ,-2.369613421749292292e-01 ,-9.067879648849586083e-01 ,6.803519330233457341e-01
-4.899724300270217325e-01 ,1.127812847999851043e+00 ,-5.578722986046334015e-02 ,8.055893262595353876e-01 ,1.800845079572657437e-01 ,4.734397525917487526e-01 ,1.544386715600331583e-01 ,1.148902874899438542e+00 ,-7.523070309942765377e-01 ,4.542758768805330721e-02 ,-2.471874520779478446e-01 ,-5.714237354054619439e-02 ,7.313921510023303763e-02 ,3.211097819773208184e-01 ,-3.344557812530954410e-01 ,2.735417067602307628e-01 ,7.422159971678963242e-01 ,2.021517210094333716e+00 ,9.850332620913373471e-01 ,2.219950283213527886e-01
-4.801729814264813490e-01 ,5.057535740249332612e-01 ,-4.204704176520111525e-01 ,-3.751779220702180506e-01 ,-1.017292451628431849e+00 ,4.634608758040581478e-01 ,-1.277389327407649988e+00 ,-1.153386796000712033e+00 ,-4.059402201899397489e-01 ,-1.760632749346540959e-01 ,-4.974231004390443078e-01 ,-4.313141044982608530e-01 ,1.347087133443943541e-01 ,-5.541933302851788090e-01 ,-1.536196347675862439e+00 ,-9.788606601186345957e-01 ,-3.835900723250307842e-01 ,-9.479638493708096858e-01 ,7.201782903146548565e-01 ,1.776379085114825618e-01
-4.703735328259409099e-01 ,-1.163056999499846311e-01 ,-5.578722986046334015e-02 ,-1.537840630083893156e-01 ,-7.529364995121087256e-01 ,4.415073468711382398e-01 ,-1.134206527510882134e+00 ,-1.461350649818943803e-01 ,1.177450914915593172e+00 ,1.551565453522463001e+00 ,8.538494007108771156e-01 ,1.303482102669323517e+00 ,1.735515667692604680e+00 ,-1.143339655846476344e+00 ,-4.643736803258266543e-01 ,-7.086894413145544691e-02 ,-1.470575242869928134e+00 ,-2.369613421749292292e-01 ,-1.474334332977847328e+00 ,5.620662801970249811e-01
-4.605740842254004708e-01 ,-1.163056999499846311e-01 ,6.735791457226323331e-01 ,5.399166953853412609e-01 ,-3.762039378558917901e-02 ,4.399107265851078807e-01 ,9.777397709664499281e-01 ,-5.778143782756737235e-01 ,-2.574973012737973854e-01 ,2.226202777862185955e-01 ,5.285430578414515024e-01 ,8.272635359958684376e-01 ,-7.683105942366464935e-01 ,2.706115255006374953e-01 ,1.289517957156050887e+00 ,-8.536204234307462890e-01 ,1.987234118954490092e-01 ,9.762807297607160872e-02 ,1.526319222217660532e-01 ,3.107092679410934366e-01
-4.507746356248600317e-01 ,-1.163056999499846311e-01 ,4.912375518268584096e-01 ,4.365995611564874035e-01 ,-1.309224945325257461e-01 ,4.227470585102798273e-01 ,2.618257714826083826e-01 ,-9.735204154616377004e-01 ,-1.009243641355783185e-02 ,8.427946931298002653e-01 ,7.537551413664379529e-01 ,1.677653833627037017e+00 ,-2.757546082833509105e-01 ,2.391538297521308643e+00 ,-3.669352560212787995e-01 ,-4.465896541951159260e-01 ,1.013962289804118511e+00 ,-1.408024295203438081e+00 ,1.741761752881855640e+00 ,1.628522019081925232e-01
-4.409751870243195926e-01 ,-2.604542795849656311e+00 ,-5.578722986046334015e-02 ,1.709269302822933045e-01 ,-3.797280965243602369e-01 ,4.095749411505276716e-01 ,9.777397709664499281e-01 ,-7.217074827069326348e-01 ,-8.017880039663233260e-01 ,-9.734303803764010610e-01 ,-1.273153610358442878e+00 ,1.469512978909335299e-01 ,-1.650806735736299879e+00 ,-1.311667177435418497e+00 ,1.809189553446978183e+00 ,-1.104100896806520682e+00 ,-2.283064765329033963e-01 ,4.322174881270724467e-01 ,6.823418657751256777e-01 ,4.733520405772844164e-01
-4.311757384237791535e-01 ,-1.163056999499846311e-01 ,1.038262333514180069e+00 ,8.941468698842660601e-01 ,3.977894097001184459e-01 ,3.840290165740394279e-01 ,2.230589270063172869e+00 ,-5.418411021678583017e-01 ,-2.574973012737973854e-01 ,-1.593604795719981260e+00 ,7.811889079147772696e-02 ,-2.952516568772731720e-01 ,-7.052294746947863902e-02 ,-1.143339655846476344e+00 ,2.588696947883367905e+00 ,-7.086894413145544691e-02 ,8.586786940119911504e-01 ,-1.073434880052435814e+00 ,-1.122230495549164653e-01 ,4.585663339739943778e-01
-4.213762898232387144e-01 ,-1.982483521874738308e+00 ,6.735791457226323331e-01 ,-2.128224254248778091e-01 ,-6.751847488896608462e-01 ,3.433151992802611074e-01 ,1.125587166326536340e-02 ,2.855442483118824093e-01 ,8.310841041112581040e-01 ,3.190597836930499032e+00 ,2.282602798081359574e-01 ,5.211230288486482509e-01 ,1.735515667692604680e+00 ,2.711360588540298711e+00 ,5.100105627196611646e-01 ,8.997428901996634698e-01 ,-6.553363649612558017e-01 ,-9.897875262646855798e-01 ,-3.655020047586354098e-02 ,1.776379085114825618e-01
-4.115768412226982753e-01 ,-1.163056999499846311e-01 ,-4.204704176520111525e-01 ,-1.242648818001450550e-01 ,-5.663322980182355915e-01 ,3.261515312054331095e-01 ,-8.120452277431540189e-01 ,-9.735204154616377004e-01 ,-1.346078706658851099e+00 ,-6.190450001800689162e-01 ,-3.472817114223860635e-01 ,3.510449693224144685e-01 ,-7.477874281552588931e-01 ,5.062700557251562650e-01 ,-3.019763064849120271e-01 ,-3.839695358511717727e-01 ,-1.082366253389608124e+00 ,-1.533495325885062543e+00 ,-2.257323231734931490e-01 ,-3.842189424135410425e-01
-4.017773926221578362e-01 ,5.057535740249332612e-01 ,4.912375518268584096e-01 ,8.236938665756053657e-02 ,-3.330770461508919533e-01 ,3.205633602043259645e-01 ,9.419440709922599630e-01 ,-3.260014455209686579e-01 ,-1.090543823576533011e-01 ,1.129415163511194318e-03 ,-1.773624907080635804e+00 ,-4.993453283087541106e-01 ,6.683110314604644442e-01 ,8.429250989030405705e-01 ,8.672847851696737775e-01 ,-6.970701275708881539e-01 ,6.645741992718312563e-01 ,5.158648419148241793e-01 ,1.212051809328490659e+00 ,3.698520943542537021e-01
