RK,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB
-1.528713981684307832e+00 ,-1.163056999499846311e-01 ,8.559207396184062011e-01 ,1.469770903445021704e+00 ,-1.359400154367202962e+00 ,1.571116199237734490e+00 ,6.555784711987218127e-01 ,-1.405199728755414545e+00 ,-1.585353553297001727e-01 ,2.669184503107607243e-01 ,3.033309743164650518e-01 ,8.272635359958684376e-01 ,4.425562045652038368e-01 ,-6.604351767724681022e-02 ,9.322437347060382740e-01 ,-1.573751784386095309e+00 ,1.210816139993839413e-01 ,-5.297270804320571846e-01 ,5.688325921565490217e-01 ,1.818851341476682704e+00
-1.518914533083767449e+00 ,5.057535740249332612e-01 ,3.088959579310844861e-01 ,1.130300319550217925e+00 ,-1.639306456608014884e+00 ,1.562334787664566793e+00 ,7.987612710954895556e-01 ,-1.189360072108527344e+00 ,3.857553473628257956e-01 ,1.861652661194254765e+00 ,3.048196283148606103e-03 ,4.190761931329077261e-01 ,3.809867063210425342e-01 ,4.389390470895796481e-01 ,4.775310879514777507e-01 ,-1.010170719290604424e+00 ,9.363204919080562183e-01 ,-9.479638493708096858e-01 ,-4.149144458711227501e-01 ,1.079566011312178109e+00
-1.509115084483227065e+00 ,5.057535740249332612e-01 ,-5.578722986046334015e-02 ,1.086021547737850534e+00 ,-1.654856806732505792e+00 ,1.553952531162906547e+00 ,-6.330667278721935354e-01 ,-9.015738632460069679e-01 ,-7.523070309942765377e-01 ,6.656020030316334157e-01 ,1.754697734810823917e+00 ,-2.612360449720271260e-01 ,-1.404528742759652449e+00 ,-1.502072784717178866e-01 ,-8.866068523122038192e-01 ,-4.152795950231438771e-01 ,-7.302288074077599445e-02 ,-1.157082233840186047e+00 ,-1.512170757517376618e+00 ,1.049994598105598032e+00
-1.499315635882686681e+00 ,5.057535740249332612e-01 ,1.038262333514180069e+00 ,1.543568856465631134e+00 ,-1.188346302997818515e+00 ,1.532797312373002319e+00 ,9.777397709664499281e-01 ,-1.369226452647601677e+00 ,-8.017880039663233260e-01 ,-4.418523100819036209e-01 ,3.784016688247933136e-01 ,-8.735170592664687206e-01 ,-6.656947638297100456e-01 ,-3.185348000606600394e-01 ,1.127120583315136315e+00 ,-1.855542316933839420e+00 ,3.540070076875764249e-01 ,-1.114903114933046557e-01 ,-1.739189304754529930e+00 ,1.804065634873392776e+00
-1.489516187282146076e+00 ,5.057535740249332612e-01 ,4.912375518268584096e-01 ,1.041742775925485143e+00 ,-1.623756106483526196e+00 ,1.530801537015463953e+00 ,-8.120452277431540189e-01 ,-7.936540349225633673e-01 ,1.878314554746348675e-01 ,1.108583728277048319e+00 ,1.454414956777509094e+00 ,1.469512978909335299e-01 ,6.683110314604644442e-01 ,7.755940902674639537e-01 ,-1.146442650457668577e+00 ,-4.778997133670880304e-01 ,4.618917155289083837e-03 ,-9.061401724769337918e-01 ,1.147954976822369022e-01 ,1.183065957535208934e+00
-1.479716738681605692e+00 ,5.057535740249332612e-01 ,1.402945521305728027e+00 ,1.528809265861508004e+00 ,-1.172795952873327607e+00 ,1.524814210942849524e+00 ,-3.467011280786554406e-01 ,-1.261306624324155523e+00 ,-1.098673841798611495e+00 ,-7.076413452291515638e-01 ,9.038965303830962528e-01 ,-4.653297164035068989e-01 ,1.037728020925436700e+00 ,-1.446329194706572396e+00 ,2.176952898060152408e-01 ,-1.542441725214123149e+00 ,-8.106199607533831619e-01 ,-3.206086959626809341e-01 ,-4.527508704106518733e-01 ,2.144136886749064441e+00
-1.469917290081065309e+00 ,5.057535740249332612e-01 ,-2.381288237562372567e-01 ,1.425492131632656312e+00 ,-1.219447003246795891e+00 ,1.511642093583097424e+00 ,-6.033552828511980909e-02 ,-1.441173004863229856e+00 ,-1.098673841798611495e+00 ,-1.372113933097273808e+00 ,8.538494007108771156e-01 ,-2.312676163530017620e-02 ,-1.055634919376068348e+00 ,-8.066846126685920382e-01 ,-2.694968317167286687e-01 ,-1.260651192666378817e+00 ,1.987234118954490092e-01 ,-1.073434880052435814e+00 ,-5.662601440292285293e-01 ,9.169232386759871289e-01
-1.460117841480524925e+00 ,5.057535740249332612e-01 ,1.585287115201502006e+00 ,1.558328447069752265e+00 ,-1.095044202250879728e+00 ,1.507650542868021137e+00 ,4.050085713793787345e-01 ,-1.549092833186676010e+00 ,-4.059402201899397489e-01 ,-7.076413452291515638e-01 ,7.537551413664379529e-01 ,1.809669097961807693e-01 ,1.653423003367055610e+00 ,-1.165417741539289814e-01 ,3.151337141105631234e-01 ,-1.417201488526236952e+00 ,4.316488055836387172e-01 ,-1.073434880052435814e+00 ,-2.635687477130223000e-01 ,1.892779874493133230e+00
-1.450318392879984319e+00 ,-1.163056999499846311e-01 ,8.559207396184062011e-01 ,1.277896225591437229e+00 ,-1.297198753869243770e+00 ,1.493680115365254357e+00 ,-4.540882280012331629e-01 ,-9.375471393538222786e-01 ,-5.049021661340369338e-01 ,-1.017728552900941663e+00 ,1.929862688663592118e+00 ,-7.714702235507282513e-01 ,-9.104611355086476843e-02 ,-1.496827451183255109e+00 ,5.529791596510060664e-02 ,-1.135410955978492842e+00 ,-1.121187152337639326e+00 ,-1.114903114933046557e-01 ,-7.554422667268582137e-01 ,1.582280035824041198e+00
-1.440518944279443936e+00 ,-1.163056999499846311e-01 ,6.735791457226323331e-01 ,7.760701450512911270e-01 ,-1.748158907479442359e+00 ,1.490486874793193195e+00 ,-2.393140281560802163e-01 ,-1.621039385402304189e+00 ,-5.049021661340369338e-01 ,1.129415163511194318e-03 ,1.029014354563644540e+00 ,-8.735170592664687206e-01 ,-7.272642620738714037e-01 ,-8.908483734630631146e-01 ,2.176952898060152408e-01 ,-1.761612139417925382e+00 ,-9.270826575974794315e-01 ,-8.643164955830594520e-01 ,-3.770780213315989560e-01 ,1.375280143377979991e+00
-1.430719495678903552e+00 ,5.057535740249332612e-01 ,6.735791457226323331e-01 ,2.207750433651117561e+00 ,-3.952784466488489246e-01 ,1.467335880645750379e+00 ,7.271698711471069609e-01 ,-7.418851276626620139e-02 ,-9.007499499104187901e-01 ,-5.747468276555268707e-01 ,1.029014354563644540e+00 ,5.211230288486482509e-01 ,3.604635402396549337e-01 ,-1.008677638575322444e+00 ,6.074489870242090195e-01 ,2.735417067602307628e-01 ,5.869324013757688530e-01 ,-4.879034035381813461e-01 ,6.823418657751256777e-01 ,1.626637155633911425e+00
-1.420920047078363169e+00 ,5.057535740249332612e-01 ,4.912375518268584096e-01 ,1.528809265861508004e+00 ,-9.861917513794523638e-01 ,1.462146864716151295e+00 ,9.061483710180673334e-01 ,-6.137876543834891452e-01 ,-5.543831391060838332e-01 ,1.340239327371359479e-01 ,8.038022710386579783e-01 ,-1.932048211615338962e-01 ,2.783708759141060307e-01 ,1.527822603883786934e-01 ,8.997642599378571360e-01 ,-6.344500092269461655e-01 ,5.869324013757688530e-01 ,-2.787850190688050400e-01 ,-1.285152210280217755e+00 ,1.168280250931918784e+00
-1.411120598477822563e+00 ,-1.163056999499846311e-01 ,3.088959579310844861e-01 ,1.720683943715094699e+00 ,-7.529364995121087256e-01 ,1.438596715497201028e+00 ,7.271698711471069609e-01 ,-1.009493691569453011e+00 ,-1.009243641355783185e-02 ,-1.682201140769064684e+00 ,5.285430578414515024e-01 ,-6.694233878349877820e-01 ,1.345575512146246266e+00 ,3.547752862951085717e-01 ,-8.216479027758393228e-01 ,-1.072790837634548744e+00 ,1.945663864556888445e+00 ,-4.460797266443054521e-01 ,9.471968375518081684e-01 ,1.316137316964819615e+00
-1.401321149877282179e+00 ,-1.163056999499846311e-01 ,1.220603927409954048e+00 ,-3.308991502578527144e-01 ,-2.587877814201880344e+00 ,1.432210234353079148e+00 ,-9.552280276399217618e-01 ,-2.340504907558601300e+00 ,5.836792392510185001e-01 ,1.783221052616780766e-01 ,-3.723052762584960762e-01 ,-1.621860521181896830e+00 ,-1.240343414108553866e+00 ,-1.883980750837821461e+00 ,-5.293326298621934267e-01 ,-2.168642908653555690e+00 ,-1.121187152337639326e+00 ,-1.658966356566688560e+00 ,-3.366155559954146170e+00 ,1.700565688650361951e+00
-1.391521701276741796e+00 ,5.057535740249332612e-01 ,1.220603927409954048e+00 ,4.365995611564874035e-01 ,-1.872561708475358522e+00 ,1.426222908280464496e+00 ,-8.836366276915366136e-01 ,-1.872852318157009144e+00 ,-5.049021661340369338e-01 ,5.327074854580102770e-01 ,9.539436600553153900e-01 ,-1.315720014034675422e+00 ,2.168013776699447281e-01 ,9.439216118564061064e-01 ,-1.178922125225851936e+00 ,-1.730302080245953444e+00 ,-1.506646786368410762e-01 ,-1.282553264521812064e+00 ,4.174868939984485716e-01 ,1.419637263187850440e+00
-1.381722252676201412e+00 ,1.127812847999851043e+00 ,6.735791457226323331e-01 ,8.646276886760217995e-01 ,-1.390500854616182558e+00 ,1.383912470700655817e+00 ,-9.613122825931240401e-02 ,-6.137876543834891452e-01 ,-3.069782742458442293e-01 ,-4.861504826064441676e-01 ,1.129108613908082592e+00 ,-1.179657566413689018e+00 ,1.345575512146246266e+00 ,-3.237801335945789810e-02 ,2.281844119691722045e-02 ,-5.718298908830020677e-01 ,-2.283064765329033963e-01 ,-4.460797266443054521e-01 ,-1.500594740944402317e-01 ,1.404851556584560290e+00
-1.371922804075661029e+00 ,5.057535740249332612e-01 ,4.912375518268584096e-01 ,8.793872792801449290e-01 ,-1.374950504491691650e+00 ,1.383114160557640249e+00 ,-4.898839279754232390e-01 ,-1.045466967677265879e+00 ,-1.445040652602946674e+00 ,-9.734303803764010610e-01 ,-1.123012221341785466e+00 ,-1.932048211615338962e-01 ,-2.757546082833509105e-01 ,-2.203803041856811973e+00 ,-2.694968317167286687e-01 ,-1.636371902730037187e+00 ,-5.388736681171595322e-01 ,1.394517498699474611e-01 ,5.309961676170252831e-01 ,1.449208676394430517e+00
-1.362123355475120423e+00 ,1.127812847999851043e+00 ,1.767628709097275763e+00 ,1.056502366529608272e+00 ,-1.203896653122307203e+00 ,1.380320075057086981e+00 ,7.987612710954895556e-01 ,-1.153386796000712033e+00 ,-3.564592472178928495e-01 ,-6.190450001800689162e-01 ,7.037080116942189267e-01 ,-1.893985416423870971e+00 ,7.504036957860132917e-01 ,-1.008677638575322444e+00 ,1.257038482387867528e+00 ,-1.417201488526236952e+00 ,-1.118437796888085284e-01 ,-4.042560497504326111e-01 ,-3.014051722525460386e-01 ,1.316137316964819615e+00
-1.352323906874580040e+00 ,5.057535740249332612e-01 ,1.585287115201502006e+00 ,1.307415406799679269e+00 ,-9.550910511304749884e-01 ,1.372336973626934409e+00 ,1.544386715600331583e-01 ,-9.015738632460069679e-01 ,-5.049021661340369338e-01 ,-8.746692988557146220e-02 ,1.854791994155261969e+00 ,-1.932048211615338962e-01 ,2.289641151890061010e+00 ,1.864477647061664189e-01 ,1.257038482387867528e+00 ,-1.010170719290604424e+00 ,-1.004724455493543056e+00 ,-3.206086959626809341e-01 ,3.796504694589193929e-01 ,1.818851341476682704e+00
-1.342524458274039656e+00 ,1.127812847999851043e+00 ,4.912375518268584096e-01 ,6.137146484059508023e-01 ,-1.577105056110057912e+00 ,1.364753027268289287e+00 ,-2.035183281818876144e-01 ,-1.153386796000712033e+00 ,4.352363203348744158e-01 ,-1.317651024101119950e-01 ,1.079061484235864565e+00 ,-1.251735973510394451e-01 ,-3.578472726089005351e-01 ,-6.551898432385443449e-01 ,2.501747645741986270e-01 ,-8.536204234307462890e-01 ,-7.717990618053520713e-01 ,-1.157082233840186047e+00 ,-7.438662501539268501e-02 ,1.183065957535208934e+00
-1.332725009673499272e+00 ,1.749872121974769046e+00 ,1.585287115201502006e+00 ,1.735443534319215830e+00 ,-5.352315977692559956e-01 ,1.360362321481705550e+00 ,1.657858070476101453e+00 ,4.294373527431413207e-01 ,-1.989331355295473447e+00 ,-5.304486551309862685e-01 ,-6.976116191279208012e-01 ,-1.485798073560909094e+00 ,-3.783704386902874139e-01 ,-8.066846126685920382e-01 ,8.023258356333069496e-01 ,3.987819434481190695e-01 ,2.178589258245078319e+00 ,3.067464574454478732e-01 ,-1.701352880215006191e+00 ,1.552708622617460898e+00
-1.322925561072958667e+00 ,1.127812847999851043e+00 ,8.559207396184062011e-01 ,9.827044135089987309e-01 ,-1.219447003246795891e+00 ,1.356769925838136714e+00 ,3.334171714309935863e-01 ,-9.735204154616377004e-01 ,1.383504825025862472e-01 ,2.226202777862185955e-01 ,6.036137523497806523e-01 ,-1.383751237845169957e+00 ,7.298805297046272456e-01 ,-1.126506903687581884e+00 ,-1.070994578758140275e-01 ,-1.448511547698209112e+00 ,7.422159971678963242e-01 ,3.903938112331995502e-01 ,-7.438662501539268501e-02 ,1.242208783948369089e+00
-1.313126112472418283e+00 ,5.057535740249332612e-01 ,8.559207396184062011e-01 ,2.355346339692336866e+00 ,4.013135683685869343e-02 ,1.355572460623613917e+00 ,1.120922570863220225e+00 ,-7.418851276626620139e-02 ,-6.533450850501792972e-01 ,-1.017728552900941663e+00 ,1.804744864483043942e+00 ,1.809669097961807693e-01 ,5.656952010535278852e-01 ,-1.076008647210899616e+00 ,1.711751129142430328e+00 ,-5.092097725390600793e-01 ,-1.894855775848708623e-01 ,5.158648419148241793e-01 ,6.066690166960782005e-01 ,1.271780197154949388e+00
-1.303326663871877900e+00 ,1.127812847999851043e+00 ,3.088959579310844861e-01 ,1.661645581298606178e+00 ,-5.663322980182355915e-01 ,1.344396118621400182e+00 ,3.334171714309935863e-01 ,-4.698945499522301783e-01 ,-1.197635787742707070e+00 ,6.213038305070929246e-01 ,4.284487984970132834e-01 ,1.439544550290311253e+00 ,6.272646992976906866e-01 ,-4.363640651729194242e-01 ,6.399284617923923779e-01 ,-3.526594766792019442e-01 ,-1.118437796888085284e-01 ,-4.460797266443054521e-01 ,-1.122230495549164653e-01 ,7.394947594365059995e-01
-1.293527215271337516e+00 ,1.127812847999851043e+00 ,6.735791457226323331e-01 ,2.890036551152682098e-01 ,-1.794809957852910642e+00 ,1.332421466476171323e+00 ,1.407288170656755932e+00 ,-1.441173004863229856e+00 ,8.805650770833048924e-01 ,1.595863626047005157e+00 ,-1.448318564211210191e+00 ,-5.714237354054619439e-02 ,-3.373241065275129347e-01 ,-1.670400306306117355e-01 ,8.672847851696737775e-01 ,-9.788606601186345957e-01 ,1.596275774024598304e+00 ,-1.533495325885062543e+00 ,-7.438662501539268501e-02 ,9.169232386759871289e-01
-1.283727766670796910e+00 ,1.127812847999851043e+00 ,6.735791457226323331e-01 ,1.233617453779069617e+00 ,-8.928896506325157967e-01 ,1.315656953472850832e+00 ,4.408042713535688106e-01 ,-6.497609304913044559e-01 ,-9.997118958545160305e-01 ,5.327074854580102770e-01 ,2.282602798081359574e-01 ,9.973415955221021090e-01 ,-8.504032585621954521e-01 ,4.389390470895796481e-01 ,1.029682159010588460e+00 ,-4.465896541951159260e-01 ,-5.388736681171595322e-01 ,-6.970217880075575412e-01 ,4.553233185379723102e-01 ,1.064780304708888181e+00
-1.273928318070256527e+00 ,-1.163056999499846311e-01 ,6.735791457226323331e-01 ,9.384256416966313408e-01 ,-1.157245602748838920e+00 ,1.310467937543251304e+00 ,2.618257714826083826e-01 ,-1.405199728755414545e+00 ,6.331602122230653995e-01 ,3.555147953598433719e-01 ,1.029014354563644540e+00 ,2.149825217014279810e-01 ,1.427668176471795114e+00 ,-6.046915867618615215e-01 ,7.373668860969425642e-01 ,-1.980782553621725617e+00 ,-5.000527691691284415e-01 ,1.812754267638232997e-01 ,-7.438662501539268501e-02 ,1.168280250931918784e+00
