"EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","YEAR","WR"
52.1,45.7,19.5,20.3,36.6,29.2,43.8,31.2,2015,0.787878787878788
49.3,45.6,16.3,20.3,36.7,30.6,33.2,27,2016,0.666666666666667
47,46.4,13.8,16.2,29.1,29.7,26.6,28.7,2016,0.636363636363636
54.6,46,16.9,18.3,37.2,26.4,36,24.6,2017,0.857142857142857
55.1,49.4,16.5,16.3,35.4,22.6,34.8,33.2,2018,0.757575757575758
49,48.6,16,20.9,37.4,29.3,37.6,30.5,2019,0.8
51.5,47.7,17.2,15.9,31.7,27.5,37.3,35.3,2016,0.548387096774194
53.9,49.3,17.9,17.4,33.8,29.6,33.8,35.9,2017,0.838709677419355
51.5,52,20,19.9,27.4,24.3,40.6,38.4,2018,0.766666666666667
54.4,50.3,17.2,15.9,35.3,31.5,32.7,32.8,2015,0.588235294117647
50.3,45.4,19.9,17.6,36.5,30.9,41.7,38.4,2015,0.617647058823529
54.5,51.4,14.5,17.9,24.8,26.4,27.8,27,2016,0.628571428571429
56.3,43.3,17.6,14.2,37.1,24.3,30,34.1,2016,0.828571428571429
53.6,44.3,17.7,13.7,35,23.4,35.4,28.1,2016,0.742857142857143
52.4,47.5,19,18,30.4,32.3,38.5,32.6,2017,0.75
48.7,45.1,16.1,17.6,29.7,30.2,39.6,29.2,2017,0.705882352941177
51.1,45.2,14.6,17.2,24.5,26.5,27.3,25.8,2019,0.676470588235294
49.8,45.8,20.1,19.3,41.9,31.5,38.6,32.1,2015,0.696969696969697
54.3,47.6,15.8,18.5,28.3,29.6,36.5,24,2015,0.735294117647059
50.2,46.5,18.5,21.1,26.9,32.6,39,42.1,2015,0.548387096774194
49.1,42.1,20.1,14,37.9,28.6,36.6,34.8,2015,0.588235294117647
51.6,51.2,18.6,19.8,40,28.8,38.6,38.6,2016,0.636363636363636
49.4,47.7,15.4,18.5,30.7,32,39.5,38.4,2016,0.606060606060606
50,49.6,17.8,19,31.3,32.3,42.2,32.9,2016,0.59375
49.8,48.4,20,25,42,27.1,46.2,55.3,2016,0.742857142857143
52.7,49.6,19.1,22.1,29.5,32.3,41.1,33.4,2017,0.6
54,53.2,18.2,20.3,38.3,31.9,37.4,45.4,2017,0.625
53.5,51,17.3,16.8,28.4,30,33.2,25.6,2018,0.5625
56.5,52.3,17.8,17.4,34.2,26.1,34.1,30.5,2018,0.636363636363636
50,48.3,17,18,29.4,29.1,33,26.2,2018,0.558823529411765
54.7,48.4,16.3,18.8,28.3,30.1,30,23.6,2019,0.657142857142857
49.4,48.2,17.4,22.8,28.3,25.7,30.6,30.7,2019,0.735294117647059
48.4,48.2,18.1,19.7,35.2,29,40.7,39.3,2015,0.647058823529412
49.3,46.4,15.7,19.5,27.6,35.4,35.7,33.3,2015,0.625
49.8,45.4,19.4,19.5,34.7,30.8,40.4,33.8,2016,0.735294117647059
57.6,49.9,17.1,19.3,24.2,29.6,27.9,29.3,2017,0.735294117647059
57.5,52.2,17.3,18.3,27.1,29.2,31,35.7,2017,0.59375
49.9,49,19.5,17.5,35.7,25.4,37.6,36.1,2017,0.636363636363636
57.4,50.1,15.6,15.8,22.5,24.6,26.5,24.8,2018,0.65625
49.6,50.3,17.4,19,28.9,29,38.6,31.8,2018,0.6
53.5,46.3,19.4,16.6,29.4,26.1,35.1,35.9,2019,0.705882352941177
49.9,49.6,17.5,19.8,29.5,29.2,34.5,32.8,2019,0.588235294117647
55.1,52.3,15.9,17.8,29.3,30.7,35.2,36,2015,0.71875
54.5,47.4,19.6,15.6,25.9,25.6,45.7,28.1,2016,0.71875
53.4,50.7,18.3,19.6,26,27.8,36.1,39.7,2017,0.758620689655172
51.2,48.4,17.4,21.2,33.5,26.1,38.3,41.4,2018,0.8125
56.1,50.1,17.3,19.2,27.4,24.9,31.6,37.3,2019,0.787878787878788
50,47.7,17.5,16.9,34.8,28,38.9,35,2015,0.666666666666667
49.6,49.3,18.6,22.2,31.6,29.3,41.8,33,2016,0.625
53.5,46.7,17.8,18.6,26.3,28.4,38.2,34.5,2017,0.838709677419355
49.3,50.1,18.7,20.2,32,28,31.2,31.7,2018,0.676470588235294
54.8,50.5,17.1,18.2,22.4,31.3,38.3,27.6,2019,0.71875
50.7,44.7,18.2,17.2,30,30.7,30.2,35.3,2015,0.59375
48.4,48.7,20.3,19.6,29.1,28.3,40.8,33.1,2017,0.676470588235294
51.6,48.2,20.7,18.2,26,28.9,45.6,35.2,2018,0.666666666666667
54.5,49.8,21.5,15.5,30.1,25.3,41.4,25,2015,0.657142857142857
51.2,47.5,15.9,19.9,32.1,30.1,35.6,55.2,2016,0.741935483870968
55,53.2,13.9,20.1,32.5,28.5,30.8,39.6,2017,0.878787878787879
52.7,49.9,15.1,17.8,25.5,27.9,36.6,32.1,2018,0.8125
56.5,52.1,16.6,16.7,22.7,24.6,34.3,27.8,2019,0.676470588235294
47.2,45.6,17.8,18.5,32.1,24.8,28.9,32.4,2019,0.742857142857143
51.3,45.2,19,18.6,34.7,27.4,36.6,33.4,2015,0.806451612903226
49.8,51.5,15.8,21.1,30.9,32,42.2,35.8,2016,0.617647058823529
52.4,49.7,18.8,17,31.2,26.4,36.5,30.5,2017,0.727272727272727
48.6,48.3,18.6,21,28.7,25.3,35.3,29.9,2018,0.757575757575758
54.6,49.1,17.8,18.4,30.6,26,34.8,35.2,2019,0.787878787878788
47.1,46.6,18.4,20.1,32.4,28.4,38.9,32.9,2015,0.714285714285714
53.2,48.7,15.2,20.2,24.1,24.7,24.4,32,2017,0.793103448275862
52.9,47,16.6,17,23.8,22.6,33.4,31.8,2018,0.75
55.6,47.3,17.8,15.2,26.3,24.6,30.1,31.1,2019,0.758620689655172
53.8,48.8,17.6,19.2,29.2,31,32.4,36.3,2016,0.666666666666667
53.4,50,16.5,18,27,32.1,31,33.4,2017,0.628571428571429
53.9,52.5,16,18.8,24.5,30.8,30.2,28.6,2018,0.588235294117647
53,52.3,17.3,18.5,25.1,30.7,36.8,28.5,2019,0.515151515151515
48.7,48.5,16.7,19.7,34.5,30.4,42.6,34.3,2015,0.696969696969697
49.6,49.8,18.8,17.7,31.8,28.7,41.6,37.8,2016,0.558823529411765
48.2,50.1,17.9,19,38.1,29.8,32.5,34.3,2017,0.628571428571429
45.6,46.4,20.2,20.1,31.8,30.9,43.8,45.5,2015,0.485714285714286
46.7,48.6,18.7,16.7,34.5,27.2,41.3,35.7,2016,0.645161290322581
49.7,47.6,18.8,18.4,26.7,26.7,36.3,35.6,2019,0.588235294117647
52.2,47,18.8,17.9,22,27,40.4,27,2015,0.696969696969697
48.4,48.8,15.1,21,30,29.7,37.7,46.4,2016,0.696969696969697
52.5,48.3,15.5,15.9,30.4,26.3,41.3,28.2,2017,0.8
51.7,48.6,17,19,31.6,25,35.1,29.6,2018,0.6875
53.7,47.7,14.6,19.2,27.2,24.9,40.8,28,2019,0.852941176470588
53.9,46.5,18.2,17.3,32,22.3,36.7,34.3,2019,0.823529411764706
50.1,49.3,19.8,21.8,31,35.9,35.5,37.6,2015,0.571428571428571
51,49.9,19.2,21.7,23.1,34.8,32.4,32.6,2017,0.555555555555556
54.2,52,19.7,20.2,29.5,33.2,35.7,29.4,2019,0.636363636363636
56.5,51.3,20.3,18.5,28.9,29.6,32.2,28.2,2015,0.65625
51.3,53.8,20.2,18.6,31.9,30,47,31.3,2016,0.470588235294118
52.6,49.4,20.7,16.6,31.2,28.5,33.4,34.4,2017,0.606060606060606
55,47.2,17.6,18,32.9,27.6,37.3,30.5,2018,0.866666666666667
57.6,48.7,15.2,16,25.3,25,28.5,27.4,2019,0.84375
53.6,46.2,18.2,16,35,24.9,43.8,29.3,2016,0.735294117647059
52.2,44.3,17.7,14.1,32.4,25.3,41.7,37.5,2016,0.676470588235294
48.4,46.8,18.8,15.4,34.8,24.8,40.5,35.7,2016,0.636363636363636
49.8,49.5,16.6,19.5,29,32.2,36.8,39.3,2016,0.580645161290323
52.2,47.3,16.6,16.7,32.1,31.6,35.1,28.3,2016,0.617647058823529
56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,2018,0.771428571428571
50.6,48.5,18.7,19,31.7,26.9,43.8,38.6,2019,0.676470588235294
55.8,53.5,17.1,16.8,27.7,34.5,30.4,27.5,2015,0.59375
47.9,53.2,16.8,19.6,23.1,29.6,36.1,33.4,2016,0.428571428571429
55.3,48,18.9,19.7,26.8,27.9,37.2,33.1,2017,0.742857142857143
53.9,47.8,17,17,27,27.5,42.6,34.5,2018,0.714285714285714
55.9,50.7,19.3,17.8,30.2,27.1,28.4,28.2,2019,0.705882352941177
51.6,50.1,17.8,17.6,30.8,29.8,40.1,32.8,2017,0.628571428571429
53.9,47.1,16.7,20.6,25.6,33.4,30.9,38.6,2018,0.727272727272727
53.7,50.3,16.4,21,23,33.8,35.4,30.9,2019,0.727272727272727
51.1,47,17.2,20,29.4,27.7,37.6,36.4,2015,0.787878787878788
51.7,50.5,18,20.2,32.3,29,41.6,30.9,2016,0.818181818181818
55.8,48.7,20.8,22,30.1,27.4,42.8,38.2,2017,0.818181818181818
51.7,47.5,19.8,21.4,33.7,23.9,26,39.2,2018,0.84375
48.5,44.4,19.2,16.7,32.2,28.5,47.7,34.3,2015,0.636363636363636
50.3,44.6,20.2,19.1,33.9,32.9,33.5,29.4,2015,0.666666666666667
47.8,47.6,16.5,18.7,34.8,31.4,36.1,41.2,2015,0.617647058823529
52.1,48.1,18.2,16.1,24.8,27,34.8,30.7,2017,0.542857142857143
53.8,50.4,15.1,19.4,28.8,31.7,37.4,40.8,2018,0.657142857142857
54.1,46.7,20.8,16,30.3,27.9,38.3,30.3,2018,0.625
53.1,51,18.2,20.6,30.2,29.3,30.9,33.5,2019,0.606060606060606
54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,2019,0.676470588235294
55.6,49,20.3,24.5,37.6,29.6,41.9,49.1,2015,0.838709677419355
53.1,49.7,20.7,25.9,32,28.5,40.5,50.3,2018,0.903225806451613
51.9,49.8,17.3,23.3,27,28.5,34,38.3,2019,0.9
49.7,48.1,16,16.5,26.1,23.7,35.7,30.7,2015,0.67741935483871
51.3,48,17.1,17.2,32.4,25.5,40.2,40.2,2016,0.75
53.2,53.8,18.4,16.2,27.1,28.9,39.9,27.1,2017,0.545454545454545
54.3,50,14,14.2,24.6,23.3,35.4,25.6,2018,0.903225806451613
53.5,53.6,15.7,14.4,20.7,25.9,32.2,26.5,2019,0.575757575757576
49.5,49.3,19.7,18.7,33.8,34.6,46.8,33.1,2015,0.628571428571429
48.1,49.1,16.6,19.2,31.7,34.9,44.3,32.3,2017,0.657142857142857
50.5,51.2,17.2,16.2,28.5,32.5,42.9,31.2,2018,0.444444444444444
50.6,46.4,21.8,20.6,39.3,31,44.3,32.5,2015,0.65625
49.3,45.2,18.2,21.5,34.1,29.7,38,42.1,2016,0.7
52.7,47.9,19.5,19.1,35.6,28.5,43.3,35.2,2017,0.903225806451613
51.6,46,17.4,19,33.8,22.5,29.1,33,2018,0.903225806451613
54.1,48.9,17.8,19.1,37,22.5,34.6,32.5,2019,0.909090909090909
53.8,48.9,16.2,16.3,31.2,23,29.1,29.1,2019,0.647058823529412
53.8,49.3,14.6,18.5,35.2,31.3,38.8,40.8,2014,0.742857142857143
47.7,44.8,17.4,22.4,39.1,32.3,38.7,36,2014,0.794117647058823
51.7,49.7,15.7,17.8,32.4,30.4,39.4,38.5,2014,0.696969696969697
47.9,47.8,17.2,25.6,34.9,30.8,35.2,39.7,2014,0.742857142857143
50.4,46.6,18.8,18.7,34.3,31.7,39.2,37.2,2014,0.727272727272727
50.3,45.2,17.2,21.9,29.6,29.6,42.3,29.8,2014,0.714285714285714
51.1,45,15.9,14.9,32.5,28.2,46.7,31.3,2014,0.794117647058823
48.3,49.4,19.7,17.8,34,26.1,48.3,30.2,2014,0.657142857142857
48.8,45.3,18.5,19,34.7,33.2,40.3,45.4,2014,0.606060606060606
52.4,46.3,14.7,20,28,32,49.7,41,2014,0.617647058823529
52.4,46.3,16.3,17,24.5,30.2,42.5,37.3,2014,0.636363636363636
50.6,49.1,15.3,16.6,34.9,28.6,47.6,36.8,2014,0.647058823529412
53.9,47.8,18.7,15.3,29.5,27.8,43.6,30.6,2014,0.705882352941177
51.5,47.2,19,19.6,35.1,31.4,46.6,33.4,2014,0.727272727272727
48.3,47.6,16.7,19,25.7,29,42.3,44.9,2014,0.59375
48.3,48.9,17.3,16.4,35.3,30.8,41.9,33.7,2014,0.628571428571429
50,47.5,15.8,17.4,34.1,35.6,37,42.6,2014,0.611111111111111
50.4,49.4,13.4,16.8,29.1,32.8,43.9,38,2014,0.714285714285714
50.7,45.4,19.7,21.7,34.4,33.3,55.5,52.8,2014,0.757575757575758
53.2,44.4,18.7,16.1,37.7,33,53.9,34.1,2014,0.714285714285714
49.2,46.4,16.7,20.3,30.2,29.6,47.1,47.5,2014,0.617647058823529
51.5,50.4,18.8,18.5,36.5,31.8,44.3,44,2014,0.625
50.2,44.4,17.2,23.7,35.4,33.1,49.5,44.8,2014,0.8125
52,47.6,20.9,18.5,31,32,51.4,34.7,2014,0.6875
55.8,46.4,23.1,19.6,26.5,29.7,35,40.7,2014,0.606060606060606
56.7,55.7,15.8,24.2,23,34,43.2,54.9,2014,0.6875
49.1,49.1,19.9,18.5,28.6,31.2,44.7,36.5,2014,0.588235294117647
48.8,49.5,16.4,19.7,30.9,29,33,39.4,2014,0.566666666666667
48.8,48.3,19.7,18.3,31.9,28.4,42,29.1,2014,0.558823529411765
46,49.3,14.7,18.1,30.9,33.2,33.2,42.9,2014,0.375
48,47.5,20.2,18.3,34.2,29.3,38.6,39.6,2014,0.580645161290323
54.1,47.8,19,13.8,28.4,28.7,49.7,35.1,2014,0.586206896551724
51.1,43,20.1,22.4,30.4,31,36.8,35.3,2013,0.78125
48.4,45.9,17.6,19.5,29.3,27.6,45.7,25.7,2013,0.828571428571429
49.1,47.5,18.2,22.2,38.5,33.8,31.7,36.8,2013,0.764705882352941
48.6,43,15.7,18,32.6,26.9,29.7,25.7,2013,0.657142857142857
48.8,44.5,18.2,21.7,31.3,30.8,40.5,35.1,2013,0.727272727272727
48.9,44.1,20.2,18.5,33.3,27.1,36.7,29.6,2013,0.705882352941177
49.1,47.5,15.8,19.9,30.7,34,33.1,24.6,2013,0.714285714285714
52.2,46.8,17.6,16,34,29.5,32,24.6,2013,0.714285714285714
51.7,44.6,18.1,22,40.4,30,37.5,36.4,2013,0.727272727272727
54.2,46.8,18,16.6,34.7,32.6,40.9,29,2013,0.685714285714286
47.3,47.3,22.9,22,33.1,29.5,50.6,40.9,2013,0.575757575757576
51.2,46.1,18.9,17.6,38.7,28.6,35,29.7,2013,0.676470588235294
47.8,47.4,17.5,19.6,33.2,31.5,35.4,31.4,2013,0.625
48.3,45.9,20,19.4,33.6,30.4,40.9,25.3,2013,0.636363636363636
46.2,43.3,19.4,20.3,38.7,29.8,35.5,32.7,2013,0.647058823529412
56.5,48,19.6,25,29.7,34.2,32.8,37,2013,0.774193548387097
49.6,42.5,15.1,14.1,29.3,24.3,35.7,29.4,2013,0.818181818181818
53.7,47.1,18.3,17.9,36.9,25,37,36.9,2013,0.794117647058823
51,44.6,20.8,20.2,37.6,30.5,36.9,35,2013,0.78125
53.3,51.2,16.4,17.1,28.9,26.1,33,24.4,2013,0.6875
52.9,48.6,19.1,18.3,25.1,30.5,40.6,35.9,2013,0.766666666666667
49.3,45.4,21.9,18.6,36.9,29.8,47,30.7,2013,0.676470588235294
49,47.8,19.2,21.7,34.8,37.3,40.3,40.5,2013,0.678571428571429
53.1,45.3,17,18.8,29,28.5,38.9,36.4,2013,0.757575757575758
55.7,46.2,21.8,19.5,31.2,28.2,41.7,36.8,2013,0.757575757575758
50.5,50,17.8,20,29.2,30.8,37.7,39.3,2013,0.606060606060606
52.1,51.6,17.1,19.3,32.8,33.4,32.7,32.2,2013,0.588235294117647
49.6,48.3,21.2,19.9,31.7,28.2,40,27.8,2013,0.685714285714286
48.6,47.9,22.2,20.8,34.8,30.7,37.6,37.8,2013,0.542857142857143
45.7,45.2,22.7,23.4,29.8,33.2,42.6,41.1,2013,0.527777777777778
49.1,41.9,16.8,20.2,26.2,31.1,40.3,34.9,2013,0.666666666666667
47.6,48.7,17.2,21.1,29.6,31.1,36.8,39.2,2013,0.583333333333333
54.1,52.7,16.4,16.2,30.7,27.7,40.7,38,2017,0.575757575757576
50.3,48.2,15.6,20.4,28,30.5,39.6,34.6,2016,0.625
49.9,50.6,15.7,20.6,26.9,29.2,32.5,33.9,2019,0.696969696969697
53.6,47.9,18.3,17.9,29.2,31.8,39.7,34.1,2015,0.625
51.4,49.6,18.4,20.3,26.4,28.6,38.1,30.5,2017,0.606060606060606
51.9,50.7,14.3,21.2,21.8,29.4,29.5,39.7,2019,0.617647058823529
49.4,48.1,21.1,23.9,30.9,33.1,47.4,52.3,2015,0.575757575757576
51.3,45.3,17.8,19.8,31.6,31.2,34.2,28,2017,0.806451612903226
50.4,48.5,20.8,16.8,32.9,29.7,30.3,34.3,2018,0.59375
49.9,49.9,22.7,17.5,34.8,26.9,33.5,31.4,2019,0.580645161290323
53.2,47.6,16.1,19.4,27.8,25.6,32.4,31.6,2015,0.71875
51.2,52.4,17.7,21,28.4,35.8,33.3,46.9,2016,0.53125
52.1,50,19.5,16.5,29.4,29.8,38.7,31.8,2018,0.529411764705882
53.8,50.6,14.7,20.4,28,30.6,41.3,32.7,2018,0.625
53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,2018,0.636363636363636
52.9,43.1,16.8,14.2,27.2,29.3,39.8,34.4,2016,0.575757575757576
50.2,50.3,23.7,22.4,36.1,32.6,42.8,34.7,2017,0.689655172413793
48.5,47.9,16.3,19.6,28.1,31.2,38.1,39.9,2016,0.59375
49,51.2,17.4,24.7,29.7,34.3,43.1,46.2,2019,0.647058823529412
53.2,49.6,16.4,17.7,33.4,28.4,42.5,39.2,2015,0.696969696969697
51.1,47.4,15.9,18.8,37.6,29,45.3,35.4,2014,0.606060606060606
51.7,49.4,18.7,16.9,34.1,28.7,41.6,39.5,2014,0.617647058823529
51.5,53.5,16.7,18.8,27.8,33,36.7,34.5,2014,0.484848484848485
51.7,50.2,19.3,15.8,33.6,31.2,49.3,29.8,2014,0.545454545454545
51.1,44.4,20.7,23.6,36.5,29,41.4,42.8,2013,0.823529411764706
51.8,51.4,18.4,20,30.3,24.4,33.7,42.2,2013,0.633333333333333
54.4,52.6,20.3,18.4,35.2,33.5,45.6,31.6,2013,0.588235294117647
48.5,47.8,19.8,15.1,29,32.6,38.4,38.5,2013,0.363636363636364
51.6,45.4,18.2,17.7,40,31.2,35.2,37.8,2015,0.684210526315789
49.3,45.5,16,14.9,33.9,30.2,35.3,34.7,2015,0.611111111111111
53.7,49.5,14.3,17.4,33.2,34.7,40.6,25.3,2016,0.694444444444444
54.2,48.3,16.5,17.4,30.1,29.5,40.7,29.1,2016,0.771428571428571
52.9,47.2,17.4,17.4,27.2,26.3,33.5,27.2,2018,0.714285714285714
46.9,46.2,19.1,19.5,34.7,30.4,40.5,31.4,2018,0.621621621621622
50.5,47.2,18.9,20.3,32.8,27,35.8,35.7,2019,0.783783783783784
52.9,48.9,17.2,18.3,35.3,22.8,30.2,28.4,2019,0.805555555555556
55.6,49,17.3,21.6,29.6,27.2,31.9,26.3,2019,0.742857142857143
52.1,42.5,16.5,18.2,34.4,26,31.6,37.3,2019,0.891891891891892
58.7,49.8,19.6,18.9,37.2,29.2,33.9,30.2,2016,0.771428571428571
55.2,46.5,18.9,16.4,29.1,29.9,37,27,2016,0.742857142857143
48.5,48.1,17.1,18.6,33.1,27.7,38,33.6,2016,0.628571428571429
57,51.9,14.2,19.5,24.7,30,30.1,27.2,2017,0.684210526315789
55.7,47.7,18.3,16.6,30.8,24.4,33.3,22.9,2017,0.771428571428571
52.1,47.5,17,19.5,35.9,25.9,32.9,28,2017,0.72972972972973
57.7,47,15.8,17.7,28,28,35.6,24.2,2018,0.810810810810811
51.6,44.1,13.9,18,24.7,24.8,27.5,24.1,2019,0.810810810810811
49.3,44.1,17.6,19.7,31.5,31.4,32.8,28.4,2015,0.685714285714286
46.1,52.7,18.7,28,40.1,31.1,40.4,55.5,2015,0.714285714285714
57.1,49.8,15.7,16.8,26.2,30.1,26.1,24.9,2016,0.657142857142857
52.5,46.1,20.6,17.1,39.8,29.4,33.9,30.1,2017,0.794117647058823
51.3,48.8,17,27.6,37.9,31.9,38.9,42.5,2017,0.756756756756757
50.4,49.9,16.5,23.3,37,30.1,31.3,44.1,2018,0.702702702702703
53.3,50,18.1,18.8,31.3,27.3,38.5,33.3,2015,0.621621621621622
54.6,50.8,15,19.6,27.2,27,37.1,37,2017,0.735294117647059
50.3,45.8,15,21.3,34.5,27.4,36.2,36.6,2015,0.852941176470588
54.8,49.4,13.5,18,26.7,29.3,36.3,30.1,2018,0.783783783783784
49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,2015,0.611111111111111
55.2,43,18.2,18.3,31.3,28.4,43.4,34.3,2015,0.735294117647059
53.7,47.7,16.6,17.4,33.2,26,40.5,28.6,2017,0.864864864864865
59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,2017,0.861111111111111
52,46.4,17.8,20.9,29.6,28.8,29.4,33.9,2019,0.657894736842105
51.2,47.4,17.4,20.7,34.8,29.2,38.1,32.3,2016,0.756756756756757
51.8,46.8,18.6,16.8,35.7,31,44,32.3,2018,0.702702702702703
51.4,46.9,19.2,15.3,33.9,27.3,32,27.6,2018,0.628571428571429
51.2,49.9,17.9,20.1,36.7,30.8,37.1,33.1,2019,0.8
55.3,48.1,15.8,18,31.6,30.2,33.3,34.9,2019,0.861111111111111
55.2,44.8,17.1,15.1,32.1,26,34.4,28.1,2016,0.771428571428571
57,47.1,16.1,17.4,33,23.1,32.1,29.1,2018,0.864864864864865
50.8,44.2,16.5,18.4,33.9,25.8,42,32.5,2014,0.810810810810811
54.2,47.7,14.5,15.9,28.8,28.5,36.4,30.7,2014,0.777777777777778
53.5,43.9,15.3,25,37.1,32.7,41.2,38.4,2014,0.837837837837838
46.7,44.4,15.2,20.6,36.1,29.4,45.1,32.4,2014,0.852941176470588
54.1,49.9,14.5,20.3,29.8,28.6,38.2,35.7,2014,0.756756756756757
51.3,48.7,17.8,15.8,40.1,32,44.8,32.3,2014,0.666666666666667
51.3,48,17,17,29.3,28.1,45,37,2014,0.638888888888889
49.8,46.5,16.8,16.9,39.7,27.5,41.8,31.5,2014,0.638888888888889
54.7,44,19.3,20.9,39,31.4,45.8,27,2013,0.805555555555556
53.3,41.5,20.3,18.4,33.8,29.3,39.5,32,2013,0.837837837837838
51.9,45.7,16.7,18.4,31.3,28.4,34.6,28.3,2013,0.805555555555556
50.6,44.5,20.8,19.2,36.1,27.6,36.6,32.4,2013,0.742857142857143
52.5,46.6,19.5,19.8,35,26.7,37.4,32.9,2013,0.771428571428571
49.3,46.4,21.4,22,35.8,27.2,38.4,33.3,2013,0.756756756756757
51.9,49.3,17.1,21.3,29,34.2,31.3,28.5,2013,0.705882352941177
51.6,46.9,21,22.1,32.5,32.8,35.2,32.7,2013,0.685714285714286
54.9,44.9,16.3,15.1,29.4,24.8,28.9,24.5,2021,0.833333333333333
57.5,49.1,17.6,24.6,37.5,30.9,27,31.7,2021,0.916666666666667
55.6,46.6,18.2,16.1,33,22.2,39.2,30.5,2021,0.793103448275862
61,47.5,16.1,20.3,30.4,23.4,36.7,25.9,2021,1
54.6,48.3,13.3,16.3,30.7,28.6,32,22.6,2021,0.724137931034483
53.1,48.9,15.3,15,29.1,27.4,37.6,33.8,2021,0.7
51.3,42.9,16.3,21.6,39.4,28,30.7,42.4,2021,0.923076923076923
51.3,45.3,18.6,21.1,31.5,29.8,28.6,31.9,2021,0.8
48.7,50.2,17,20.7,35.6,31.3,39.4,28.5,2021,0.666666666666667
52.9,46.7,20.2,17.8,31.3,26.9,34,36.7,2021,0.730769230769231
49.8,47,17.7,20,30.9,26.9,30.5,26.5,2021,0.740740740740741
51.5,47.6,17.4,20.3,31.7,26.2,32.7,29.3,2021,0.785714285714286
54.4,46.5,20.1,19.6,35.4,31.4,32.7,36.3,2021,0.727272727272727
56.1,47.9,15.4,15.2,23.1,22.6,22,24.6,2021,0.75
51.4,48.6,18.7,16.9,32.2,24.1,32.2,30.3,2021,0.666666666666667
52.1,47.2,21.4,19.3,31.9,30.2,36.4,30.5,2021,0.714285714285714
52.8,51.8,13.5,19,27.9,24.8,30,25.8,2021,0.727272727272727
50.1,45.9,18.2,22.9,31.4,28.6,35.1,31.1,2021,0.692307692307692
55.7,46.9,15.8,17.8,24.8,28.2,26.9,25.7,2021,0.714285714285714
52,47.7,16.8,19.8,30.9,25.6,29.9,28,2021,0.733333333333333
49.7,47.9,16.2,23.8,33.8,29.7,39.3,36.4,2021,0.62962962962963
55,46.6,19,16,28.6,23.3,27.8,29.4,2021,0.8
52.1,45.4,18.1,17.4,35.7,27.3,37.5,24.8,2021,0.758620689655172
52.7,46.7,16.9,22.5,29.9,24.4,34.3,32.7,2021,0.884615384615385
52.5,47.5,20.7,20.5,30.7,31.5,33.8,34.8,2021,0.608695652173913
49.5,46.2,17.6,19.6,36.9,29.8,29.6,36.9,2021,0.681818181818182
50.4,48.7,19.5,21.6,26.6,26.6,23.6,29.6,2021,0.695652173913043
54.4,50.1,16.8,20.3,28.3,27.2,26.8,27.1,2021,0.769230769230769
50.8,48.9,15.8,18.7,27.3,27.5,29.1,22.8,2021,0.6
48.5,48.7,20.5,19.3,41.2,26.3,34.9,27.1,2021,0.642857142857143
52.8,48.5,16.1,18.4,31.5,32.8,33.9,29.1,2021,0.666666666666667
56.3,46.7,18.5,21.6,26,21,30.7,22.4,2021,0.923076923076923
50.5,45.5,16.9,19.5,33.6,28.4,27.8,28.3,2021,0.8
50.9,48.5,18.9,18.4,28.6,29.2,37.5,36.4,2021,0.64
49.4,47.9,13.5,17.8,23.7,25.1,26.9,28.5,2021,0.586206896551724
53.9,52.2,15.9,22.7,24.8,29.7,29,28.9,2021,0.68
50.2,47.7,16.4,18.9,27.4,29.1,27.7,33.2,2021,0.576923076923077
52.5,48.4,17.3,17.6,28.4,24.3,33.2,30.9,2021,0.714285714285714
52.6,48.5,16.8,16.9,20.9,24.8,32.6,25.6,2021,0.571428571428571
50.9,45.8,20.6,23.5,28.3,31.3,34,35.4,2021,0.730769230769231
47.9,47.8,18.9,15.4,30.4,26.1,31.4,37.1,2021,0.555555555555556
47.6,47.1,15.9,18.1,29.8,33.4,38.2,29.7,2021,0.842105263157895
50.7,48.5,16,20.8,30.1,33.5,28.1,25.1,2021,0.64
52,50.7,16.6,17.6,30.4,24.4,32.6,28,2021,0.653846153846154
49.8,45.6,19.7,19.7,35.3,21.3,29.4,26.1,2021,0.740740740740741
54.5,48.4,15.2,18.8,31.6,24.9,25.2,29.7,2021,0.925925925925926
49.6,48,21.7,16.2,32.4,27.3,30.3,25.9,2021,0.52
48.7,50.4,17.2,18.5,29.8,29.4,34,38.2,2021,0.607142857142857
53,47.7,16.5,20.8,28.2,24.5,35.5,28,2021,0.916666666666667
53,49,19.5,22.5,35.6,22.2,35.7,33.8,2021,0.958333333333333
55.8,51.1,17,20,28.7,27.4,29.6,30.2,2021,0.727272727272727
54,45.7,20.4,21.4,27.9,26.9,27.2,31.7,2021,0.68
48.2,48.1,15.6,21,32.4,25.9,23.8,36.4,2021,0.724137931034483
57.4,48,15.6,17.3,23.1,22.4,25.5,29.6,2021,0.958333333333333
57.1,45.7,13.8,16.6,27.9,25.6,31.1,25.1,2021,0.933333333333333
54.1,47.5,16.5,16.5,23.9,25.8,30.4,27.7,2021,0.727272727272727
