"EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","WR"
46.3,58.9,19,17.9,17.8,30.8,33.9,23.3,0.333333333333333
49,54.5,20,17.9,26.2,25.9,28.5,32.1,0.285714285714286
48,58.2,17.9,18.4,23.8,27.9,30.4,33.2,0.272727272727273
43.9,53.1,21.7,19.8,31.3,30.6,32.9,35.7,0.3
47.9,51.5,20.2,18.6,28.8,28.6,33.7,29.4,0.272727272727273
48.3,53.3,18.3,17.2,26.2,26.7,29,36,0.260869565217391
48.7,54.1,22.6,18.6,25.7,31.2,28.1,28.2,0.25
47,50.5,16.8,20.2,26.6,26.8,31.6,31.6,0.538461538461538
49.5,48.1,21,17.2,27.9,26.2,38.8,32.4,0.5
50.5,51.3,18,20.9,22.3,27.3,34.1,29.3,0.4375
55,54.5,19.6,18.4,16.7,31.7,20.8,22.4,0.5
48.6,51.6,16.1,18.9,26.5,31.5,37.1,31.7,0.4375
46.1,51,20.2,16.9,28.6,31.8,32,23.6,0.411764705882353
49.7,53.7,18.3,15.2,29.2,25.9,28.7,29.9,0.388888888888889
45.9,52.3,16.2,20.9,24.1,29.2,34.2,29.4,0.368421052631579
42.6,47.9,20.7,22.3,31.9,29.5,35.5,46.8,0.35
46.7,52.9,23.1,22.2,32.6,28.3,35.2,41.7,0.333333333333333
45.8,54.4,17.3,16.1,27.9,23.1,36.5,38.8,0.333333333333333
48.7,54,17.9,18.2,26.6,32.2,36.2,27.5,0.35
50.4,51.6,19.3,16.7,23.7,26.3,23.7,26.7,0.291666666666667
48.2,50.4,19.1,21.2,22.7,31.9,25.1,34,0.269230769230769
48.2,49.8,19.7,18.1,23.1,28.9,31,28.4,0.269230769230769
50,50.9,16.3,19.9,24.3,25.6,34.2,33.4,0.533333333333333
49,52.7,19.1,18.9,25.2,25.2,30.5,35.1,0.444444444444444
47.7,53.1,22.4,22.7,32.8,30.1,33.7,29.6,0.444444444444444
45.2,48.9,18.5,20.6,26.9,27.7,33.1,38.3,0.444444444444444
48,47.2,22,20.7,29.8,26.7,40.5,40.8,0.421052631578947
50.6,55.6,14.9,18.8,24.5,28,31.5,32,0.444444444444444
48.6,47.9,23.8,21.4,30.2,31.8,29.8,33.9,0.4
45.5,52,20.9,19.7,24.7,32.6,35.4,36.5,0.421052631578947
50.3,52.1,20.6,18.5,23,32.2,32.5,33.8,0.421052631578947
52.7,50.3,21.5,16.2,25.8,35.9,25.4,31.8,0.380952380952381
58.2,52.5,23.7,17,26.2,30.8,30.2,30.4,0.347826086956522
45.6,57.3,21,20.6,28.7,32.9,28.3,36.5,0.347826086956522
47.3,50.3,20.6,18.7,23.8,23.2,28.7,29.5,0.347826086956522
49.2,53.5,15.5,16.9,26,29.4,27.3,31.9,0.32
45.4,55.3,21.8,22,30.8,29.8,41,37.9,0.307692307692308
50.6,50.9,15,16,23.7,28.5,30.3,33.7,0.6
47.6,47.3,19.5,19.6,31,30.1,31.6,35.5,0.5
47.3,49.9,19.3,20.9,32.9,28.5,31.2,28.4,0.5
51.4,48,19.9,21.8,20.8,31.6,31,33,0.5
48,50.7,18.7,15.3,29.6,31.8,33.6,27.6,0.5
47.9,51.6,16.5,18.2,27.5,23.6,26.9,33.2,0.529411764705882
51.6,52,16.3,17.7,24.2,26,27.1,33.5,0.529411764705882
49.5,52.7,16.3,19.9,30.2,30.3,30.7,39.1,0.473684210526316
43,48.1,19,24.1,30,34.1,37.7,43.5,0.6
46.6,49.5,15.2,20.1,23.3,28.4,34.6,32.5,0.45
45.1,51.7,20.8,17.8,33.8,26.5,34.5,33.5,0.428571428571429
44.4,50.8,20,22.7,30.5,23.6,34.6,46.7,0.5
48.4,54.3,16.7,18.7,24.3,28.9,31.7,32.4,0.428571428571429
49.7,48,18.9,14.2,23.7,27.6,22.8,33.8,0.409090909090909
46.9,44.2,19.4,17.2,21.2,27.8,35.4,32.7,0.409090909090909
48.6,47.9,20,20.4,18.5,32.5,43.8,27,0.409090909090909
46,48.3,20.1,18.8,30.3,27.1,33,29.6,0.409090909090909
50.3,50.2,17.2,17.9,19.9,25.8,26.8,33.7,0.391304347826087
45.8,52.4,18.6,20.1,32,28.2,38.3,34.1,0.375
51.9,53,19.5,19.3,28.7,33.2,31.1,33.9,0.375
47.1,46.7,19.8,17.9,32.6,30.5,34.5,29.7,0.36
50.1,52.1,20.7,19.4,26.9,29.1,24.3,36.1,0.375
49.2,50.9,20.1,18.4,21.6,24.7,37.2,23.4,0.375
53.2,57.4,17.2,18.3,19.1,24.1,25.4,34.3,0.36
51.2,52.1,19.8,19.8,28.1,28.5,32.9,33.7,0.36
50.5,53.9,20.9,21.5,25.8,33.6,24,34.7,0.409090909090909
49.2,52.6,22.8,19.6,26.7,31.8,33.2,33.7,0.36
49.4,53.2,18.7,16.9,23.5,26.6,34.6,30.4,0.346153846153846
49.3,51.9,20,18.7,28.8,29.6,25.7,31,0.333333333333333
47.2,53,22.3,19.7,29.9,27.9,27.9,32.2,0.321428571428571
49.4,53,19.3,17.6,24.3,25.1,34,34,0.321428571428571
53.3,47,18.1,19,26.6,23.2,33,33.5,0.666666666666667
47.7,48.7,20.3,18.8,28.6,29.6,24,26.7,0.625
48.2,53,20.4,23.4,26.9,27.6,36.4,40.6,0.588235294117647
45.3,49.5,16.3,17.9,27.3,22,32.8,39.2,0.555555555555556
51.6,48.3,19.5,17.2,20.2,26.3,26,29.3,0.526315789473684
48.3,49.6,17.5,17.9,24.6,22.7,23.2,39.5,0.555555555555556
54.6,49.7,21.2,19.7,26.8,33.2,30.2,32.3,0.5
48.6,52.1,18.4,23.4,19.3,31.7,38.1,45.5,0.666666666666667
48.8,50,18.3,17.5,34.5,26,36.9,33.3,0.454545454545455
49.5,52.6,15.3,18.6,24.3,26.8,33.2,35,0.454545454545455
44.2,49.7,16.6,22.1,22.9,30.6,36.6,30,0.434782608695652
51.3,48.9,19.7,17.2,27.8,30.5,28.7,35.7,0.434782608695652
53.1,54.7,23,17.7,27,28.1,30.7,30.7,0.555555555555556
49.2,47.9,19.7,17.5,30,26.7,38.9,33.5,0.4
47.5,53,17.3,18.6,26,25.2,29.4,28.5,0.4
50,52.9,19.1,16.8,26.4,21.9,26.5,27.7,0.434782608695652
52.3,51.4,22.3,21.2,29.3,32,33.1,38.4,0.416666666666667
47.4,52.6,18.5,18,27.1,26.2,32.8,19.8,0.37037037037037
45.4,49.1,19.6,16.3,28.1,26.6,34.1,30.7,0.37037037037037
47.2,50.3,18,17.8,20.9,26.3,26.1,28.8,0.384615384615385
46,52.3,20.1,20,26.4,28.7,30.8,27.4,0.357142857142857
51.4,46.3,20.1,20.2,30.5,29.1,31.3,35.4,0.6875
50.6,50.1,19.8,16.7,29.1,25.6,30.3,27.7,0.578947368421053
45.4,52,18.6,24,27.6,35.8,35.8,31.2,0.578947368421053
51.3,49.2,20.4,15.9,24.6,24.3,32.3,34.8,0.578947368421053
51.4,48.7,21.2,14.8,31.7,24,43.5,34.6,0.55
51.2,48.4,21,16.3,27,26.6,37.2,39.5,0.478260869565217
50.1,49.3,21.6,19.5,28.2,31.5,30.7,33.6,0.478260869565217
49,48.5,20,21.7,26.5,32.1,33.1,35.1,0.523809523809524
48.8,51.4,20.1,20.7,24.9,30.3,34.3,27.9,0.5
48,49.6,19.4,17.5,30.8,28,34.6,27.9,0.523809523809524
51.2,52.3,19.6,22.5,21.6,24.6,30.5,55.3,0.55
47.9,53,16.3,19.7,31.9,24.8,27.8,33.5,0.44
51.2,53.6,19.7,17.9,27.8,26.4,27.8,30.8,0.5
49.5,49.2,18.2,17.9,22.2,31.9,28.6,35.4,0.44
49.2,52.5,15,20.7,21.4,30.1,33.3,36.1,0.44
51.3,49.8,16.9,19.9,24.8,24.7,21.4,39.9,0.44
53.9,50.8,15.7,12.7,22,29.7,25.9,19.7,0.423076923076923
52.4,48.6,17.5,18.2,26.6,28.1,30,36.5,0.423076923076923
50.4,50.7,22.4,20.1,31.1,28,37.7,27.8,0.44
49.9,51.9,21.7,19.7,27.6,23.6,40.5,38.9,0.407407407407407
51.8,54.1,19.5,15.9,22.6,24.5,32.2,28.5,0.44
44.4,51.3,21.4,18,28.3,26.4,33.1,30.5,0.44
48.9,53.5,19.5,18,26.2,31.7,30.1,35.1,0.392857142857143
52,46,19.5,17.8,28,27.1,37.2,24.7,0.705882352941177
44.7,43.8,21.6,22,28.9,26.6,42.2,41.2,0.666666666666667
48.5,48.6,17.7,20.9,25.7,28.5,38.2,38.4,0.6
49.4,49.5,18.3,18.5,34.3,26.1,31,34,0.705882352941177
47.7,47.4,17.8,16.9,23,24.9,39.9,30.1,0.631578947368421
49.1,45.7,21.4,18,23,25.4,31.5,32.2,0.571428571428571
52.2,52.4,18.2,19.5,22.7,24.5,29.3,23.7,0.6
55.1,54.2,16.8,18.5,27.2,29.1,25.3,22.4,0.545454545454545
48.4,49.6,20.5,18.6,29.1,25.3,33,37.8,0.521739130434783
50.5,51.8,16.3,18.1,27.9,29,25.5,27.4,0.545454545454545
46.5,50.5,15.7,21.7,26.3,30.1,28.4,40.4,0.631578947368421
47.5,49.7,16.1,19,24.8,25.4,29.9,40.9,0.571428571428571
48.8,51.3,21.5,18.9,30.5,25,36.8,33.6,0.545454545454545
47.8,46.8,21.6,21,26,31.6,41.9,38.1,0.521739130434783
50.5,50.2,17.9,17.6,23.2,27.4,32.7,34.3,0.545454545454545
53.1,51.2,18.4,19.6,23.6,29.5,28.8,27.3,0.48
49.9,50.7,20.9,17,28.9,29.3,32.4,29.3,0.461538461538462
52.2,53.1,18.5,19,16.6,25.6,29.8,23.9,0.48
48.5,48.8,17.2,17.6,25.5,27.4,41.5,33.5,0.444444444444444
50.7,51.9,19.6,17.7,28.8,25,21.4,33.7,0.48
49.8,51.7,19.8,20.6,28.1,26.9,31.5,33.8,0.444444444444444
49.9,51.1,18.9,17.8,28,26.2,22.6,30.2,0.461538461538462
48.7,55.4,17.8,18.7,30,33.6,33.2,21.3,0.4
41.3,60.1,21.8,16.2,16.6,37.9,25.4,32.8,0
52.7,51.6,18.7,22,30.1,32.5,32.1,29.4,0.565217391304348
49.7,49.7,17.8,18.8,24.3,26.7,40.3,37.2,0.619047619047619
50.8,51.1,17.5,17.4,29.3,28.9,33.2,25.8,0.565217391304348
51.4,49.7,20.4,18.6,31.6,23.3,30.1,38,0.684210526315789
54,51.7,19.7,16.1,27.3,27.9,37.1,37.2,0.684210526315789
53.7,51.3,18.3,19.8,32,29,23.4,31.9,0.541666666666667
48.2,51.3,20.3,18.6,26.1,24.2,28.3,35.7,0.65
47.2,48,23.5,18.1,30.8,26.3,38.7,35.6,0.684210526315789
50.3,50.4,20.3,19.8,30.5,26.5,29.8,31.6,0.565217391304348
53.8,50.5,16.9,13.4,22.6,25.7,28.8,23.3,0.590909090909091
51.8,52.8,16.1,13.9,22.5,25.7,33.5,25.9,0.619047619047619
48.3,48.6,17.2,16.8,29.1,29.9,31.6,30.1,0.5
54.7,49.6,19.3,19.5,27.6,26.1,26.1,31.4,0.541666666666667
48,51,21.4,22.1,30.4,31,29.1,31.4,0.590909090909091
46.1,50,16.1,19.6,26.9,32.3,26.2,29.4,0.565217391304348
50.6,47.7,20.9,15.9,29.1,28.3,35,30,0.481481481481481
51.2,49.6,21.9,18.5,35,31.7,36.2,31.6,0.481481481481481
47.8,48.4,17.2,16.6,32,26.2,32.1,29.8,0.65
55.9,55.8,17.5,23.3,26.4,28.6,28.4,28.2,0.722222222222222
50.5,49.6,16.7,20.8,27.9,28.2,40.8,33.4,0.764705882352941
49.1,50.3,18.1,20.9,34.8,28.1,28,44.3,0.65
53,52.4,15,21.3,19.5,27.9,30.8,28.9,0.65
55.5,49.3,17.3,16.2,28.3,22.2,27.1,28.9,0.65
52.1,47.6,15.8,16.4,26.8,27.3,25.9,23.5,0.619047619047619
48.7,50.3,17.6,19.3,30.3,22.9,29.3,28.6,0.619047619047619
51.7,50.8,23.4,17.3,32.6,20.7,41.3,34.8,0.590909090909091
50.6,51.7,18.6,18.9,34.9,32.7,27.8,32.5,0.56
45.6,44.9,21.8,22.5,30.4,27.7,32.7,39.5,0.56
48.1,51.5,13.7,19.1,30.3,29.2,28.9,30.1,0.583333333333333
53.7,52.9,15.9,18.1,22.9,27.8,35.3,33.9,0.56
53.2,49.5,15.4,15.4,21.7,24.4,33.1,35.3,0.583333333333333
50.7,52.5,21.5,21.6,32.8,32.3,34.3,31.4,0.56
50,49.4,18.9,19.2,29.7,29.8,35.7,27.3,0.518518518518518
50.4,54.8,21.2,22.3,35.7,29.6,29.4,32.9,0.56
51.4,48.3,21,20.3,25.1,28.7,36.5,27,0.518518518518518
47.9,46.6,21.6,18.5,30.8,26,34.7,32.7,0.518518518518518
45,49.7,15.5,19,29,31.3,36.7,34.3,0.482758620689655
51.8,48,17.6,19.6,36.1,22,30.5,36.3,0.7
50.3,46.5,18.8,17.9,25.8,24.3,36.6,25.6,0.7
52.5,45.8,17.6,16.4,26.1,23.8,22,28.6,0.636363636363636
48.7,48,20.7,22.1,34.5,29.5,37.5,42.9,0.736842105263158
55.5,48.4,21.4,17.5,23.7,28.4,34.5,26.7,0.608695652173913
47.6,47.6,17.1,18.8,26,22,27.7,27.7,0.608695652173913
48.9,51.5,18.3,21.7,25.3,27.4,36.3,28.3,0.625
48.4,50.6,19.6,20.6,38.5,25.7,26.9,42.3,0.625
49.4,50.9,15.7,18.1,26.5,26.9,23.7,38.3,0.681818181818182
51.2,51.5,17.4,18.4,23.2,28.4,36.5,22.7,0.652173913043478
50.5,49.9,23.2,18,33.4,24.5,40.2,25,0.6
48.7,54.3,16.7,18.7,32.9,29,31.6,26.3,0.652173913043478
50.4,49.9,18.7,13.8,28.7,19.7,33.6,26.3,0.555555555555556
48.9,49.6,19.4,18.2,22.7,29.1,35.9,40.4,0.652173913043478
52.6,51.8,21.1,17.1,26.7,26.8,26.3,22,0.6
49.6,47,21.9,17.5,36.4,27.6,32.9,24.1,0.517241379310345
50.1,52.4,18.2,22.4,32.4,24.9,33,32.5,0.833333333333333
53.7,46.5,20.6,17,29.1,29.7,34.6,27,0.75
54.8,49.9,16.3,19.8,23.8,28.2,24.2,27.5,0.681818181818182
48.6,50,18.5,19.4,27.9,25.7,31.3,29.4,0.681818181818182
51.5,48.6,17,16.4,30,28.8,30.7,27.3,0.714285714285714
50.8,49.6,19.3,17.6,34.2,28.6,28.1,27.9,0.681818181818182
54.9,52,18.9,18.6,25.5,28,24.3,25.4,0.681818181818182
51.3,48.4,18.3,17.8,24.3,24.3,38.9,41.4,0.64
48.9,48.6,20.4,22.7,34.8,27.2,34.4,33,0.592592592592593
50.4,52.6,16.8,21.9,29.2,30.5,28.6,31.8,0.592592592592593
55,50.9,23.4,24.5,36.5,27.2,44,42.2,0.888888888888889
50.3,47.3,19.4,25.7,30.9,31.4,26.9,46.3,0.761904761904762
51.3,48.8,16.8,19.7,30.9,32.5,32.6,34.6,0.8
50,45.9,21.8,18.1,35.5,27.2,32.2,29.8,0.842105263157895
56.5,51.2,17.3,15.3,24,21.1,38,26.3,0.727272727272727
50.4,43.9,22.4,22.4,33.7,24.9,34.2,36.1,0.666666666666667
51.1,46.2,18.4,17.6,37.4,26.8,30.4,29.5,0.695652173913043
56.7,51.5,17.8,20.5,26.3,27.4,25.8,28.7,0.727272727272727
55.7,52,18.5,21.5,19.6,30.9,33.8,30.5,0.68
50.8,49.7,17.7,19.3,26.4,33,31,24.6,0.708333333333333
56.4,49.9,17.2,18.9,22.4,24.5,36.8,32.2,0.85
54.2,47.5,18.2,14.2,23.8,22.2,30.6,28,0.772727272727273
50.5,49.2,17.2,18,34.3,24.4,41.8,32.4,0.653846153846154
50.3,48.4,20.4,17.2,32.2,27.9,30.1,30.3,0.708333333333333
54.3,50.2,18,16.8,26.1,26,24.8,27.1,0.692307692307692
54.4,45.1,18,16.6,34.1,24.9,34.5,21.8,0.75
54.9,47.5,20,19.9,24.6,26,33.9,27.8,0.782608695652174
51.8,49.7,20.1,22.7,28.6,26.5,27.1,33.3,0.782608695652174
51,49.2,17.6,20.6,28.6,28,27.8,34.4,0.75
52.1,48.7,16.5,20.2,27.3,23.8,34.4,28,0.72
50.4,51.9,15.9,18.8,22.6,25.1,28.1,23.4,0.75
47.3,45.6,18.9,18.2,31.1,24.7,29.1,28.1,0.72
52.5,48.1,19.9,15.7,32.2,28,31,25.5,0.72
50.4,48.5,20.3,22,29.3,32.7,30,39.5,0.791666666666667
52.4,51.7,16,17,29.2,23.9,39.4,31.2,1.05263157894737
51,48.9,21.2,19,32.1,24.4,36.2,22.2,0.740740740740741
50.5,45.6,18.4,18.8,27.1,23.4,35.3,26.4,0.777777777777778
54.3,48.3,15.5,17.4,29.6,30.7,28.5,23.4,0.724137931034483
48.6,47,15.6,23.6,29,25.4,29.9,27.1,0.814814814814815
51.2,51,16.6,24.3,26.8,30.2,25.6,32.2,0.814814814814815
56.3,49.3,16.6,20.3,26.1,27.2,27.9,24.6,0.896551724137931
