4.005364341873183243e-01,7.362224141112835851e-02,-7.953667665381088103e-02,-3.038459112999989178e-02,6.391616107172640171e-02,4.886868413457038512e-02,8.158228523031659657e-03,3.961256423160863793e-02,-3.057320032188272710e-02
3.488082586197023827e-01,8.696859530497756674e-02,-6.453889743271677693e-02,-5.498472199113771386e-02,3.608162987670765487e-02,5.962193980229860829e-02,-5.512725528218569149e-03,5.715860521060632526e-02,1.657184644797386752e-02
4.131122126496583613e-01,7.147252150890709421e-02,-8.531568026980360098e-02,-5.549544556492196773e-02,4.212492747425118644e-02,4.633980970126666543e-02,-1.917391445224448949e-03,3.645549752962196771e-02,-5.068268819759059150e-03
4.150549122118439294e-01,8.139680157916852343e-02,-7.478328362210744096e-02,-6.000140825375581410e-02,2.674276848017517749e-02,3.223162074238514890e-02,-3.082193018095562287e-02,4.267035463703455767e-02,5.459506840185265365e-03
4.748595610398513300e-01,8.188072001338121686e-02,-4.933113404443400379e-02,-4.597318996984905981e-02,6.144241619915223607e-02,3.579688742210297009e-02,-2.969644770096172351e-02,4.171601850919227222e-02,-1.111938407270019261e-02
4.695786723529685736e-01,9.781129360285562013e-02,-5.155520550911485422e-02,-2.824843934642367813e-02,4.989323469420350876e-02,2.910090555042219376e-02,-4.294987806357890986e-02,-4.714301111055316587e-03,-2.460466779913065422e-02
4.641986175486459421e-01,9.414784203616116676e-02,-4.674389281435675780e-02,-3.310589295710701652e-02,6.103840528524763498e-02,3.054747250231693370e-02,-5.388080036462250533e-02,-1.206453985792652409e-02,-4.182337922941564007e-02
4.868870477170348376e-01,8.726927284425438358e-02,-5.224117485172251329e-02,-3.499558345816812521e-02,4.613065237806051461e-02,3.911539787091322662e-02,-2.857667116835221552e-02,1.022056268668585996e-02,-2.678245555262378716e-02
4.485112485531315696e-01,5.631891662349676475e-02,-5.787794109647591972e-02,-8.312028579576266271e-03,7.774356461211512359e-02,2.456633208099816279e-02,-7.588320812069843102e-02,-2.403851296964442177e-02,-4.418280858086095358e-02
4.379549853121950664e-01,8.326675548598483356e-02,-6.268274232004851509e-02,-1.777850558095500633e-02,7.072717216438782761e-02,2.535854235022858005e-02,-4.027151785490243330e-02,-2.474447404243922469e-02,-7.353512767109723902e-02
4.768839608745327197e-01,7.133517002748752944e-02,-7.281951304319060625e-02,-4.396284581323402219e-02,6.529542891208774125e-02,3.962442281950834949e-02,-3.138664697196755227e-02,8.995575224989223878e-03,-3.760747450681076881e-02
