"EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","WR"
47.9,50.9,18.4,19.7,32.2,31.1,41.4,38,0.516129032258065
49.7,51.1,17.4,19.8,27.7,30.6,37.6,38.7,0.545454545454545
50.7,54.1,20.5,17.3,29.6,28.1,34.3,36.4,0.233333333333333
48.8,49.9,17.5,16.5,37.7,26.4,42.2,35.5,0.53125
50.6,47.5,18.2,17,31.5,31.6,32.2,33,0.5625
51.3,49.2,16.9,19,28.8,29,43,34.1,0.67741935483871
51.9,44.7,17.1,21.6,38.5,29.2,31.8,40.5,0.741935483870968
48.3,49.6,18.9,22.2,22.5,30.6,32.5,36.4,0.451612903225806
47.5,53.5,16.2,20.2,28.9,31.7,28.4,42.7,0.433333333333333
47.7,52,18.9,17,31.4,30.6,38.4,40.9,0.3
51.1,51.8,16.2,18.8,29.8,29.9,43,33.4,0.575757575757576
49.2,55.5,20.8,21,27.9,32.3,32,38,0.266666666666667
50.1,52.2,20.5,22.6,23.5,32.5,39.8,46.8,0.419354838709677
49.4,53.6,17.3,16.9,24.3,32,35.9,36.6,0.233333333333333
52,48.7,20,19,28.1,30.7,40.5,28,0.606060606060606
54.2,52.3,16.4,17.1,26.6,30.9,31.2,35.9,0.515151515151515
55.2,46.5,18.9,16.4,29.1,29.9,37,27,0.742857142857143
49.2,53,23,18.8,31.4,29.7,37.3,49.5,0.290322580645161
49.1,48.3,17.5,17.1,25.9,30.4,36.5,40.2,0.4375
46.7,52.3,17.7,16.1,28.1,33,36.2,37.7,0.269230769230769
46.1,44.9,16.4,18.9,32.4,29.6,41.9,38.4,0.558823529411765
49.4,49.3,18.9,16.6,36.1,27.8,31.7,33.5,0.5
54.2,48.3,16.5,17.4,30.1,29.5,40.7,29.1,0.771428571428571
45.3,51.2,18.5,20.8,27.9,31.2,36.1,38.6,0.375
54.5,51.4,14.5,17.9,24.8,26.4,27.8,27,0.628571428571429
56.3,43.3,17.6,14.2,37.1,24.3,30,34.1,0.828571428571429
51.7,49.4,17.1,19.4,28.7,25.7,34.9,42.4,0.696969696969697
52.8,51.4,15.8,15.6,27.1,25.6,38.3,29.6,0.580645161290323
45.9,51.7,16.5,17.8,26.5,29.2,37.1,34.2,0.258064516129032
48.1,49.7,17.1,20.1,34.6,31.1,41.3,40.7,0.625
51.7,48.9,18,18.5,29.7,32.9,29.5,36.3,0.451612903225806
43,51,18.5,19.4,27.1,34.6,31.3,35.2,0.228571428571429
47.2,49,18,16,26.8,29.8,39.6,40.8,0.32258064516129
46.1,51.5,18.6,17.6,28,28.1,39.3,34.1,0.387096774193548
49.9,46.1,16.5,20.1,28.6,30.7,38.4,37.2,0.777777777777778
53.4,49.5,18.3,18.7,28.4,24.9,36.8,45.3,0.6
50.8,53.9,17.3,16.9,33,27.5,30.7,46.3,0.433333333333333
48,50.6,18.6,21.4,38.6,29,35.3,53.7,0.6
44,50.7,16.7,20.8,30.4,33.9,35.8,38.5,0.266666666666667
45.8,50.2,17.2,24.6,25.3,33.7,30.6,40.4,0.424242424242424
51.6,52.2,17.8,19.2,28.7,26.2,34.1,40.8,0.517241379310345
49.5,48.9,19.9,20.3,32.6,27.2,42.8,39.4,0.5625
50.3,50.1,17.4,19.7,31.8,28.1,32.6,39.7,0.470588235294118
51.9,53.1,16.6,20.3,28.1,31.6,42.6,38.5,0.533333333333333
45.5,46.1,17.6,17.3,30.7,30.3,43.2,39.6,0.611111111111111
46.7,50.2,16.8,15.1,29.5,21.7,36.6,34.5,0.580645161290323
52,48.5,21,17,30.5,28.6,43.9,37.1,0.53125
50.2,44.8,20.2,16.2,36,25.1,36.9,28.4,0.65625
45.1,52.9,19.7,21.4,34.8,33.5,43.2,43,0.259259259259259
44.9,49,21.1,16.9,32.8,31.3,34,35.5,0.21875
47.1,50.8,22,18.2,25,34.5,40.4,39.7,0.258064516129032
51.8,51.3,18.2,19.2,26.8,31.1,33.7,35.7,0.558823529411765
48.7,50.2,17.7,19.1,32.2,34.3,41.5,41.9,0.46875
52.6,48.1,15.4,18.2,40.7,30,32.3,30.4,0.825
45.8,51.3,19.5,18.2,29.8,31.5,37,48.5,0.32258064516129
47.7,50,20.4,18.5,33.9,31.1,38.7,37.9,0.344827586206897
48.5,50.6,16.1,15,36.3,30.4,38.9,29.7,0.484848484848485
50.6,51.2,18.1,19.6,23.8,25.9,39.3,38.6,0.466666666666667
49.9,47.7,16.2,16.9,25.6,26.2,33.9,31.8,0.580645161290323
57.9,51.8,15.3,14.4,24.1,33.4,28.7,27.1,0.612903225806452
49.3,53.3,19.5,17.2,30.3,31.2,44.1,42.5,0.333333333333333
51.7,51.7,18.2,17.2,25.9,28.8,38.7,27.9,0.53125
45.2,56.2,18.1,17.5,22.3,29.6,36.1,34.3,0.107142857142857
50.7,55.9,19.9,17.7,29.2,29.8,43.4,48.4,0.275862068965517
47.8,49,18.5,19.9,32.1,27.7,41.7,41.3,0.566666666666667
53.2,48.7,15.2,18.5,17.7,27.4,34.1,24.8,0.628571428571429
50.3,50.2,19.7,16.1,26.5,29.4,31.2,42.6,0.25
52.5,46.5,15.8,16.4,30.5,28.3,28.4,35,0.625
50.2,55.1,19.5,18.6,27.3,38.6,35.2,36.1,0.208333333333333
54,49.5,15.3,14.8,32.7,32.1,32.9,26,0.666666666666667
53.1,49.6,15.2,16.5,31.2,29.5,41.8,32.1,0.657142857142857
54.2,49.6,16.9,14.5,24.9,25.8,37.4,33.5,0.647058823529412
49.4,46.6,18.8,17.1,30.2,29.1,36,30.4,0.6
54.3,47.2,18.3,17.7,31.2,30.5,33,28.3,0.783783783783784
48.3,47.1,19.1,17.5,28.8,32.3,38.3,40.9,0.3125
47.9,45.5,14.4,17.2,36.6,27.1,31,35.8,0.657894736842105
50.5,52.1,17.3,15.9,28.1,30,36.6,33,0.413793103448276
52.3,48.9,16.1,20.2,34.1,30.5,40.3,32,0.810810810810811
49.8,49.5,16.6,19.5,29,32.2,36.8,39.3,0.580645161290323
49,50.1,19.8,16.5,28.5,29.6,38.4,49.3,0.230769230769231
49,49.8,19.4,16.7,27.9,30.5,31.9,33.5,0.37037037037037
46.6,48.8,16.9,17.6,28.7,29.4,34.5,42.5,0.5
49,49.8,16,16.1,30.3,29.8,41.1,31.4,0.548387096774194
51.1,50,17.5,16.9,36.9,27.5,36.1,32.4,0.625
49.9,52.4,16.8,18.4,30.7,34.2,31.4,41.4,0.354838709677419
51.2,53.3,17.4,19.1,28.7,30.7,33.9,32.8,0.379310344827586
41.8,50.7,21.8,23.4,30.7,36.3,36.4,47.4,0.225806451612903
47.3,52.5,21,19,26,31.4,34.8,38.8,0.285714285714286
54.2,49.2,16.2,18.2,28,26.3,33.9,31.1,0.75
48,49.3,16.1,20.6,30.4,30.3,37.3,28,0.685714285714286
53.6,44.3,17.7,13.7,35,23.4,35.4,28.1,0.742857142857143
42.8,46.5,21.7,17.4,38.4,29.3,28,40.1,0.3
50.2,51.3,19.3,17,34.4,30.1,29,34.3,0.482758620689655
50.4,47.6,17.5,18.8,30.6,26.3,37.6,39.6,0.53125
51.2,56.2,17.9,18.4,26.7,32.2,41.5,36.7,0.333333333333333
54.7,50.9,14.7,18.2,23.2,31.7,35.2,36.1,0.5
48.3,47.8,19.2,18.2,28.6,29.4,35.4,32.4,0.393939393939394
46.6,49.4,20.4,22,26.1,34.7,35.5,32.9,0.3125
45.8,52,18.9,16.1,25.3,35.9,34.5,29.7,0.193548387096774
49.3,50.1,16.7,17.6,26.3,31.2,34.9,37.9,0.413793103448276
48.4,51.1,20.2,18,33.4,32.4,38.7,39.4,0.4
51.2,48.1,14.3,16.1,28.3,25.8,37.4,25,0.777777777777778
47.7,50,19.5,18.5,20.7,27.9,37.8,39.3,0.34375
58.4,46.2,15.4,15.5,29.8,26.7,29,24.1,0.823529411764706
47.7,47.8,19.5,17.7,30.4,26.3,35.1,31.7,0.466666666666667
49.3,51.9,16.9,18.7,28.8,23.7,36.6,44.8,0.5
50.1,51.4,19.6,20.9,29.4,32.5,44.7,42.9,0.354838709677419
45.2,50,20.6,17.4,26,28.8,33.9,42.1,0.275862068965517
47.2,42.5,18.4,18,33.9,27.2,42.5,31.3,0.722222222222222
50,51.7,17.8,16,33.4,30.2,39.1,35.8,0.482758620689655
46.8,49.6,19.2,17.2,27.1,29.7,38.5,47.5,0.214285714285714
47.9,50.8,16.9,16.7,24.4,30,33.8,36.8,0.333333333333333
45.1,49.5,21.9,22.2,25.8,30.8,39.8,41,0.466666666666667
47.5,49.1,23.1,18.9,32.5,31.3,36,34.9,0.433333333333333
49.8,45.4,19.4,19.5,34.7,30.8,40.4,33.8,0.735294117647059
52,47.2,22.2,17.3,39.1,30,40.8,38.4,0.617647058823529
44.8,51.8,19.7,17.6,32.4,29.3,36.9,43.9,0.214285714285714
55.3,46.6,18.8,18.3,41.2,28.5,33.8,30.4,0.833333333333333
46.1,48.4,20.6,18,30.5,32.5,38.3,38.7,0.387096774193548
48.5,47.4,18.9,20.5,37.5,29.5,43.2,38.2,0.727272727272727
49.8,50.7,17,17.5,29.1,31.4,34.8,38.7,0.53125
51.7,54.2,16.4,19,25,30.2,30.1,40.9,0.4
51.3,48,17.1,17.2,32.4,25.5,40.2,40.2,0.75
45.4,47.2,21.9,14.3,34.6,32.5,33,35.6,0.242424242424242
44.1,54,19.8,18.5,28.5,29.6,35.7,31.9,0.111111111111111
51.1,52.1,21.5,19.1,29.4,33.6,37,41.9,0.32258064516129
48.5,47.9,16.3,19.6,28.1,31.2,38.1,39.9,0.59375
51.1,50.9,19.4,21.3,31.7,25.6,39.3,44.9,0.6875
49.4,51.6,20.3,17.7,23.3,29.4,36.1,38.9,0.259259259259259
49.3,57.7,18.8,17.4,23.9,31.2,35.4,45,0.142857142857143
51.5,49.6,16.5,19,31.3,33.4,37.5,37.4,0.709677419354839
45.9,46.6,20.4,18.6,32.2,30.2,36.1,34.9,0.451612903225806
48.3,50.8,18.5,16.4,31.5,30.8,38.5,29.9,0.413793103448276
45.4,51.1,20.9,20.1,27.5,30.9,38,43.3,0.225806451612903
47.5,52,17.5,19.8,30.8,32.1,45.3,39.9,0.482758620689655
54.8,49.5,17.7,25.9,33.5,30.7,34.3,40.2,0.8
51.2,54.5,16.8,15.7,25.2,32.9,33.8,30.8,0.266666666666667
52.2,47.6,17.3,18.4,34.8,26,32.2,27.6,0.774193548387097
50,47.3,18.1,20.4,33.5,35.3,35.4,28,0.621621621621622
45.7,50.9,20.7,21.1,29.3,31.5,45.6,41.4,0.363636363636364
47,46.4,13.8,16.2,29.1,29.7,26.6,28.7,0.636363636363636
48,48.5,15.8,17.3,32.1,34.5,34.1,37.3,0.441176470588235
50.5,50.8,18.2,17,29.5,29.4,35.6,30,0.545454545454545
50.4,49.5,19.2,21.6,31.4,29,41.5,42.7,0.620689655172414
52.4,50.6,17.8,16,27.6,31.9,44,32.8,0.586206896551724
49.4,47.7,15.4,18.5,30.7,32,39.5,38.4,0.606060606060606
51.2,47.4,17.4,20.7,34.8,29.2,38.1,32.3,0.756756756756757
49.2,48.9,17.7,22.5,30.9,33.2,37.7,44.5,0.741935483870968
51.8,49.2,19.3,15.8,35.3,28.4,41.5,24.6,0.545454545454545
46.6,49.6,17.8,20.8,29.8,30.6,37.7,35.6,0.448275862068966
50,49.6,17.8,19,31.3,32.3,42.2,32.9,0.59375
48.8,57.6,16.9,19.3,26.7,35.8,31.1,44.4,0.241379310344828
52.7,51,16.6,17.3,27.9,24.6,34.3,28.8,0.516129032258065
46.9,48.4,17.9,17.7,38.3,27.3,45.1,41,0.580645161290323
45.7,51.1,16.7,17.8,29.4,31.5,37.2,35.8,0.275862068965517
45.4,48.4,19.5,18.4,32.1,29.8,31.3,36.2,0.382352941176471
50.3,48.2,15.6,20.4,28,30.5,39.6,34.6,0.625
53.6,48.6,17.8,18,32.4,30.4,33.4,29.8,0.78125
47.9,48.3,20.7,19.7,25,28.4,33.6,31.8,0.321428571428571
51.1,44.6,18.2,17.4,29.1,28.2,35.1,34.7,0.722222222222222
48.9,49.1,19.7,17.2,28.4,28.1,36.8,38.3,0.387096774193548
50.3,46.7,18.5,17.5,28.8,27.9,27.4,41.8,0.5625
49.2,47.1,21.3,13.4,31.3,30.5,37.2,25.1,0.4
50.3,49.7,16.9,16.1,32.8,30.4,32.3,33.9,0.46875
53.6,54.5,21.3,19.2,25.1,32.9,33.2,38.4,0.357142857142857
50.1,56.6,17.4,19.4,24.9,28.9,42.2,38.8,0.21875
48.8,50.3,19.4,17.2,32.7,31.2,35.3,44.1,0.321428571428571
49.6,49.3,18.6,22.2,31.6,29.3,41.8,33,0.625
51.3,51.9,17.7,17.4,27.1,27.5,28,38.5,0.387096774193548
51.2,47.5,15.9,19.9,32.1,30.1,35.6,55.2,0.741935483870968
49.7,47.1,18.9,19.5,28.3,30.6,40.9,40.1,0.516129032258065
52.2,47.3,16.6,16.7,32.1,31.6,35.1,28.3,0.617647058823529
50.1,54.6,20.2,15.1,33.1,31.9,30.9,36.6,0.25
49.2,47,18.7,20.1,36.3,26.2,34.4,43.3,0.676470588235294
47.2,52.1,17.7,14.4,23,35.7,29.6,31.1,0.185185185185185
55.1,48,18.2,15.3,29.2,27.8,37.9,23,0.742857142857143
52.2,51.1,17.5,16.5,29.2,28.7,33.6,33.2,0.482758620689655
48.6,49.9,17.4,16.6,22.9,31,34.5,37.7,0.333333333333333
52.4,49.5,17.1,19.2,24.5,31.7,40.9,36.6,0.5625
47,59,18.1,17.2,26,27.8,37.4,46.2,0.133333333333333
50.7,44.5,19,18.5,35.2,24.8,35.1,38.7,0.8
52.9,43.1,16.8,14.2,27.2,29.3,39.8,34.4,0.575757575757576
51,49.2,16.3,21.4,33.2,27.7,32.2,36.8,0.694444444444444
54.1,49.3,19.2,16.7,28.5,28.2,38.2,37.4,0.611111111111111
56.1,46.7,16.3,20.6,28.2,29.4,34.1,30,0.875
54.8,48.4,15.1,18.8,29.9,25.2,32.1,33.4,0.783783783783784
50,49,18,17.9,30.3,31.8,49.4,33.5,0.571428571428571
47.1,53,18.5,18.7,26.3,34,27,41.4,0.222222222222222
47.6,46.8,19.6,20.7,36.9,27.5,32.6,44.3,0.666666666666667
49.4,49.5,20.1,15.2,32.7,31.2,43.2,38.6,0.354838709677419
48.1,47.9,17.4,20.5,33.4,35.7,41.2,44.6,0.558823529411765
50.7,49.9,19.7,14.7,23.9,29.6,31.1,37.5,0.266666666666667
54.5,47.4,19.6,15.6,25.9,25.6,45.7,28.1,0.71875
49.8,48.4,20,25,42,27.1,46.2,55.3,0.742857142857143
48.8,51,20,20.8,30.4,32.7,38.2,45,0.419354838709677
49.3,50.1,18.2,15.2,25.5,27,32,42.4,0.291666666666667
52.5,52.4,19,15,33.6,28.6,39.6,30,0.5
47.6,52,17.9,17.1,30.6,25.5,43.8,38.5,0.366666666666667
48.9,44.7,14.7,23.2,31.7,23.6,37.4,45.4,0.735294117647059
54.9,49.5,15.9,15.3,25.8,27.2,36.6,27.9,0.620689655172414
54.2,47.7,17.8,15.9,26,32,41.1,31.9,0.689655172413793
48.5,48.1,17.1,18.6,33.1,27.7,38,33.6,0.628571428571429
51.7,54,18,17.6,26.2,25.9,38.4,41.5,0.433333333333333
51.4,48.6,16.5,20.6,19.1,25.5,33,48.3,0.606060606060606
53.4,50.1,17,15.8,18.1,30.4,45.9,39.1,0.4
51.4,47.8,17.4,19.3,35.2,26,41.7,33.6,0.823529411764706
52.2,46.7,19.9,17.8,39.3,24.3,41.7,33.3,0.758620689655172
49,53.6,15.6,15.7,22.7,33.8,29.8,32.5,0.3
