"EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","WR"
50.4,47.5,17,17.3,25.8,27.8,31.3,23.1,0.588235294117647
51.2,49.1,19.7,18.6,37.9,29.4,32.3,36.5,0.588235294117647
52.1,47.5,19.8,24.2,29.1,34.9,34.7,34,0.75
49.8,48.1,17.9,22.4,30.6,32.2,29.9,33.6,0.555555555555556
52.7,51.5,17.2,18.4,29.8,29.4,42.3,28.8,0.657142857142857
48.2,49.5,17.1,16.9,31.4,28.4,41.6,28.2,0.611111111111111
49.9,49.6,17.5,19.8,29.5,29.2,34.5,32.8,0.588235294117647
53.8,48.9,16.2,16.3,31.2,23,29.1,29.1,0.647058823529412
50.3,48.3,18.7,18.2,27.6,25.9,33.7,31.8,0.571428571428571
57.6,48.7,15.2,16,25.3,25,28.5,27.4,0.84375
49.9,50.6,15.7,20.6,26.9,29.2,32.5,33.9,0.696969696969697
50.6,48.5,18.7,19,31.7,26.9,43.8,38.6,0.676470588235294
51.9,50.7,14.3,21.2,21.8,29.4,29.5,39.7,0.617647058823529
52,46.4,17.8,20.9,29.6,28.8,29.4,33.9,0.657894736842105
54.1,48.9,17.8,19.1,37,22.5,34.6,32.5,0.909090909090909
54.8,46.5,17.2,19.4,32,30.7,33.5,27.4,0.903225806451613
55.9,48.9,17.2,20.5,25.2,26.4,26.7,32.7,0.878787878787879
51.3,44.1,17.5,16.7,33.7,27,28.7,33,0.861111111111111
52.6,48.7,16.8,19.1,27.3,22.2,35.9,27.5,0.818181818181818
56.5,52.1,16.6,16.7,22.7,24.6,34.3,27.8,0.676470588235294
46.7,46.9,19.3,19.4,36,25.1,39.4,33.5,0.638888888888889
55.6,47.3,17.8,15.2,26.3,24.6,30.1,31.1,0.758620689655172
54.6,49.1,17.8,18.4,30.6,26,34.8,35.2,0.787878787878788
53.7,50.3,16.4,21,23,33.8,35.4,30.9,0.727272727272727
47.2,45.6,17.8,18.5,32.1,24.8,28.9,32.4,0.742857142857143
55.9,50.7,19.3,17.8,30.2,27.1,28.4,28.2,0.705882352941177
56.1,50.1,17.3,19.2,27.4,24.9,31.6,37.3,0.787878787878788
49.7,47.6,18.8,18.4,26.7,26.7,36.3,35.6,0.588235294117647
51.9,49.8,17.3,23.3,27,28.5,34,38.3,0.9
54.8,50.5,17.1,18.2,22.4,31.3,38.3,27.6,0.71875
53.5,53.6,15.7,14.4,20.7,25.9,32.2,26.5,0.575757575757576
53,52.3,17.3,18.5,25.1,30.7,36.8,28.5,0.515151515151515
49,51.2,17.4,24.7,29.7,34.3,43.1,46.2,0.647058823529412
54.2,52,19.7,20.2,29.5,33.2,35.7,29.4,0.636363636363636
49.9,49.9,22.7,17.5,34.8,26.9,33.5,31.4,0.580645161290323
50.9,48.7,16.2,18.9,28.1,29.5,29.7,29.7,0.567567567567568
50.7,47.6,19.7,19.8,27.8,24.5,33.5,30,0.588235294117647
47.5,49.9,18.1,19.6,31.9,26.3,32.3,34.1,0.4375
52.1,48.4,19.2,18.6,31.2,28.7,31.7,27.7,0.621621621621622
52,49.4,17.3,21.5,36,28.8,28.5,38.8,0.666666666666667
49.2,48.1,14.3,19.3,28.5,32.1,33,30,0.542857142857143
56.2,52.8,18.6,19.1,24.7,26.8,29,27.9,0.588235294117647
51,49.4,18.3,22.5,28.3,34.8,38.4,41.7,0.529411764705882
51,48.2,17.9,18.1,28.1,28.1,34.6,29.2,0.542857142857143
50.5,49.4,21,18.1,31.9,25.7,29.8,38.1,0.46875
51,48.6,19.8,21.3,33.4,30.9,37.3,37.5,0.611111111111111
46.9,47.6,17.4,17.6,32.5,26.9,28.8,38.8,0.594594594594595
50.3,48.9,19.5,16.9,31.5,28,38,29.6,0.529411764705882
54.8,48.4,17.8,19.6,26,23.8,36.3,27.9,0.828571428571429
56.1,47.9,18.8,16.8,26.9,27.4,32.1,23.8,0.636363636363636
48.3,49.5,19.2,20.3,31.8,31.1,36.2,39.6,0.516129032258065
55.4,47.9,18.4,20.1,28.7,30,24.9,24.2,0.833333333333333
52.8,50.7,19.6,16.2,32.2,27.2,32.6,24.9,0.542857142857143
53.2,46.8,17.4,15.4,28.1,25.7,26.1,26.8,0.78125
49.6,52.2,18.4,21.8,29.1,31.9,29.5,42.4,0.363636363636364
50.8,52,16.9,19.8,25.9,29.8,30.8,22.7,0.4375
51,48.4,19.1,17.4,30.7,23.6,37.2,31.1,0.638888888888889
48,49.7,18.7,20.2,31.8,28.3,39.1,32.8,0.529411764705882
52.1,52.7,16.1,18.9,25.7,27.6,25.2,36.3,0.484848484848485
53.5,48.9,15.1,17.2,28.9,25,30.9,30.6,0.7
47,49.2,19.1,17.4,33.4,27,31.7,32.4,0.451612903225806
46.6,46.7,16.1,17.9,24.2,26.3,30.2,34,0.40625
50.1,50.3,18,17.6,26.4,29.4,30.6,31.5,0.375
52.8,49.1,16.5,18.1,27,29.9,27.6,30,0.484848484848485
49.3,49.3,20,18.5,32.7,32.5,34.2,27,0.4375
47.5,52.4,21.3,18.5,36.9,28.7,38.9,38,0.416666666666667
54.5,48.5,18.2,19.5,27.4,25.4,30.2,35,0.741935483870968
51.2,50,16.6,17.5,33.4,31.6,27.8,29.5,0.46875
46.2,49,14,16.4,29,31.1,30.1,21.8,0.424242424242424
53.1,48.3,16.7,16.7,23.3,24.8,28.3,30,0.727272727272727
52.4,49.6,18.8,17.5,24.1,22,32.4,37.3,0.6
52.8,50.7,15.3,17.6,23.7,27,40,35.4,0.59375
55,52.3,19.2,14.7,31,27.1,35.5,32.5,0.548387096774194
54.3,51.4,18.6,20,27.4,28.7,35,31.3,0.67741935483871
52,49.6,19,15.1,30.8,27.1,38.2,27.6,0.515151515151515
58.5,50.2,16.3,15.6,23.9,22.7,31.9,23.7,0.75
49,50.9,16.7,20.3,28.4,25.9,33.3,35,0.53125
51,49.6,18.5,20,32.3,30.2,32.7,39.2,0.484848484848485
49.1,48.4,22.6,21.9,36.3,26.8,48.1,43.1,0.648648648648649
52.6,49.1,18.4,19,24.8,26.3,28.1,25.5,0.633333333333333
52.2,50.2,18.3,17.6,30.8,29,36.8,33.5,0.580645161290323
51.2,51,17.1,22.2,31.4,29.7,30.6,32.2,0.852941176470588
51,53.1,17.3,20.1,30.8,25.9,35.1,28.6,0.636363636363636
51,50.2,17.9,16.3,29.1,26.2,38.2,30.3,0.575757575757576
48.3,47.2,18.7,19.8,29.2,28.7,28.2,31.5,0.529411764705882
55.1,51.1,18.8,20.5,19.9,21.7,32,23.9,0.606060606060606
48.2,45.5,17.3,19.1,25.1,29.9,27.7,30.6,0.548387096774194
54.6,52.6,20,20.5,37,23.9,30,30.5,0.75
49.9,48.2,18.3,18.8,28.9,28.4,35.2,33.3,0.636363636363636
55.9,52.1,13.8,18.3,26.8,29.9,37.7,25,0.794117647058823
53.3,50.2,22.6,17.5,28.7,23.1,31.6,33.8,0.633333333333333
51.2,48.1,18,17.6,23,29.4,43.4,30.3,0.5625
53.1,49.1,15.7,19.4,22.9,28.1,24.1,29.8,0.689655172413793
50.5,50.8,16.6,17.8,30.7,24.8,34.9,31.1,0.6875
47.9,47.7,19.6,21.3,32.1,32.8,42.3,32.9,0.424242424242424
53.9,51.8,17.3,18.5,23.5,24.4,31.8,33.6,0.40625
52.7,53.2,18.8,17.7,32.7,25.6,36.1,30.9,0.527777777777778
51.4,49.9,17.3,19.3,29,25.7,33.7,29.7,0.606060606060606
53.3,48.7,19.1,16.8,24.3,26,32.6,29.4,0.75
50.1,48.5,22.5,15.5,32.7,31,41.3,29.9,0.34375
48.5,48.4,17.5,16.6,28.6,31.5,35,29.4,0.451612903225806
49.5,49.6,19.3,21.6,29.4,27.2,36.7,36.2,0.6875
49.9,48.9,19.6,18.5,29.6,28.1,37.9,25.6,0.588235294117647
52.9,52.5,16.6,20.8,32.3,30,34.7,34.2,0.709677419354839
49.2,45.7,21,18.7,25.3,31.6,34.3,34.8,0.4375
55.6,49.1,20.2,16.5,28,26.6,40.3,29.3,0.757575757575758
50.5,48.7,18.8,20.4,33,25.6,30.2,30.1,0.774193548387097
51.2,47.9,20.8,17.2,29.9,28.3,36.1,32.9,0.483870967741935
51.4,50.1,16.2,18.7,31,33.1,40,28.8,0.71875
54.2,52.1,15.6,19.1,25.6,25.9,33.5,26.4,0.75
47.4,48.7,17.8,20.2,31.3,27.9,36.8,35.7,0.545454545454545
49.5,49.5,16.4,18.1,26.1,28.4,26.2,35.6,0.607142857142857
51.8,47.3,20.2,17.9,27.5,28.6,37.6,30.4,0.5
49.6,52.7,16.4,19,33.2,30.6,31.8,35.9,0.709677419354839
52.8,51.9,16.4,18.1,29.7,24.9,27,30.7,0.733333333333333
54,52.9,16.2,17.4,26.9,29,35.8,28.4,0.558823529411765
50,48.5,19.6,20.7,33.2,24.7,34.4,39.5,0.75
54.1,49.6,19.3,18.1,28.1,31.2,33.9,28.3,0.53125
51.8,51,19.6,18,32.7,28.6,39.4,42.3,0.53125
52.6,51.9,17.2,17.9,27.2,26.7,26.5,39.1,0.53125
47,48,20.3,18.1,31,28,34.5,38,0.53125
48.6,51.1,18.7,16.7,30,25.3,34.7,33.9,0.5
52,53.9,18,20.9,24.9,29.5,35.7,35.7,0.484848484848485
50.4,48,20.3,20.9,24.5,27.5,36.7,31.3,0.666666666666667
49.8,49.3,17,19.2,29.4,28.8,35.9,30.2,0.645161290322581
50.4,49.4,16.8,17.9,30.6,26.2,31.8,31.6,0.606060606060606
53,49.2,17.3,16.6,25.8,27.6,33.9,32.4,0.636363636363636
54.1,53.1,15.3,18.5,19.1,29.9,30.7,28.7,0.393939393939394
44.8,53.3,19.4,16.1,33.9,27.3,37.6,35.2,0.354838709677419
48.6,49.5,20.5,16.4,29,29.3,40.6,33.3,0.28125
47.9,48.2,20.7,18.1,29,25.4,28.6,31.4,0.566666666666667
48,51.7,13.5,15.7,22,24.4,31.7,27.1,0.424242424242424
48.5,50.8,20.8,20.1,34.3,34.9,33.9,32,0.535714285714286
50.9,53.2,17.4,20,29.1,31.9,35.1,36.9,0.633333333333333
49.2,47.4,20.1,19.8,30.7,24.4,27.7,37.7,0.7
54.3,53,18.4,17.2,25.7,32.5,35.7,28,0.5
52.8,49.6,21,19.1,28.8,29.2,32,25.6,0.53125
51.9,52,15.9,20.8,22.9,32.3,30.5,32.4,0.621621621621622
49.8,50.9,18,21.1,29.1,27.7,27,31.2,0.6
55.8,54,16.8,17.1,23.1,28.6,26.9,25,0.6
48.9,51.1,17.9,18.2,23.2,23.1,27.6,32.4,0.5
49.9,49.9,19.8,21.6,31.9,35.1,35,31.9,0.59375
47,49.7,17.8,17.2,24.3,24.7,29.8,28.7,0.615384615384615
53,51.4,18.4,18.6,27.7,25.6,34.8,28.4,0.7
49.1,46.7,17.5,15.8,29.3,26.5,34.3,38.5,0.580645161290323
51.2,53.5,18.2,21.8,25.4,25.3,36.9,35,0.516129032258065
49.5,51,18.6,17.6,35.5,27.7,34.9,31.6,0.548387096774194
51.8,51.2,18.3,21.2,29.7,28.6,26,43.3,0.7
56.4,50.2,18.5,15.6,23.5,27.5,34.9,30.5,0.645161290322581
53.3,48.3,20,17.6,24.9,30.4,27.8,42,0.533333333333333
54.4,55,13.5,16.8,24.8,25.6,24.1,27.1,0.67741935483871
50.1,50.2,18.9,18.2,29,27.2,34.2,30.6,0.545454545454545
51.5,52.1,17.2,18.8,26.4,31.4,33.9,32.3,0.583333333333333
52.1,48.1,21.8,16.9,29.4,32.7,25.3,30.6,0.516129032258065
54.4,53.1,17,16.2,23.9,27.1,31.9,29.5,0.387096774193548
48.9,50.8,14.6,16.3,28.1,26.6,34.8,35.9,0.5625
53.4,53.4,14.7,17.9,25.3,27.4,30.5,33.1,0.606060606060606
53.2,48.2,18.7,17.7,26.1,27.4,35.8,34.8,0.5
52.8,54.6,14.8,19.5,23.7,28.9,31.2,36,0.666666666666667
51.6,49.1,20.5,16.3,24.1,28.3,33.9,35.2,0.533333333333333
48.1,46,20.7,18.6,33.2,26.1,35.4,36.2,0.75
54.2,51.3,20.2,15.4,28.7,25.5,30.4,30.3,0.666666666666667
48.6,50.8,20,18.5,28.2,27.4,33.2,31.2,0.466666666666667
49.5,51.6,19.4,18.3,29.3,28.6,39.3,37.1,0.451612903225806
51.4,53.8,17.8,17.4,25.9,29.8,37,34.1,0.379310344827586
51.2,48.8,18,15.1,28.8,28.9,32.4,39.6,0.592592592592593
50.3,49.7,16.8,16.6,33.1,26.2,39.5,32.4,0.733333333333333
47.2,51.3,20.2,19.8,28.9,28.9,28.5,41.3,0.32258064516129
46.3,50.4,18,24.3,26.5,32.6,42.7,43.5,0.571428571428571
50.2,52.6,19.6,19.6,34.3,27.8,35.2,33.2,0.516129032258065
48.6,51.5,18.6,19.4,23.7,27.2,35.8,38,0.517241379310345
51,52.7,19.3,20.1,28.8,32.3,35.7,34.7,0.379310344827586
51.5,52.1,18,18.9,24.3,27.2,22.4,38.1,0.384615384615385
52.3,50.8,17.6,17.4,26.9,24.7,31.2,32.9,0.620689655172414
48.9,53.1,17.7,23.4,25.7,34.4,37.9,35.4,0.666666666666667
54.2,52.6,17.8,19.3,25.3,31,33.1,29.9,0.5625
52.8,54.7,19.2,17.1,25.2,29.5,30.3,28.4,0.34375
51.8,53,17.6,16,23.9,24.8,24.8,27.9,0.392857142857143
49.1,51.3,18.4,18.2,26,26.1,28.6,32.8,0.53125
52.9,52.1,19.5,19.7,25.5,31.9,35.1,36.6,0.53125
48.6,56.9,16.5,20.5,23.3,31.4,34.8,36.1,0.258064516129032
49.3,52.2,20,19.8,36.2,27.4,42.3,35.7,0.689655172413793
50.7,49,17.1,17.9,21.9,27.1,38.4,29.7,0.647058823529412
47.7,54.2,19.6,19.2,26.8,23.1,40.5,42.2,0.466666666666667
50.6,53.7,18,22.8,30.8,27.4,39.9,36,0.516129032258065
54.4,52.7,18.3,15.6,24.5,26,31.3,30,0.466666666666667
50.1,51.7,16.1,17.4,21.5,25.6,35.9,35.2,0.464285714285714
52.6,52.1,21.2,19.2,25.6,30.8,31.9,27.4,0.466666666666667
48.9,49.9,20.3,18.9,26.7,27.1,32.1,31.7,0.483870967741935
51.1,50.5,18.9,17.4,18.8,28.8,33.9,26.8,0.517241379310345
49.1,50.3,20.4,16.3,34.1,25.5,33.8,29.1,0.551724137931034
49.1,48.3,19.1,16.8,24.5,27,38.5,35.7,0.5
53.2,49,16,15.8,19.2,26.9,37.1,30.9,0.580645161290323
47.6,51.1,19,18.9,28.9,33,40.8,30.2,0.46875
46.6,51.3,19,20.1,37.9,29.6,29.2,52.5,0.580645161290323
51.1,51.2,20.2,16.8,31.5,27.1,31.3,41.4,0.34375
53.4,54.6,18.8,18.2,28.6,25.1,24.8,32.5,0.46875
49.7,54.4,16.3,19.8,29.3,36.4,31,32.7,0.354838709677419
50.8,51.6,19.8,19.9,32.5,31.7,40.8,32.6,0.666666666666667
54.4,52.3,22.6,19.4,24.3,27.2,42.5,40.3,0.344827586206897
47.2,51.6,19.4,17.1,33.7,29.8,37.9,43.7,0.433333333333333
50.3,52.5,17.1,16.6,24.6,23.6,27,34.8,0.484848484848485
51.3,53.6,19.3,17.8,23.2,24.1,28.3,28.6,0.451612903225806
51.5,52.9,19.1,15.4,24.6,28.4,24.2,31.6,0.413793103448276
47.8,53.2,18.2,21.5,27.3,31.1,32.6,39.7,0.448275862068966
46.1,51,19,19.5,28.2,31,35.6,41.8,0.32258064516129
50.4,50.2,24.1,20.9,32.5,28.2,37.2,39.3,0.548387096774194
49.6,53.3,16.5,18.7,21.6,22.9,24.3,28.4,0.419354838709677
51.5,52.6,15.6,18,23.6,28.5,24.7,27.3,0.515151515151515
52.3,53,18.9,19.3,24.3,26.6,32.2,35.9,0.387096774193548
49.8,53.6,17.2,20.9,23.5,32.3,32.4,36.7,0.354838709677419
52.8,50.7,19.4,15.7,29.8,29.3,37.3,27,0.516129032258065
48,52.1,21.7,15.2,29.7,27.6,36.7,29.9,0.258064516129032
46.8,49.5,16.4,19.1,25.1,28,24.5,36.9,0.387096774193548
48.4,51.4,18.3,22.9,24.5,24.4,31.1,32.9,0.67741935483871
49.6,53.6,18.5,16.2,33.5,28.9,23.1,38.5,0.4
52.7,53.8,16.1,22.1,20.6,32.9,23.1,26.8,0.484848484848485
48.8,53.8,17.4,16.9,33.4,28.6,35,31.8,0.580645161290323
46.7,50.8,22.8,17.5,32.3,28.1,29.6,34.2,0.366666666666667
51,52.7,19.9,17.1,27.2,31.1,31.7,32.8,0.428571428571429
51.3,52.5,17.9,17.3,21,25.4,27.2,30,0.461538461538462
52,56.6,17.3,16.9,25.1,31.8,25.8,31.7,0.444444444444444
49,52.8,19.9,21.1,22.1,27.7,29.7,37.7,0.379310344827586
49.4,50,18.5,17.1,18.9,26.2,37.5,37.5,0.366666666666667
50.1,51.6,18.9,14.9,26.6,24.4,38.5,30.6,0.433333333333333
51.5,51.6,16.7,17.1,28.4,32.5,31.8,32.2,0.393939393939394
50.7,48.2,20.1,18.5,28.3,29.5,34.4,35.4,0.516129032258065
48.4,52.5,17.2,17.7,27.8,31.6,33.9,28.4,0.419354838709677
51.7,51.8,19.9,16.5,31.8,27,38.1,31.3,0.483870967741935
49.6,49.2,20.3,20.7,27.4,28.9,38.2,42.6,0.666666666666667
47.1,50.6,21,15.1,27,30.9,32.8,31.6,0.129032258064516
53.3,52.8,17.2,14.9,24.2,28.8,31.2,28.6,0.548387096774194
52.4,50.5,20.4,17.4,24.5,25.2,33.6,33.7,0.516129032258065
52.2,54.1,20.4,14.5,29.8,27.1,26.1,32.7,0.366666666666667
46.8,52.1,20.7,16.6,31.8,25.5,30.5,29.7,0.387096774193548
51.6,55.6,19.5,20.6,27.9,29.6,33.6,32.3,0.34375
50.5,56,18.5,14.5,31.7,26.7,32.8,31.9,0.3125
48.1,51.7,18,15.3,26.7,28.3,28.2,36.3,0.3
51.5,51.6,18.5,16.8,26.3,33,31.7,34,0.344827586206897
49.3,52.1,20.9,18.5,27.3,28.3,32.5,30.2,0.387096774193548
50.4,57.1,18.8,19.3,31.5,34.7,26.4,27.2,0.413793103448276
48.5,48.9,17.6,19.2,26.9,28.5,28.6,39.3,0.548387096774194
50.2,50.4,18.9,16.9,23.2,24.7,39.4,38,0.53125
48,50,21.8,22.5,32.8,34.2,36,40.4,0.655172413793103
50,45.1,22.1,18,25.8,29.4,43,42.3,0.548387096774194
51.3,55.6,16.6,14.6,29.2,26.3,30.6,30.3,0.419354838709677
45.8,51.2,18.2,17.1,23.4,28.5,32.6,30.2,0.272727272727273
49.6,52.1,19.9,18.2,28.3,27.4,30.5,28.8,0.4
48.7,52.6,19.1,21.4,28.2,27.1,33.5,36.8,0.535714285714286
53.4,57.1,17.1,17.2,26.3,26.6,34.9,28.3,0.483870967741935
49.6,55.7,19.5,20.2,33.8,29.6,42.4,35.7,0.428571428571429
50.7,52.6,20.7,21.4,26.1,28.9,23.9,40.1,0.290322580645161
53.6,55.3,25.1,14.7,28.4,25.7,34.8,39.7,0.225806451612903
48.8,52.2,21,22.2,30.1,27.8,32.2,38.5,0.545454545454545
50.5,53.6,18.6,20.5,27,31.9,31.4,36.9,0.46875
46.9,53.7,19.4,18.8,38.7,28.5,37.3,43.3,0.551724137931034
47.9,52.1,18.8,15.2,35.2,27.3,28.1,33,0.32258064516129
50.2,52.9,18.8,16.4,30.1,29.4,33.4,34,0.451612903225806
49.8,52.2,16.3,14.5,22.6,25.5,23.2,28.1,0.344827586206897
45.8,51.1,20.6,21.2,29.3,28.5,40.3,43.2,0.4
50.1,56.9,16.5,16.9,21.7,27.6,29.2,32,0.379310344827586
47.9,48.6,22.3,20.1,31.1,27.5,29.8,41.7,0.5
53.7,52,19.6,17.9,27,29.8,34.1,32.6,0.5
52,53.6,18.4,15.2,22.4,28.3,24.3,29.4,0.366666666666667
44.5,52.6,19.3,17.2,27.3,25.1,30.8,38,0.344827586206897
49.6,53.6,18.8,18.4,29.2,30.5,28.7,33.1,0.451612903225806
49.1,54.3,22.7,20.3,28.7,28.4,36.2,54,0.321428571428571
51.1,48.8,19.4,20.7,27.1,34.7,31.1,32,0.633333333333333
50.1,51,17.2,18.1,23.5,33.6,21.9,36,0.518518518518518
49.1,51.9,19.7,18,24.5,30.9,34.2,34.3,0.466666666666667
52.6,54.7,18.7,15.3,22.2,26.7,24.5,31.2,0.344827586206897
48.5,51.8,16.8,19.8,29.2,33.4,33.8,37.8,0.548387096774194
45.7,49.4,22.8,19,26.7,26.7,34.7,32.9,0.296296296296296
48.3,47.8,21.5,19.7,33.5,31.5,37.1,36.6,0.482758620689655
50.3,55,17,16.6,25.8,26.5,33.8,29.7,0.32258064516129
49.1,51.7,19.9,17.4,15.9,28.8,39.1,34.4,0.258064516129032
49.2,53.4,17.3,16.2,27.1,26.2,33.3,25.3,0.40625
48.1,51.3,22,17.9,22.3,26.4,36.3,32.6,0.275862068965517
50.2,56.5,19.7,15.7,26.4,22.9,26.2,28.3,0.275862068965517
52,56.1,17.6,15,25.8,29.8,28.8,30.6,0.392857142857143
48.7,51.2,23.3,18.7,29.9,27.8,34.8,38.5,0.3125
50.4,52.7,20.2,17.4,25.6,28.3,29.1,33.5,0.344827586206897
44,51.1,20.8,19.8,33.4,28.9,33.8,46.5,0.464285714285714
47.9,52.1,19,17.8,25.1,31.5,33.9,34.8,0.310344827586207
49.1,48.5,24.6,21.7,27.9,32.4,31.1,40.5,0.413793103448276
48.4,52.6,20.5,21.5,29.1,32.9,36.2,36.1,0.538461538461538
51.2,54.4,20.3,16,25.1,26.5,22.7,33.4,0.333333333333333
47.3,51.8,19.9,16.3,20.3,30.1,39,34.6,0.233333333333333
44.6,49.2,20.4,20.7,28.7,27,34.3,44,0.433333333333333
49,54.9,18.4,18.6,26.6,30.2,36.8,35.4,0.333333333333333
47.4,51,24.1,23.5,30.6,30.3,33.3,45.6,0.34375
49.5,52.3,18.5,16.7,20.9,31.7,24.3,25.2,0.32258064516129
46.8,56.6,18.7,18.9,28.5,28.5,34.6,39.3,0.344827586206897
45.5,54.5,17.5,18,27.9,32,25,33,0.241379310344828
47,53,19.8,18.1,29.6,29.9,34.1,37.2,0.379310344827586
46.1,51.1,22.8,19.2,27.9,32.9,36.3,33.2,0.275862068965517
48.4,51.6,22.1,19.7,29.1,30.7,42.4,45,0.419354838709677
49.8,54.2,21.3,17.7,29.7,31.9,38.8,29.3,0.333333333333333
47.2,52.6,17,15.6,26.1,31.4,25.8,38.1,0.222222222222222
48.9,54.9,23.2,22.2,30.2,32.9,34.6,50.5,0.225806451612903
48.6,55.3,22.2,19.1,25.9,27.2,25.6,38.6,0.161290322580645
46.1,53,21,21.2,31.6,32.4,37.4,36.9,0.413793103448276
40.9,53.7,19,17.1,29.2,30.8,30.1,27.7,0.166666666666667
47.4,53.1,19.9,18.2,24.7,31.3,25.3,39,0.172413793103448
47.2,56.4,20.8,20.4,31.6,30.2,39.7,40,0.25
46,56.1,21.9,15.4,27.4,28.7,34.8,26.9,0.133333333333333
43.7,53.4,17.9,23.9,31.8,35.2,34.3,39.9,0.321428571428571
51.9,59.3,24.1,19.7,23.1,32.7,34.8,39.1,0.222222222222222
44.7,51.2,22.7,19.5,28.9,34.7,33.6,36.5,0.392857142857143
48,53.8,19.9,19.3,28,34.6,25.2,33.3,0.366666666666667
46.2,55.7,23.5,18.2,27.7,37.1,26.3,33.7,0.142857142857143
45.5,50.2,23.3,16.7,26,28.9,37.7,33.6,0.242424242424242
50.3,53.7,20,13.3,24.2,32,28.2,33.1,0.172413793103448
45.8,53.7,22.3,21,28,32.1,25.1,38.8,0.15625
41.9,54.1,18.5,17.5,28.4,31.7,33.7,32,0.193548387096774
45.7,52.7,24.1,18.2,30.1,31.5,30.5,36.5,0.37037037037037
44,51.5,18.4,16.9,21.5,24.7,21.9,38,0.185185185185185
44.2,57.8,22.5,16.7,22.1,33.9,33.1,33.9,0.1
40,52.4,19,18.9,27.8,31.6,25.5,39.2,0.206896551724138
43.5,54.4,20.7,19,22.8,31.7,28.3,36.6,0.233333333333333
