"EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","WR"
55.4,50.2,19.8,18.6,23.2,24.1,32,28.1,0.645161290322581
51.7,51.2,18.3,17.5,33,23.6,33.4,31.4,0.617647058823529
49.5,50.2,19.3,16.2,32.7,26.4,36.6,26.9,0.571428571428571
53,49,20,19.8,29.9,29.1,33.9,40,0.645161290322581
51,50.4,18.4,16.2,32.9,24.6,33.8,33,0.53125
51.6,46.2,17.7,16.2,22.7,27.7,37.5,39.4,0.638888888888889
54.1,52.4,16,22.6,24.4,27.3,34.9,31.2,0.741935483870968
44.7,47.5,19.7,18.9,37.5,30.1,31.2,31.2,0.46875
52.4,50.2,19.9,19.4,34.3,30.4,30.1,34.8,0.78125
56.2,52.3,17.4,14.5,25.6,27.4,38.7,35.1,0.586206896551724
48.4,47.8,18.2,20.9,29.1,27.9,42.1,31.6,0.758620689655172
51.9,49.2,18.6,18.8,31,27.5,41.5,41.8,0.645161290322581
49.3,48.6,18.7,14.2,31.6,24.5,39.7,27.7,0.606060606060606
52.5,49.2,18.2,15.8,24.9,26.8,35.1,33.7,0.5
51.6,53.2,20.1,17.2,25.6,24.2,29.6,39.6,0.28125
50.4,50,18,15.7,33.9,28.4,32.8,35.3,0.5
53.3,54.3,18.6,17.7,25.7,27.6,38.3,33.1,0.5
50.7,48.2,19.8,17.5,33.2,29.2,37.3,42.9,0.566666666666667
52.1,48.6,16.6,14.9,24.2,26.7,30.7,26.4,0.6
48.9,50.4,21.8,18.4,29.5,28.3,42.8,33.1,0.46875
45.2,49.6,16.9,19.2,28.2,30.2,38.7,42.6,0.25
52.7,53.4,17.5,18,28.1,28.2,31.9,38.3,0.533333333333333
48.7,48.5,21.7,21.4,34.2,28,39.5,48.7,0.607142857142857
50.5,47.7,18.2,19.9,28.2,29.6,36.8,36.1,0.647058823529412
50.9,47.7,20.4,17.4,23.8,24.7,37.3,35.2,0.548387096774194
53.6,51.5,15.9,16.8,24.4,32.8,37.1,31,0.588235294117647
48.8,50.4,17.1,21.5,33.6,35,35.3,50.8,0.551724137931034
53,49.8,19,17.2,29.4,31.2,41.5,31.8,0.588235294117647
51.5,54.4,17.9,20.1,36.3,27.8,42.2,37.3,0.67741935483871
50.6,52.8,18.8,16.4,34.9,31.4,30.8,34.7,0.290322580645161
56.4,53.5,17.8,17.8,28.8,24.6,25.8,32.3,0.666666666666667
51.6,48.8,18.9,20.1,27.6,29.4,26,33.6,0.464285714285714
52.3,49.7,19.3,17,31.2,28.5,33.9,26.3,0.642857142857143
46.7,50.5,17.3,20.9,17.7,28.3,34.2,26,0.482758620689655
51.3,51.6,18.8,23,29.3,31.1,37.1,41.2,0.727272727272727
50.9,54,17.6,18.3,31.1,26.5,35,34.2,0.516129032258065
49.7,46.9,20.3,19.6,28.1,30.2,34.6,44.5,0.454545454545455
55,52,20.1,20.3,28.3,30.9,41.2,44.2,0.666666666666667
49.6,50.8,16.2,18.5,27.5,27.3,42.7,31.9,0.6875
52,52,20.4,19.5,29.4,26.5,38,37.1,0.666666666666667
48.1,53.8,20.4,20,29.9,30,35.6,40.2,0.28125
52,52.8,18.1,14.7,20,28.5,27.2,27.9,0.433333333333333
45.8,44.7,20.8,17,30.7,31.1,37.4,27.2,0.454545454545455
50.3,52.2,19,21.5,30,30,30.9,43.3,0.517241379310345
49.9,50.3,19.7,17.2,35.5,29.3,40,35.5,0.5
52.1,49,20.4,20.4,30.8,28.6,44.7,40.8,0.633333333333333
53.7,48.7,19.9,17.2,27.8,28.4,35.1,35.9,0.636363636363636
46.6,51.2,17,18,29.8,26.6,40.1,32.5,0.354838709677419
47.7,52.2,17.6,20.3,29.5,31.4,35.4,33.6,0.53125
50.2,54.6,19.8,16.9,31.2,31.3,31.5,36.9,0.32258064516129
53.9,50,19.4,17.4,28.6,26.2,41.5,35.7,0.696969696969697
52.3,54,18.3,19.3,28.9,31.3,40.6,33.7,0.580645161290323
53.5,52.1,18.5,17,25.7,27,37.8,31,0.483870967741935
54.2,51.2,17.1,14.5,27.3,27.8,34.8,36.9,0.6875
48.4,53,19.7,25.6,23.4,31,26.7,43.5,0.419354838709677
50.2,49.9,18.3,14.6,27.2,21.7,34.1,29.3,0.689655172413793
52.2,50.4,16.9,17.2,25,28,39.7,31.3,0.678571428571429
56,50.6,16.9,16.5,21.4,30.3,42.9,29.5,0.625
51.3,49.8,20,17.3,30,28.1,37.7,29.4,0.53125
48.3,50.8,18,18.6,30.4,28.6,37.7,33.1,0.6
51.2,50.5,20.2,20.7,28.1,28.5,33.4,37.2,0.580645161290323
51.5,51.3,17,18.7,25.2,33,39.9,34.7,0.580645161290323
51.8,49.5,19,17.5,22.2,25,36.3,39.1,0.483870967741935
47.8,47.9,17.8,17.8,22.4,29.3,30.8,42.8,0.366666666666667
51.2,52,15.6,18.2,28,26.8,33,44.4,0.5
51.7,53.1,15.2,15.4,31.1,29.6,37.7,29.3,0.483870967741935
53.1,54.5,18.2,20.8,30.2,32.2,30.9,33.8,0.529411764705882
54,52.4,16.3,17.7,24.4,27.3,35,35.1,0.65625
51,55.1,18.5,19.4,35.2,28.1,28.8,42.1,0.5
46.4,53.7,18.8,19.7,29.3,32.5,34.3,40.8,0.193548387096774
46.4,50.8,19.5,20.5,33.5,28.1,40.3,39.8,0.517241379310345
48.7,53.1,19.9,18.6,31.6,33,36.2,37.7,0.46875
47.8,53,21.9,23.8,36.9,26.2,35.9,38.9,0.516129032258065
51.6,54.4,16.8,19,29.6,29.4,33.2,43.3,0.466666666666667
54.8,51.4,19.4,15.5,28.8,24.7,34.6,39.1,0.533333333333333
49.9,49,18.7,17.7,30.3,25.9,39.9,43,0.612903225806452
47.8,49.7,17.5,21,29.5,32.4,26.9,39.3,0.518518518518518
49.8,54.6,17.9,17.5,26.5,24.6,37.4,32.6,0.387096774193548
51.3,49.5,18.6,17.5,24.3,28.2,27.2,32,0.516129032258065
50.8,52.1,16.9,17.9,31.8,29.6,34.9,38.5,0.516129032258065
48.9,49.9,20,17.6,29,30.2,37.1,33.3,0.3125
48.6,51.8,18.2,18.9,24.9,26.1,36.1,40.3,0.5
50.6,52.6,19.7,20,27.1,32.2,38.4,41.7,0.5625
48.5,50.3,18.1,16.6,30.5,26.9,29.2,32.6,0.540540540540541
49,49,19.6,18.1,33,27.1,37,35.9,0.545454545454545
47.1,50.7,15.2,19.7,29.5,28.8,32.8,40.1,0.5625
52.7,52.6,21.6,19,37.4,32.4,34.3,31.1,0.666666666666667
52.3,52.2,16,22,15,24.7,34.2,42.2,0.65625
50.4,53.3,17.8,25.7,19.4,32.4,34.4,30.4,0.46875
50.2,51.1,21.4,17.6,29.1,25.5,36.1,38.5,0.3125
50.1,52.3,18,15.8,27.3,26.7,37.2,24.7,0.46875
51,51.9,19.5,21,31.2,29.4,40.3,42.2,0.633333333333333
50.5,52.3,16.1,18.3,20.3,31,34,35.6,0.448275862068966
49.7,52,18.4,20.2,27.9,31.8,29.1,34.8,0.423076923076923
48.5,48.9,21.9,18.4,26.3,29.4,42.1,40.9,0.40625
48,53.1,17.3,20,28.5,28.2,35.8,34.2,0.419354838709677
49.6,54.7,16.7,16.1,25,29.4,30.6,32,0.285714285714286
49.1,49.7,20.7,19.6,30.3,27.5,39.9,42.1,0.566666666666667
50.5,48.1,22.3,16.6,32.5,31.4,38.4,32.2,0.5
51.2,52.3,16.6,18.4,27.2,27.7,36.3,50.6,0.533333333333333
49.1,53.2,19.3,18.5,35.7,28.6,37.8,38.7,0.62962962962963
44.6,52.5,17,16.5,29.3,24.1,34.6,40.9,0.34375
46.7,52.2,22,21.3,33,28,39.2,35.9,0.5
45.1,51.6,18,16.5,28.9,27.5,37.5,28.6,0.34375
49.9,53.1,18.5,17.4,30.4,30.5,31.6,39.9,0.290322580645161
51.4,55.3,17.6,21.9,24.7,30.1,35.1,39,0.483870967741935
50.2,49,22.8,21.6,35,30.8,37,39.6,0.533333333333333
49.1,51.8,19.5,19.9,28.4,27.6,32.3,40.3,0.5
48.5,50.8,20.3,20.3,28,28.9,36.9,38.3,0.482758620689655
48.1,53.1,17.6,17.6,26.8,31.5,29.1,30.7,0.241379310344828
51.7,53.5,14.7,15.2,26.7,34,34.6,32.6,0.533333333333333
51.5,50.3,20.6,17.3,26.4,24,28,33.7,0.419354838709677
48.4,52.2,18.4,22.4,27.2,31.7,38.3,40.4,0.466666666666667
47.1,50,19.3,22.2,31.6,27.4,36.3,48.2,0.7
48.5,49.5,20.9,19.5,36.4,28.9,38.8,37.1,0.645161290322581
52.8,50.4,20.7,18.7,29.7,32.4,29.6,23.9,0.515151515151515
52.5,56,16.1,22.2,25.7,31.3,38.1,36.8,0.535714285714286
51.3,52.7,22.2,16.7,33.3,31.8,34.9,35,0.5
50.5,47.6,20.6,19,20.6,31.1,36.2,35.1,0.481481481481481
47.6,47.6,21.4,18.5,40.1,30.9,34.7,38.9,0.551724137931034
49.2,52.1,24.8,22.9,34.7,28.4,40.6,44.4,0.6
46.3,52.1,18.8,22.3,28.9,32.7,29.6,41.8,0.3
47.7,50.5,19.4,16.5,29.5,29.4,26,34,0.290322580645161
42.6,49.7,18.1,17.6,32.4,24.2,36.2,37.9,0.451612903225806
47,50.6,20.3,16.9,24.2,27.3,34.4,38.5,0.363636363636364
45.1,48.4,21.5,23.7,29.3,31.3,41.3,42.5,0.424242424242424
47.4,52.8,19.4,16.9,28.9,27.2,37.1,44.8,0.321428571428571
51.3,53.8,18.9,17.5,31.1,28.5,30.6,36.2,0.466666666666667
49.4,51.4,19.8,19.2,25.2,32.9,37.4,40.5,0.413793103448276
48.2,51.3,23,17.5,26.9,32.3,34.3,39.6,0.161290322580645
51,52.2,20.3,18.2,27.4,25.4,34.4,34.5,0.407407407407407
52.1,51.9,20.1,15.5,22,27.2,29.5,31.8,0.285714285714286
50.8,53.9,18.1,17.5,24.5,26.8,27.4,32.3,0.323529411764706
49.7,53.2,19.2,16.8,29.8,28,28.5,36.7,0.241379310344828
48.2,52.2,18.7,15.1,23.6,25.5,35.5,36.5,0.433333333333333
52.4,50.7,17.9,14.5,30.2,30.2,31.9,29.9,0.586206896551724
51.4,50.7,18.7,17.3,24.2,28.9,36.6,38.7,0.558823529411765
47.1,51.3,19.2,16.8,24.4,32.7,37.6,30.5,0.354838709677419
49.5,51.8,18.9,19.4,27.4,34.2,36.1,44,0.379310344827586
48.1,51.5,19.2,20.4,29,30.1,38.5,39.7,0.4
47.6,50.5,17.9,16,30.5,30.7,33.6,30.8,0.303030303030303
48.3,52.6,19.2,19.6,28.1,28,36.4,33.5,0.535714285714286
47.7,51,23.5,19.1,30.6,34,30.7,40.1,0.233333333333333
46.8,53.2,17.9,15.2,27.1,27.5,32.2,40,0.419354838709677
46,51,16.6,17.7,26.9,31.2,30.4,35.9,0.357142857142857
47.3,52.6,16.1,17.7,25.6,30.3,29.4,41.1,0.379310344827586
52.5,52.8,21,21.4,23,31.7,34.7,44.3,0.52
50.7,57.7,19.6,21.2,27.1,29.7,44.5,39.1,0.464285714285714
51.4,52.5,22,17.3,24.8,25.3,33.4,38.6,0.32258064516129
49.7,51.9,17.9,17.8,27.7,31.8,45,41.7,0.392857142857143
53.8,56.6,18.5,20.9,26.3,28.5,34.6,36.8,0.586206896551724
49.3,57.9,17.2,19.7,28,35.4,32.8,40.9,0.4
50.9,56.9,19.5,19.4,26.9,31.4,38.1,48.4,0.266666666666667
49.8,52.3,16.8,15.8,27.4,29.3,37.3,33.1,0.448275862068966
49.4,56.8,18,15.7,26.1,29.2,29.5,28.9,0.3
49.7,51.5,18.8,17.6,29.2,30.6,32.8,37.4,0.387096774193548
49.5,52.8,22,19.5,30.9,27.1,35,33.3,0.40625
48.7,55.2,19.7,18.4,30.5,25.2,33.3,36.3,0.379310344827586
50.4,51.2,18.4,13.8,18.9,25.4,29,40.7,0.307692307692308
49.1,53,16,16.4,26.3,31.4,25.9,29.1,0.40625
48.6,51.4,20.1,20.7,24.9,31.8,37,40,0.366666666666667
49.9,52.6,18.4,15.7,21.6,32.9,37.9,37,0.25
52.4,56.4,17.3,17.6,24.2,35.8,41,29.5,0.392857142857143
47.4,51.6,22.6,20,30.8,30.1,41,53.4,0.3125
47.9,52.6,19.2,16.8,34.1,30.2,33,38.2,0.32258064516129
49.5,55.6,20.4,20.4,26.8,37.6,35.8,33.5,0.518518518518518
54.7,53.4,20.8,17.8,27.1,30.7,31.5,38.1,0.366666666666667
48.3,54.3,20.2,20.2,29.5,31.8,32.5,52.3,0.344827586206897
50.1,53.9,20.8,19.2,29.6,32.4,41,39.4,0.52
45.7,49.8,19.9,19.1,26,29.9,30,34.1,0.296296296296296
47.4,48,20.5,16.7,29.7,28.9,38,38.4,0.53125
49.9,53.3,21.7,15.8,27.7,27,33.8,30.7,0.259259259259259
51.4,51.5,18.6,16.6,22.2,32.4,43.6,38.9,0.48
47.5,51.2,22.4,15.1,33.8,26.9,29.5,30,0.466666666666667
47.9,47.3,20.4,18.6,31.9,31.2,32.8,39.8,0.620689655172414
50.3,52.5,20.2,20.2,21.7,28,30.7,41.4,0.266666666666667
48.7,54.3,16.2,16.8,27.4,27.4,35,41.6,0.428571428571429
49.8,55.1,19.1,15.7,28.8,31.7,35.9,32,0.25
47.4,50.4,18.4,17.8,26.5,31.2,34.9,35,0.285714285714286
48.6,52.9,18.8,21.7,24.7,35,35.4,49.5,0.419354838709677
45,52.7,20.3,18.3,31.6,28.5,45.7,44.9,0.214285714285714
49.9,52.9,14.9,15.1,21.1,33,32.6,32.2,0.379310344827586
49.5,52.9,17.8,19.3,27.6,35.8,32.3,31.7,0.481481481481481
42.5,48.9,19.8,20.1,34.8,31.2,37.8,41.5,0.482758620689655
47.5,50.6,19.8,17.9,25.4,36.2,34.4,39.1,0.269230769230769
48.8,52.2,18.6,17.1,23.5,28.2,30.8,32.2,0.413793103448276
42.1,52.5,18.3,17.6,30.8,29.6,28.8,32.3,0.222222222222222
46.7,52.9,20.4,16.7,31.3,26.9,33.2,32.8,0.290322580645161
46.1,49.6,19.6,19.9,30.6,29.3,33.4,42.7,0.482758620689655
43.1,52.9,23.2,19.1,31.5,29,27.7,46.6,0.3
48.1,56.7,18.9,17.9,26.6,32.3,29.5,39.7,0.214285714285714
48.4,52.8,18,19.3,27.1,33.7,32.5,40.9,0.4375
50.2,56.5,19.3,18.2,22,32.4,38.1,34.2,0.2
49.1,54.5,20.7,18.2,20,29.1,29.4,30.4,0.310344827586207
47.7,56.6,18.4,16.7,29.4,29.4,40.3,51.3,0.193548387096774
44.2,49.6,18.5,19.8,34,28.7,33.7,48.4,0.482758620689655
45,52.2,18.1,16.6,22.3,25.8,29.3,33.9,0.310344827586207
47.8,48.4,19.8,17.2,34.2,33.7,42.8,37.8,0.5
46.8,55.5,20.2,24.3,32,35,38.1,42.2,0.5
47.5,51.9,20.4,18.4,24.7,34.3,32.6,34.9,0.28125
46.8,53.1,17.7,19.6,31.1,35.6,28.2,40,0.333333333333333
45.5,53,19.1,16.6,26.9,28.8,29.6,33.5,0.225806451612903
47.8,52.3,19.6,20.3,28.5,37.2,30.1,39.1,0.333333333333333
47.4,54.3,18,17.6,28.1,35.8,30.4,39.1,0.379310344827586
42.4,55,19.6,18.3,26.1,31.1,27.8,35.5,0.206896551724138
43.4,49.7,21.5,18.2,32.3,33.3,43.4,35.8,0.3125
46.7,54,21.2,20.2,31.5,32.5,33.3,34.6,0.206896551724138
46.6,56.4,19.7,19.5,30.4,33.9,33.5,37.8,0.21875
46.5,53.2,18.5,18.9,26.3,34.7,37.6,33.9,0.25
44.3,50.3,22,18,34.5,31.8,34.6,42.6,0.266666666666667
43.9,54.4,19.1,18.9,28,33.1,40,40,0.266666666666667
41,52.7,17.4,20,27.9,33.4,31.8,46.9,0.133333333333333
49.3,55.1,21.9,17.4,21.5,34.1,29,32.2,0.214285714285714
47.6,53.1,21.7,14.3,31.8,32.9,33.4,38.9,0.1
46,52.2,25.9,23.5,29.9,35.4,32.8,58.5,0.2
45.5,56.1,23.3,16.9,29,31.9,27.7,36.7,0.178571428571429
44.3,53.7,19.8,14,29.3,36.2,39.5,33.7,0.0689655172413793
