"EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","WR"
50.9,47.2,18.1,20.5,30.8,27.9,39.3,39.5,0.611111111111111
54.3,46.1,16.9,17.7,31.4,25.4,29.6,26.3,0.945945945945946
49.5,45.7,17.7,18.9,32.8,32.4,36.3,38.9,0.617647058823529
51.5,50.9,18.5,20.9,34,29.3,39.4,38.7,0.558823529411765
51.4,46.7,18.4,18.5,31.6,26.7,34.3,30.1,0.606060606060606
55.4,49.1,13.7,13.1,19.2,25.6,21.3,25.5,0.621621621621622
51.2,45.4,18.1,17.9,28.8,32.7,33.2,30.2,0.666666666666667
51.6,47.5,16.6,17.5,27.2,24,30.3,27.6,0.727272727272727
55.5,48.1,17.6,15.8,27.4,24.5,34.9,30.3,0.764705882352941
52.5,48.5,16.3,16.6,29.5,28.6,32.9,30.4,0.666666666666667
51.1,49.7,16.8,16.9,34.7,27.3,36.3,25.4,0.636363636363636
51.5,49.8,13.5,18.8,30.4,26.2,25.3,34,0.676470588235294
48.4,46.5,16.8,20.1,29.2,31.5,31.2,33.5,0.638888888888889
46.7,46.2,19.4,21.7,35.5,28.6,33.8,27.6,0.617647058823529
50.7,49.8,15.3,18.5,22.8,24.9,39.1,31.8,0.6875
52.9,46.9,15.5,17.5,23.8,22.4,28.4,27.4,0.794117647058823
52,46.9,19.6,23.9,28.9,30,41.6,31.1,0.771428571428571
55.4,48.6,13.3,17.4,24.5,27.7,24.2,21.7,0.967741935483871
51.1,47.9,16.7,19.3,34.6,25.4,32.7,24.9,0.911764705882353
55,50.7,15.7,18.2,28.9,27.3,34.8,31.9,0.848484848484849
52.8,50.5,17.7,18.4,33.3,26.3,37,34.2,0.838709677419355
51.6,46.3,15.1,20.7,31.6,30.8,29,30.9,0.771428571428571
50.8,47.3,16.3,22.3,31.3,30.2,31.5,38.1,0.848484848484849
52.8,47.5,18.1,15.1,30.2,30.4,36.9,33.2,0.727272727272727
51,49.8,17.8,20.1,25.7,25.4,44,35.1,0.757575757575758
52.7,51.1,17.8,19.5,27.3,25.4,35.9,36.8,0.8125
54.1,50.1,17,18.5,26.3,26.1,34.4,29.2,0.818181818181818
54.8,51,14.3,16.6,19.2,22.3,28.1,26.9,0.696969696969697
58.2,52.2,15,17.6,25,24.5,27.3,20.2,0.764705882352941
53.6,48.3,20.1,17.8,25.7,29.1,40.9,26.8,0.818181818181818
52.2,48.4,16.5,14.7,28.1,22.6,30.4,28.1,0.766666666666667
51.3,54.7,16.3,21.1,30.9,29.3,28,33.9,0.6
49.1,51.3,17.3,23.3,31.6,33,26.9,30.5,0.666666666666667
51.8,50.9,22.8,20.6,33.7,31.9,32.2,33.9,0.6875
50.5,52.6,17.7,20.4,32.8,27.8,34.8,38.2,0.774193548387097
46.1,49.6,20.3,18.5,29.2,27.5,34.3,38.8,0.424242424242424
50.1,51.3,17.3,19,25,28.3,38.2,44.1,0.558823529411765
45.6,55.1,22.7,16.7,24.7,30.3,31.7,32.1,0.111111111111111
43.7,51.6,20.1,16,25.3,30.4,31.5,32.6,0.09375
46,54.8,21.1,16.1,21.7,32.4,31.5,31.6,0.09375
48,54.1,22.3,15.2,28.2,30.1,32.9,30.6,0.125
47.7,55.4,22.7,17.6,25.2,33.5,24.1,27.7,0.2
47.9,53.6,19.1,17,24.9,33,26.7,27.8,0.166666666666667
46.9,57.7,20.9,21,34.2,34.5,29.2,43.5,0.166666666666667
47.3,54,20.8,18.4,29.9,29.5,36.5,39.1,0.166666666666667
45.1,55.8,17.6,18.9,20.7,25.5,29.4,30.1,0.15625
45.4,53.3,23.4,19.5,28.7,32.4,38,39.8,0.15625
49.7,55,23.2,16.7,29,31.9,32.2,36,0.166666666666667
45.7,54.4,23.5,19,30.1,29.4,29.3,37,0.222222222222222
45.5,52,19.9,17.6,25.3,30.9,28.1,28.8,0.259259259259259
45,51.1,24,18,27.6,33.6,31.4,44.6,0.259259259259259
48.3,52.3,16,14.9,23.4,29.1,28.2,27.9,0.241379310344828
47.1,53.6,17.5,15.9,28.9,30,29.1,24.5,0.21875
44.1,50.4,19.6,18,27.3,30.5,36.6,39,0.233333333333333
47.8,56.9,19.3,14.6,28.9,27.3,21,28.1,0.241379310344828
43.8,54.4,21.1,21,30.3,32.9,33.1,38.8,0.212121212121212
49.2,55.6,16.9,17.1,25.1,32.8,32.2,35,0.266666666666667
48.8,54.8,19.1,14.4,33,27.6,27.8,33.1,0.285714285714286
47.3,55.3,19.2,16.6,27.8,26.7,31,36.8,0.275862068965517
42.3,49.7,18.7,17.7,31.7,34.4,31.2,34.6,0.266666666666667
47.8,52.1,18.4,17.1,24.9,30.6,27.5,29,0.266666666666667
45.1,53.9,16,15.7,26.5,30.3,32.1,35.3,0.258064516129032
45.8,50.4,20.9,18.6,24.5,24.5,31,42.3,0.258064516129032
50.2,53.7,18.3,19.1,27,26.5,34.7,37,0.428571428571429
51.6,53.4,18.2,16.4,24.2,25.3,33.4,28.9,0.3
52,52.5,18.3,16.6,25.9,30.5,26.8,32.6,0.310344827586207
49,50.5,19.6,14.8,25,30.8,30.8,24.8,0.290322580645161
44.2,49.1,20.4,17.2,31.6,29.5,37,31.7,0.290322580645161
47.1,54.7,18.1,16.7,27.9,30.5,24.3,28.9,0.3
46.3,54.7,17.4,19.5,26,31.9,26.1,37,0.321428571428571
48,52.2,19.2,19.7,25.3,32.2,32.4,32.5,0.310344827586207
47.6,53,21.2,17.1,31.9,33.5,32.2,30.8,0.321428571428571
49.3,53.1,17.6,17.1,25.9,31.5,30.4,30.9,0.28125
48.5,53.2,18.5,15.8,24.2,28.9,29.6,33.4,0.290322580645161
51,53.2,20.1,18.5,18.6,35.7,37.2,34.2,0.28125
50,51.3,20.2,16.5,23.5,26.2,29.1,31.7,0.384615384615385
49.6,51.8,17.9,16.5,23.2,29.3,26.1,27.9,0.357142857142857
48.6,52.8,17.5,18.7,28.4,29.9,24.9,27.7,0.344827586206897
47.9,50.1,21.3,14.5,31.7,26.9,27.7,31.7,0.333333333333333
52.9,51.6,22.1,17.9,24.5,28.5,31.1,37.5,0.32258064516129
45.6,50.7,19.5,17.5,30.1,29.5,33.5,35.4,0.357142857142857
50.3,54.3,18.1,16.7,32.2,31,27.4,36.6,0.344827586206897
45.2,51.4,21.6,21.4,26.6,29,33.8,43.2,0.37037037037037
49.2,56.1,18,19.2,29.3,30.4,31.9,37,0.344827586206897
46.5,51.9,22.9,19.2,30.5,32.5,36.9,41,0.344827586206897
47.4,51.8,18,18.7,28.1,30.5,33,32.8,0.3125
47.4,52.5,19.5,15.4,28.5,31.2,37.4,30.6,0.333333333333333
52,54.3,17.2,16.1,19.6,27.8,35.8,31.6,0.333333333333333
49.3,52.4,18.2,16.9,20.8,31.7,28.9,33.9,0.32258064516129
48.5,51.8,17.5,17.4,21.5,30.1,25.5,27.8,0.333333333333333
48.1,51.3,17.9,16.4,28.5,28.2,23.3,26.5,0.3125
51.4,57.5,21.1,16.7,28,31.6,40.6,33.3,0.344827586206897
49.7,51.6,18.2,17.7,25.8,34.1,27.6,35.7,0.303030303030303
49.3,51.2,18.1,19.7,24.9,28.2,24.3,32.1,0.366666666666667
51.1,58.2,16,17.3,27.9,29.7,30.9,33.4,0.379310344827586
50.5,54.1,17.5,16.3,29.8,28,32.5,33.6,0.379310344827586
47.5,53.1,17.8,15.5,30.3,30.7,28.9,29.3,0.392857142857143
48.8,53.3,21.3,16.7,33.5,33.2,31.9,35.9,0.407407407407407
52,52.1,13.4,13.6,19.6,26.5,23.3,26.5,0.34375
46.9,52.6,19.9,15.9,32.7,32.5,26.8,29.4,0.34375
46.5,49.6,20.8,18.2,25.3,30.6,33.9,33.9,0.354838709677419
45.9,51.9,21.1,20.1,32.7,30.8,29.7,39.5,0.379310344827586
50.8,51.4,17.2,17.8,24.6,27.2,28.9,35.5,0.366666666666667
45.2,51.7,18.7,17.6,27.3,29.9,30,28.6,0.379310344827586
49,51.5,18.1,15.6,22.5,24.5,27.9,31.8,0.354838709677419
50.2,51.8,21.8,16.7,28.2,26.7,31.3,34,0.34375
43.4,50.1,19.9,17.3,35.9,29.4,33.3,39.4,0.366666666666667
48.8,52.4,19.5,17.8,23,31,28.3,31.1,0.379310344827586
44.6,51.1,19.8,20.5,27.2,28.4,29.4,43.6,0.354838709677419
47.5,50.3,19.6,14,21.9,27.4,29.4,26.2,0.354838709677419
48.7,50.8,17.9,18.2,23.8,25.3,24.5,29.4,0.323529411764706
49,55,21.6,18.4,33.3,30.9,29.2,34.9,0.333333333333333
49.2,51.3,19.8,20.5,26.6,34.2,31.5,30.5,0.413793103448276
49.6,55,16.8,21.3,24,31.4,34.8,46.6,0.413793103448276
50.1,52.7,17.3,14.4,24.9,27.1,28.1,31.8,0.413793103448276
48.5,54.4,20,20.5,26.3,33.2,33.3,32.7,0.428571428571429
52.4,53.1,17.5,14,24.3,27,31.4,31.7,0.387096774193548
50.5,50.8,19.5,17.5,29.9,28.9,31.2,26.9,0.4
52,53.8,19.6,17.8,26.6,32.6,32.1,37.1,0.413793103448276
48.7,51.2,18.3,19.6,22.7,30.3,34.1,33,0.387096774193548
51.3,51.2,20.2,15.4,25.4,25,26.9,27.7,0.387096774193548
52.7,54.1,23.6,20.2,29.8,32.7,36.5,39.9,0.4
46.6,52.7,18.3,19.3,26.9,34.7,32.1,35.2,0.4
47.5,49.5,18.3,18,33.3,29.9,29.2,30.3,0.363636363636364
50.5,55.3,15.9,17.2,26.9,25.7,27.4,38.7,0.363636363636364
50.6,49.8,19.1,14.3,23.9,25.7,22.8,27,0.5
49.2,56.5,17.3,23.3,25.5,28.6,32.3,45.6,0.5
51.1,53.4,18.7,20.3,22.9,30,23,28.7,0.464285714285714
50.5,52.5,20.2,16.5,29.4,24.1,31.8,29.5,0.464285714285714
46,49.3,18.2,17.8,28.6,29.5,37.9,28.1,0.433333333333333
49.5,50.5,19.4,15.1,28.7,27.3,28.2,35.4,0.448275862068966
51.9,51.9,18.3,14.7,25.3,28.9,32.8,29.9,0.448275862068966
52.2,50.7,20.3,18.6,25,32.8,34.3,35.8,0.433333333333333
44.8,48.2,19.6,21.2,31.7,28.7,33,41.8,0.433333333333333
49.2,54.8,15.1,18.7,24.2,32.7,31.6,22.5,0.419354838709677
47.4,50.6,17.5,15.7,24.6,30.2,30,28.5,0.448275862068966
48.6,48.9,20.8,17.9,27.8,29.9,26,29.2,0.40625
51,53.5,16.7,15.5,25.7,27.4,27.3,28,0.419354838709677
47.9,47.9,18.1,16.8,25.9,28.9,28.9,28.4,0.393939393939394
47.6,50.3,18.1,16.6,28.8,28,35.1,34.8,0.433333333333333
49.4,53.9,18.8,17,27.4,29.9,29.2,27.4,0.419354838709677
52.4,52.8,18.9,17.7,26.5,29.9,28.3,37.9,0.40625
51.3,55.5,20.4,20.2,26.6,28.7,28.2,29.8,0.419354838709677
50.7,51.2,19,19.7,23.4,23.7,29.8,26.9,0.518518518518518
49.5,48.8,19.8,18.4,30.3,24.3,31.2,25,0.538461538461538
47.1,50.8,22,23.8,30.2,37.3,30.9,42.9,0.538461538461538
45.9,50.5,21.1,19.6,30.9,31.8,31.1,31.6,0.5
53.3,52.4,17.3,14,26.2,32.9,28.4,23.5,0.482758620689655
50.2,50.7,19.6,16.3,30.8,32,38.7,35.3,0.482758620689655
50.9,50.2,19.7,19.8,19.1,31.4,32.2,27.3,0.466666666666667
49.5,50.1,17.6,18.6,20,30.3,25.9,22.6,0.4375
54.2,49.3,19,17.1,22.3,28.6,31.2,35.2,0.4375
50.8,49.8,19.6,18.7,33,27.8,30.7,37.1,0.4375
48.6,51.1,22.9,22.9,33.3,29.7,38.8,37.3,0.466666666666667
49.2,48.6,18.8,19.4,27.5,29.2,29.5,40.9,0.4375
52.1,52.1,20.6,22.8,25.5,36.7,28.7,30.6,0.466666666666667
51.3,53.8,17.7,18.2,22.6,22.4,31.1,26.5,0.451612903225806
50.8,52.2,20.8,14.5,32.9,24,27.5,25.8,0.466666666666667
43.9,49.5,19.5,19.7,36.4,30.6,28.4,51.4,0.451612903225806
48.9,48.8,18.2,17.4,30.4,27.6,28.6,35.9,0.451612903225806
52.4,51.5,18.9,18.3,31.2,26.4,29.4,28.6,0.424242424242424
53.2,53.8,21.4,20,28.7,26.8,44.8,35,0.466666666666667
47.3,51.8,18.4,17.5,31.7,28.8,33.7,30.3,0.424242424242424
53.8,54.5,18,16.9,24.1,30.2,43.3,27.7,0.451612903225806
51.4,53.6,17.6,17.1,35.8,29.7,27.2,28.9,0.4375
47.5,52.5,22,19.1,32.9,29.1,32.9,34,0.424242424242424
44.9,49.1,19.1,20.9,34.4,24.8,25.2,47,0.576923076923077
45.8,49.1,15,16.2,26,27.4,29.6,30.2,0.535714285714286
50.7,49.1,19.5,20.3,28.5,25.1,34.8,39.6,0.517241379310345
46.4,50.2,20.2,19.2,34.5,27.9,32.2,32.4,0.483870967741935
52.4,48,20,15.5,23.7,27.2,30.1,30.1,0.46875
49.5,52.5,19.2,18.3,32.2,29.1,32.1,36.4,0.5
55.1,54.8,20.6,17.4,25.9,34.2,41.6,31,0.5
51.2,52,22.2,16.9,29,29.5,45.9,38.9,0.535714285714286
52.3,51.7,21.4,15.6,29.8,27.4,39.4,27.7,0.5
47,50.5,17.8,18.3,28.7,24.6,29,36.5,0.483870967741935
48.5,51.4,20.5,23,24.4,28.6,34.5,42.9,0.5
54.8,52.2,16.7,17.9,19.6,27.1,29.8,29.6,0.46875
48.5,50.1,15.6,15.9,27.5,29.9,23.5,30.8,0.483870967741935
51.2,49.6,17.1,17.1,21,25.4,33,26.2,0.454545454545455
52.6,54,16.2,17.9,22.9,31.2,33.1,36.4,0.483870967741935
50.9,54,19.9,21.3,30.1,28.1,28.4,38.5,0.5
51.7,54.7,18.2,17.7,20.6,28.1,25.4,31.8,0.5
48.6,49.4,21.4,21.4,29.5,33.9,35.9,41.8,0.5
48.5,51,18.1,17.9,30.5,30.5,28.3,31.6,0.441176470588235
49.5,50.3,17.8,16.5,33.8,28.3,29.3,38.6,0.551724137931034
49.8,50.3,17.4,16.6,18.8,26.7,31.1,28.5,0.571428571428571
50.1,53.4,15.1,16.4,26.9,26.7,31.4,27.4,0.592592592592593
50.3,49.8,18.5,16.9,26.5,28.6,30,33.5,0.533333333333333
50.3,52.5,18.5,23.7,29.3,33.7,27.6,47.6,0.592592592592593
52.3,48.9,19.9,19.9,32.1,30.1,34.8,28.4,0.5
51.7,49.9,18.6,17.7,24.7,28.3,28.2,21.9,0.5
49.7,48.7,19.8,16.5,28.7,29,34.6,31.5,0.5
48.8,47.1,19.9,18.4,26.4,34.6,31.7,25.4,0.5
50.1,50.8,16.2,17.3,24.9,27.8,32.8,26.7,0.516129032258065
48.7,47.9,16.3,17.1,24.5,28.8,29.3,24.8,0.551724137931034
47.1,49.8,19.3,16.8,30.5,30.5,40.5,28.9,0.5
53,52,17.6,15.5,26.5,29.7,34.5,27.7,0.516129032258065
50.7,50.1,19.2,20.5,24.6,32.2,31.4,42.8,0.533333333333333
49.4,46.3,16.1,17.8,23.8,30.7,34.5,29.2,0.484848484848485
48.7,51.5,18.3,18.3,27.6,28.3,27.3,27.6,0.484848484848485
50.2,50.5,18.2,18.9,28.9,30.7,34.2,32.8,0.484848484848485
47.1,49.2,19.2,17.4,33,28.9,37.1,33.1,0.484848484848485
51.7,50.8,16.9,12.4,24.4,22.6,32.2,27.1,0.516129032258065
49.2,49.6,19.5,19.1,29.7,28.5,26.9,31.1,0.516129032258065
51.4,51.7,17.8,18,23.8,30.2,29.9,25.8,0.533333333333333
50.2,51.7,18.2,16.6,32.1,25.9,33.5,39.8,0.533333333333333
48.4,50.2,18.8,19.4,28.8,30.8,27.6,26.5,0.5
52.7,52.5,18.1,18.4,24.4,27.8,38,32.1,0.5
52,48.9,16.1,15.9,31.5,28.6,26.6,28.1,0.457142857142857
48.2,50.9,17.9,18.6,31.6,28.5,32.5,41.7,0.5
54.8,55.7,16.7,21.9,28.8,29,28.5,30.9,0.653846153846154
53.3,49.3,18.9,14.9,30.1,27.9,29.5,31.2,0.586206896551724
52,50,18.7,15.8,29,25.2,32.9,31.9,0.607142857142857
53.8,51.2,17.3,15.9,24.4,25.1,29.1,37.9,0.566666666666667
53.5,52.9,15.9,14.3,29.4,28.1,25.8,30,0.586206896551724
48.9,45,18,15.2,31.3,27.4,29.2,24.4,0.53125
50.7,47.5,18.2,16.9,29.1,28.2,30.8,25.9,0.53125
51.6,51.2,17,18.7,30,33.6,30.7,21.7,0.53125
50.1,49.3,19.1,18.6,33.2,26.9,27.2,30.4,0.548387096774194
49.4,47.4,17.9,18,29.4,27.4,30.1,24.2,0.548387096774194
51.2,50.7,17.1,17.3,26.6,28.8,28.2,28.1,0.548387096774194
49.3,49.6,19.5,18.5,30.5,26.8,34.5,33,0.53125
49,51.9,16.2,15.6,27.4,27.3,33.2,24.4,0.548387096774194
50.5,51.9,18.9,17.7,27.1,26.1,28.7,23,0.566666666666667
54.4,51.8,22,19.2,28.3,27.9,27.9,32.1,0.53125
49,47.6,20.1,21.1,30.5,30,40.1,30.9,0.53125
48.4,49.8,18.7,18.2,34.6,28,34.4,30,0.548387096774194
49,47.6,18.1,16,28.9,26.1,31.6,29.3,0.548387096774194
49.6,50.7,17.1,18,25.9,31,32.3,25.6,0.548387096774194
48.2,49.5,16.3,18.3,25.8,27.3,27.9,34.6,0.566666666666667
49.6,51.8,16.5,18.6,25,29.8,33,29.4,0.53125
52.4,54.8,16.3,16.6,28.6,28.7,30,26.4,0.566666666666667
53.8,51.4,19.1,15.6,25.4,24.2,31.3,28.5,0.548387096774194
50.4,49.8,18.5,16.6,31.5,26.1,28.2,28.4,0.5
51.5,50.7,15.5,17.3,22.6,25.2,30,27.7,0.5
47.6,53.3,18.3,24.2,26,30,47.6,46.2,0.566666666666667
50.9,48.9,22.6,21.6,32.3,29.6,34.2,35.5,0.692307692307692
51.5,50.4,17.3,19.5,29.9,28,23.7,30,0.6
47.6,50.6,21.1,24.9,27.1,31.7,31.4,34.4,0.666666666666667
49.8,50.7,20.6,20.8,32.2,28.6,42.8,31.5,0.6
51.3,52.9,14.8,16.9,26.4,26.8,27,25.6,0.580645161290323
45.2,51.4,18.3,21,33.7,31.4,35.3,39.3,0.5625
50.9,54.2,16.9,19.8,27.6,29.9,32.1,33.4,0.620689655172414
50.9,49.9,17.3,18.5,26.9,28.2,35.1,42.4,0.642857142857143
49.4,50.2,18.7,19.7,34,27.6,27.7,29.6,0.545454545454545
53.5,50.3,17.3,17.2,26.2,26.6,24,27.6,0.580645161290323
50.8,52.8,19.2,19.3,21,22.4,33.7,31.7,0.580645161290323
51.2,53,17.6,15.7,29.7,26.1,35.9,25.4,0.6
50.7,52.1,15.8,15.1,23.1,27.9,30.1,31.8,0.6
51.6,47.9,15.2,14.4,25.7,25.8,30.8,25.8,0.529411764705882
49.1,51,15.7,15.6,25.5,25.2,33.8,34.1,0.580645161290323
48.3,49.1,20.7,26,20.5,35.6,34.6,26.9,0.5625
49,48,19,19.3,30.8,25.1,29.9,31.4,0.514285714285714
54,50.9,17.5,15.3,27.3,26.7,32,30.2,0.5625
53.1,51.8,18.3,16.2,30.2,24.6,31.6,34.9,0.633333333333333
46.4,48.3,17.1,17.7,32.8,29,36.2,34.7,0.633333333333333
49.2,52.4,17.5,24.7,27.9,31,35.5,31,0.612903225806452
51.5,51.4,21.3,23.8,31.6,32.2,38.9,41.8,0.655172413793103
51.7,50.9,17.1,17.3,21.5,26,28.1,23.1,0.612903225806452
54.2,51.6,17.1,17.3,24.8,26.6,32.1,26.7,0.575757575757576
51.2,51.6,19.3,21.8,31.9,29.2,29.4,34.6,0.612903225806452
52.4,51.6,16.2,17.6,32.8,28.9,27.5,33.9,0.59375
51.8,51.9,15.1,17.3,24,28.8,30.7,31,0.612903225806452
48.5,49,18.5,19.2,30.6,29.4,40.3,34.6,0.633333333333333
50.4,49.6,16.8,16.8,27,29,36.1,34,0.655172413793103
47.9,46.6,17.1,21.7,32.1,27.9,28.2,27.4,0.558823529411765
50.3,48,19.6,21.9,33.6,30.7,28.9,33.4,0.558823529411765
54,50.7,14.7,16.3,25.9,27.7,25.9,25.2,0.558823529411765
51.5,49.5,20.2,18.5,31.8,24.1,32.5,37.8,0.59375
52.8,46.6,14.6,16.1,20.9,28.4,22.3,28.3,0.575757575757576
53.1,54.7,18,16.1,24.1,26.6,32.5,25.7,0.59375
52.4,50.4,15.1,19.3,19.3,30.5,35.4,29.6,0.645161290322581
49.9,48.1,18.1,16.5,32.2,27.6,33,27.1,0.645161290322581
50.6,47.8,17.8,19.3,29.2,26.5,32.4,31.4,0.666666666666667
46.3,48.8,16.9,17.8,29.9,26.6,32.4,33.3,0.666666666666667
50.2,51.2,17.8,21.5,32.1,26.9,33.6,33.5,0.666666666666667
53,51,17.8,16.7,30.5,28.4,42.3,31.3,0.666666666666667
49.2,48.7,15.2,14.9,30.4,23.3,37,26.3,0.606060606060606
49.4,48.6,17.4,20.5,25.9,29.4,38.7,33.4,0.645161290322581
51.1,50.5,17.3,20.8,33.4,33.1,26.4,35.1,0.606060606060606
49.4,48.6,18.7,21.1,30.3,30.1,32.5,34.6,0.666666666666667
51.9,47.9,20.2,16.9,27.9,24.8,37.1,33,0.606060606060606
53.7,50.2,17.3,15.6,25,24.6,23.6,23.3,0.666666666666667
53.6,49.9,19.6,17.6,28.5,26.5,32.2,38.1,0.606060606060606
48.3,50.2,13.4,18.3,22.6,24.9,25,27.5,0.571428571428571
48.8,45.6,20.6,18.9,32.6,28.2,32.5,30.4,0.555555555555556
55.3,51.1,16.8,17.7,25.4,30,24.3,29.3,0.67741935483871
53.6,51.9,17.9,19.8,28.2,27,41,37.6,0.75
52.1,48.3,17.3,15.3,29.7,26.5,29.1,32.7,0.65625
51.1,48.6,18.4,17.7,35.7,26.7,29.8,29.5,0.636363636363636
50.2,48.4,18.7,13.2,34.7,24.6,27.2,28.6,0.617647058823529
49.4,48.4,17.2,20.4,34.9,35.5,29.7,30.3,0.636363636363636
51.1,47.1,18.3,16.4,32.5,26.4,32,23.9,0.583333333333333
51.3,52.2,18.3,20.2,30.9,27.9,27.4,32.3,0.617647058823529
52.8,47,16.5,18.4,28,23.2,30.6,33.9,0.75
51.9,49.7,16.6,17.8,29.8,26.5,33.7,28,0.709677419354839
51.5,49.4,18.6,21.4,31.3,27.6,38.9,31.8,0.733333333333333
48.6,44.5,18.6,16.4,29.6,26.5,33.6,27.2,0.6875
52.2,50.2,19.8,19,33.4,30.6,39.5,36.3,0.758620689655172
51.3,51,17.3,21,33.3,33.6,27.2,38.7,0.6875
52.6,50.5,15.6,17.5,27.9,27.3,39.1,28.5,0.666666666666667
53,45,18.8,16.1,30.7,27,35.5,23.9,0.647058823529412
50.5,51.3,18,17.2,31.8,22.9,26.2,38,0.666666666666667
49,49.8,18.3,15.4,26.6,24.7,34.7,27.5,0.733333333333333
51.4,48.2,21.3,17.6,32.5,32.8,31.9,29.3,0.709677419354839
55.1,50.2,17,17.8,22.3,24.4,24.9,24,0.611111111111111
49.6,48.6,16,15.3,30.8,31.9,31.6,31.2,0.594594594594595
52.4,50.8,17.4,16.7,30.2,24.4,30.6,25.4,0.71875
51.7,47.6,19.3,19.6,22.8,27.3,30.6,29.8,0.71875
54.1,47.3,16.1,16.4,23.4,24.3,30.5,30.7,0.676470588235294
56.2,50.2,19.9,16.2,28,25.8,31.5,29.4,0.696969696969697
51.5,45.8,17.5,17.5,27.4,27,29.3,36.9,0.696969696969697
51.3,47.7,15.2,16.9,30.8,27.4,25.7,29.1,0.657142857142857
56.4,48.2,17,17.2,21.4,22.8,31.5,30.4,0.657142857142857
48.6,50.6,16.7,18.6,33.4,29.3,24.3,25.4,0.676470588235294
54.7,51.3,15.6,17.9,30.6,29.2,29.4,26.2,0.75
48.9,49.2,18.6,20.7,27.8,28,39.7,37.6,0.75
52,51.5,18.6,17.5,27.9,26.1,39.5,31.4,0.727272727272727
52.6,47.7,15.5,20.1,31.7,32.6,26.2,28,0.774193548387097
50,44.6,21.2,21,31.5,31.6,41.5,41.1,0.774193548387097
55.1,46.8,15.9,18.5,23.6,31.7,20.9,25.3,0.735294117647059
52.7,46.7,17.9,18.9,29.2,23.8,26.8,32.1,0.735294117647059
50.9,47.8,18,19.9,30.8,29.4,32.2,30.2,0.833333333333333
48.6,47,19.1,19.3,29.9,25.2,37.6,37.4,0.757575757575758
50.7,49,19.9,23.1,30.5,24.9,32.3,37.6,0.866666666666667
53.5,47,20,19.7,35.7,27,33.8,33.9,0.8125
56.3,52.9,13.6,18.3,29.8,30.9,34.4,27.5,0.794117647058823
55.5,49.3,16,18.9,25.3,20.2,26.2,27.8,0.818181818181818
51.7,44,19.3,16.3,28.9,29.1,35.6,28.7,0.823529411764706
50.3,47.3,17.3,19.3,35.8,29.3,35.7,28.9,0.763157894736842
51.2,44.5,19.8,19.9,33.4,28.6,31,40.2,0.861111111111111
